date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-08-11,75579,406674,84,0,74,0,1,0,2.0655365231118784e-4,0,9.79107953267442e-4,0,2.4589720513236644e-6,0,0,58,0,3364,0
2015-08-12,76245,411389,95,0,83,0,4,0,2.3092498827144138e-4,0,0.0010885959735064594,0,9.723157400902796e-6,0,0,59,0,3481,0
2015-08-13,75721,398645,69,1,66,1,3,0,1.7308632994268082e-4,2.5084975354011716e-6,8.716208185311869e-4,1.3206376038351316e-5,7.525492606203515e-6,0,0,60,0,3600,0
2015-08-14,75315,393530,76,0,62,0,2,0,1.931237770945036e-4,0,8.232091880767444e-4,0,5.082204660381674e-6,0,0,61,0,3721,0
2015-08-15,68575,356304,76,0,70,0,2,0,2.133010013920697e-4,0,0.001020780167699599,0,5.613184247159728e-6,0,0,62,0,3844,0
2015-08-16,67558,360106,67,2,56,1,3,0,1.860563278590193e-4,5.553920234597591e-6,8.289173747002576e-4,1.4802095976790314e-5,8.330880351896386e-6,0,0,63,0,3969,0
2015-08-17,73960,404542,78,2,72,2,2,0,1.9281063523688517e-4,4.9438624419714145e-6,9.734991887506761e-4,2.7041644131963223e-5,4.9438624419714145e-6,0,0,64,0,4096,0
2015-08-18,75009,405745,71,0,66,0,3,0,1.7498675276343516e-4,0,8.798944126704796e-4,0,7.393806454793035e-6,0,0,65,0,4225,0
2015-08-19,75855,410715,89,0,84,0,2,0,2.1669527531256467e-4,0,0.0011073759145738581,0,4.869556748596959e-6,0,0,66,0,4356,0
2015-08-20,75903,403736,80,0,67,0,6,0,1.9814928567182515e-4,0,8.82705558410076e-4,0,1.4861196425386887e-5,0,0,67,0,4489,0
2015-08-21,76033,407306,147,2,111,2,0,0,3.609080151041232e-4,4.910313130668343e-6,0.0014598924151355333,2.6304367840279877e-5,0,0,0,68,0,4624,0
2015-08-22,69466,377091,79,0,67,0,3,0,2.0949850301386138e-4,0,9.645006190078599e-4,0,7.955639354956762e-6,0,0,69,0,4761,0
2015-08-23,69088,382018,73,0,61,0,2,0,1.910904721767037e-4,0,8.829319129226494e-4,0,5.235355402101472e-6,0,0,70,0,4900,0
2015-08-24,76123,417270,114,1,88,1,6,0,2.7320440002875836e-4,2.3965298248136696e-6,0.0011560238035810465,1.3136634131602801e-5,1.437917894888202e-5,0,0,71,0,5041,0
2015-08-25,76370,415855,109,1,89,1,2,0,2.6211059143210974e-4,2.404684325065227e-6,0.0011653790755532278,1.30941469163284e-5,4.809368650130454e-6,0,0,72,0,5184,0
2015-08-26,78172,420475,110,1,91,1,6,0,2.616088947024199e-4,2.3782626791129082e-6,0.0011640996776339353,1.2792304149823466e-5,1.4269576074677448e-5,0,0,73,0,5329,0
2015-08-27,77280,405243,96,0,82,0,2,0,2.3689490009697886e-4,0,0.0010610766045548654,0,4.935310418687059e-6,0,0,74,0,5476,0
2015-08-28,76394,401468,83,0,75,0,4,0,2.0674125957735113e-4,0,9.817524936513338e-4,0,9.96343419649885e-6,0,0,75,0,5625,0
2015-08-29,70990,381359,80,0,73,0,6,0,2.0977609024567403e-4,0,0.0010283138470207071,0,1.5733206768425552e-5,0,0,76,0,5776,0
2015-08-30,69916,535055,89,0,80,0,5,0,1.6633804001457795e-4,0,0.0011442302191200869,0,9.344833708684153e-6,0,0,77,0,5929,0
2015-08-31,78705,503571,126,2,112,2,7,0,2.502129789046629e-4,3.9716345857883e-6,0.0014230353852995362,2.5411346166063148e-5,1.390072105025905e-5,0,0,78,0,6084,0
2015-09-01,77495,414857,70,0,63,0,4,0,1.687328404727412e-4,0,8.12955674559649e-4,0,9.641876598442354e-6,0,0,79,0,6241,0
2015-09-02,76905,400356,82,0,71,0,5,0,2.0481771223610987e-4,0,9.232169559846564e-4,0,1.2488884892445724e-5,0,0,80,0,6400,0
2015-09-03,77939,403652,147,0,130,0,2,0,3.6417508150585155e-4,0,0.001667971105608232,0,4.954763013685056e-6,0,0,81,0,6561,0
2015-09-04,76909,392942,111,0,101,0,4,0,2.8248443790686664e-4,0,0.001313240322979105,0,1.0179619384031232e-5,0,0,82,0,6724,0
2015-09-05,71022,370829,93,1,72,1,7,0,2.5078944742725086e-4,2.6966607250242024e-6,0.0010137703810087016,1.408014418067641e-5,1.8876625075169417e-5,0,0,83,0,6889,0
