date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-09-06,68270,362741,95,0,83,0,4,0,2.618948505958797e-4,0,0.0012157609491724036,0,1.1027151604037041e-5,0,0,84,0,7056,0
2015-09-07,71475,378834,76,0,70,0,1,0,2.006155730478257e-4,0,9.793634137810422e-4,0,2.639678592734549e-6,0,0,85,0,7225,0
2015-09-08,76834,409266,86,0,70,0,2,0,2.1013228560398371e-4,0,9.110550016919593e-4,0,4.886797339627528e-6,0,0,86,0,7396,0
2015-09-09,77782,414138,118,0,91,0,4,0,2.8492917819663974e-4,0,0.001169936489162017,0,9.658616210055585e-6,0,0,87,0,7569,0
2015-09-10,77285,398812,97,1,88,1,5,0,2.4322237044020742e-4,2.5074471179402824e-6,0.0011386426861616096,1.2939121433654655e-5,1.2537235589701414e-5,0,0,88,0,7744,0
2015-09-11,78686,404114,152,0,133,0,5,0,3.7613148764952464e-4,0,0.0016902625625905498,0,1.2372746304260679e-5,0,0,89,0,7921,0
2015-09-12,71680,381266,66,1,58,1,1,0,1.7310748925946715e-4,2.6228407463555627e-6,8.091517857142858e-4,1.3950892857142857e-5,2.6228407463555627e-6,0,0,90,0,8100,0
2015-09-13,72103,403665,99,1,84,1,2,0,2.452528705733715e-4,2.4773017229633484e-6,0.0011650000693452422,1.3869048444586217e-5,4.954603445926697e-6,0,0,91,0,8281,0
2015-09-14,76166,417664,81,0,70,0,5,0,1.939357952804168e-4,0,9.190452432844052e-4,0,1.197134538768005e-5,0,0,92,0,8464,0
2015-09-15,76965,416688,76,0,63,0,4,0,0.00018239066159812619,0,8.185538881309686e-4,0,9.599508505164536e-6,0,0,93,0,8649,0
2015-09-16,77312,406805,110,3,103,3,7,0,2.7039982301102494e-4,7.374540627573408e-6,0.0013322640728476822,3.880380794701987e-5,1.720726146433795e-5,0,0,94,0,8836,0
2015-09-17,78235,422025,118,0,103,0,7,0,2.7960428884544753e-4,0,0.0013165463028056497,0,1.6586695101001125e-5,0,0,95,0,9025,0
2015-09-18,76409,394272,110,3,74,3,4,0,2.789952114276439e-4,7.608960311663014e-6,9.684723003834626e-4,3.926239055608632e-5,1.0145280415550686e-5,0,0,96,0,9216,0
2015-09-19,70980,383780,74,0,55,0,1,0,1.928188024388973e-4,0,7.748661594815441e-4,0,2.605659492417531e-6,0,0,97,0,9409,0
2015-09-20,70898,410565,71,0,69,0,4,0,1.7293242239353087e-4,0,9.732291460972101e-4,0,9.742671684142584e-6,0,0,98,0,9604,0
2015-09-21,75395,405159,95,0,87,0,5,0,2.3447584775359797e-4,0,0.0011539226739173685,0,1.234083409229463e-5,0,0,99,0,9801,0
2015-09-22,76608,411547,98,0,82,0,2,0,2.3812590056542752e-4,0,0.0010703842940685045,0,4.859712256437297e-6,0,0,100,0,10000,0
2015-09-23,77872,419716,70,0,59,0,1,0,1.6677944133652278e-4,0,7.57653585370865e-4,0,2.382563447664611e-6,0,0,101,0,10201,0
2015-09-24,77181,413007,65,0,58,0,2,0,1.573823203965066e-4,0,7.514802865990335e-4,0,4.842532935277126e-6,0,0,102,0,10404,0
2015-09-25,76357,399774,115,1,88,1,7,0,2.876625293290709e-4,2.5014132985136603e-6,0.0011524811084772844,1.3096376232696413e-5,1.7509893089595622e-5,0,0,103,0,10609,0
2015-09-26,70430,387147,59,1,53,1,3,0,1.523968931697779e-4,2.5829981893182694e-6,7.525202328553173e-4,1.419849495953429e-5,7.748994567954807e-6,0,0,104,0,10816,0
2015-09-27,70131,384551,81,0,69,0,4,0,2.1063526034258135e-4,0,9.838730376010608e-4,0,1.04017412514855e-5,0,0,105,0,11025,0
2015-09-28,76185,402308,67,0,60,0,3,0,1.6653906956858925e-4,0,7.875566056310297e-4,0,7.45697326426519e-6,0,0,106,0,11236,0
2015-09-29,76524,402049,97,0,80,0,9,0,2.4126412452213537e-4,0,0.001045423657937379,0,2.2385331141229055e-5,0,0,107,0,11449,0
2015-09-30,76397,400108,87,0,77,0,1,0,2.174412908514701e-4,0,0.0010078929800908412,0,2.4993251822008057e-6,0,0,108,0,11664,0
2015-10-01,77783,441399,96,1,85,1,3,0,2.174902978937424e-4,2.26552393639315e-6,0.0010927837702325702,1.2856279649794942e-5,6.79657180917945e-6,0,0,109,0,11881,0
2015-10-02,76312,403502,158,2,144,2,8,0,3.915717889874152e-4,4.956604923891331e-6,0.0018869902505503722,2.6208197924310724e-5,1.9826419695565325e-5,0,0,110,0,12100,0
2015-10-03,70569,381133,72,0,60,0,1,0,1.8891043284102925e-4,0,8.502316881350168e-4,0,2.623756011680962e-6,0,0,111,0,12321,0
2015-10-04,70117,390200,68,0,63,0,2,0,1.742696053305997e-4,0,8.98498224396366e-4,0,5.125576627370579e-6,0,0,112,0,12544,0
2015-10-05,74929,401886,72,0,63,0,3,0,1.791552828414028e-4,0,8.407959535026492e-4,0,7.464803451725116e-6,0,0,113,0,12769,0
2015-10-06,76044,405564,91,0,84,0,5,0,2.2437888964503753e-4,0,0.0011046236389458735,0,1.2328510420057008e-5,0,0,114,0,12996,0
2015-10-07,77046,410087,76,1,62,1,3,0,1.8532652827326883e-4,2.4385069509640637e-6,8.047140669210602e-4,1.2979259143888068e-5,7.315520852892191e-6,0,0,115,0,13225,0
2015-10-08,77836,422457,82,2,67,2,6,0,1.9410259505701173e-4,4.734209635536871e-6,8.607842129605838e-4,2.5695051133151756e-5,1.4202628906610614e-5,0,0,116,0,13456,0
2015-10-09,76161,402349,90,1,77,1,6,0,2.2368640160656545e-4,2.4854044622951718e-6,0.0010110161368679508,1.3130079699583777e-5,1.4912426773771029e-5,0,0,117,0,13689,0
2015-10-10,69918,366831,93,0,72,0,2,0,2.535227393540895e-4,0,0.0010297777396378615,0,5.452101921593322e-6,0,0,118,0,13924,0
2015-10-11,70017,393384,82,0,67,0,2,0,2.0844772537774794e-4,0,9.569104646014539e-4,0,5.084090862871901e-6,0,0,119,0,14161,0
2015-10-12,74965,412437,116,2,93,2,2,0,2.812550765329008e-4,4.849225457463807e-6,0.0012405789368371907,2.6679116921229907e-5,4.849225457463807e-6,0,0,120,0,14400,0
2015-10-13,76391,422997,62,1,58,1,6,0,1.4657314354475328e-4,2.3640829603992464e-6,7.592517443154298e-4,1.3090547315783273e-5,1.4184497762395478e-5,0,0,121,0,14641,0
2015-10-14,79669,457653,61,0,58,0,8,0,1.3328875807653396e-4,0,7.280121502717494e-4,0,1.7480492862496257e-5,0,0,122,0,14884,0
2015-10-15,76798,410130,85,1,69,1,10,0,2.0725135932509205e-4,2.4382512861775535e-6,8.984608974192036e-4,1.302117242636527e-5,2.4382512861775534e-5,0,0,123,0,15129,0
2015-10-16,75707,405433,55,0,45,0,0,0,1.3565743291739943e-4,0,5.943968193165757e-4,0,0,0,0,124,0,15376,0
2015-10-17,69903,380018,63,0,60,0,4,0,1.6578162087059034e-4,0,8.583322604180079e-4,0,1.052581719813272e-5,0,0,125,0,15625,0
2015-10-18,69753,395940,47,0,42,0,0,0,1.1870485427084912e-4,0,6.021246398004386e-4,0,0,0,0,126,0,15876,0
2015-10-19,75664,416581,113,3,101,3,4,0,2.7125577018635033e-4,7.20148062441638e-6,0.0013348488052442376,3.9648974413195175e-5,9.601974165888507e-6,0,0,127,0,16129,0
2015-10-20,77237,436007,149,0,130,0,9,0,3.4173763265268675e-4,0,0.0016831311418102723,0,2.0641870428685778e-5,0,0,128,0,16384,0
2015-10-21,78222,431826,105,2,100,2,5,0,2.4315349237887484e-4,4.631495092930949e-6,0.0012784127227634169,2.556825445526834e-5,1.1578737732327372e-5,0,0,129,0,16641,0
2015-10-22,76962,426970,107,3,84,2,6,0,2.5060308686792985e-4,7.026254771998033e-6,0.0010914477274499104,2.5986850653569294e-5,1.4052509543996066e-5,0,0,130,0,16900,0
2015-10-23,76355,426863,65,0,56,0,3,0,1.5227368031429288e-4,0,7.334162792220548e-4,0,7.028016014505825e-6,0,0,131,0,17161,0
2015-10-24,71811,441599,119,6,65,2,6,0,2.694752479059056e-4,1.358698728937339e-5,9.051538065198924e-4,2.785088635445823e-5,1.358698728937339e-5,0,0,132,0,17424,0
2015-10-25,70534,442204,63,0,61,0,2,0,1.4246818210599633e-4,0,8.648311452632773e-4,0,4.522799431936391e-6,0,0,133,0,17689,0
2015-10-26,75652,432581,81,0,70,0,4,0,1.8724816855109216e-4,0,9.252894834240998e-4,0,9.24682313832554e-6,0,0,134,0,17956,0
2015-10-27,76599,436910,70,0,63,0,3,0,1.602160628046966e-4,0,8.224650452355775e-4,0,6.866402691629855e-6,0,0,135,0,18225,0
2015-10-28,78405,454203,78,1,59,1,2,0,1.717293809155818e-4,2.201658729686946e-6,7.525030291435495e-4,1.2754288629551686e-5,4.403317459373892e-6,0,0,136,0,18496,0
2015-10-29,77630,446241,80,0,66,0,10,0,1.792753243202664e-4,0,8.501867834600026e-4,0,2.24094155400333e-5,0,0,137,0,18769,0
2015-10-30,76332,427634,99,2,88,2,3,0,2.3150638162540863e-4,4.676896598493104e-6,0.0011528585652151129,2.6201331027616202e-5,7.0153448977396555e-6,0,0,138,0,19044,0
2015-10-31,72001,410792,89,0,74,0,7,0,2.1665465734483632e-4,0,0.0010277635032846766,0,1.704025394847027e-5,0,0,139,0,19321,0
2015-11-01,70642,411445,105,0,91,0,5,0,2.5519814312970144e-4,0,0.0012881854987118145,0,1.2152292529985781e-5,0,0,140,0,19600,0
2015-11-02,76719,465698,96,0,85,0,6,0,2.0614217797800292e-4,0,0.001107939363130385,0,1.2883886123625182e-5,0,0,141,0,19881,0
2015-11-03,77621,470788,139,1,109,1,6,0,2.952496665165637e-4,2.124098320263048e-6,0.0014042591566715192,1.2883111529096507e-5,1.274458992157829e-5,0,0,142,0,20164,0
2015-11-04,77590,461334,155,0,122,0,10,0,3.3598217343616557e-4,0,0.0015723675731408686,0,2.1676269253946166e-5,0,0,143,0,20449,0
2015-11-05,78005,458846,103,0,86,0,7,0,2.2447618590986954e-4,0,0.0011024934299083391,0,1.525566312008822e-5,0,0,144,0,20736,0
2015-11-06,77219,445967,133,0,108,0,2,0,2.9822834424968664e-4,0,0.001398619510742175,0,4.484636755634385e-6,0,0,145,0,21025,0
2015-11-07,70947,421997,85,0,78,0,7,0,2.0142323286658436e-4,0,0.001099412237303903,0,1.658779564783636e-5,0,0,146,0,21316,0
2015-11-08,71290,453526,93,0,66,0,1,0,2.0505990836247536e-4,0,9.257960443259924e-4,0,2.2049452512094126e-6,0,0,147,0,21609,0
2015-11-09,76318,459866,121,0,112,0,5,0,2.6312012629766063e-4,0,0.0014675436987342436,0,1.0872732491638869e-5,0,0,148,0,21904,0
2015-11-10,77439,459076,77,0,65,0,3,0,1.6772821929266613e-4,0,8.393703431087695e-4,0,6.5348656867272525e-6,0,0,149,0,22201,0
2015-11-11,79013,480975,171,0,142,0,5,0,3.5552783408701074e-4,0,0.001797172617164264,0,1.039555070429856e-5,0,0,150,0,22500,0
2015-11-12,77815,475230,113,0,93,0,11,0,2.3777960145613704e-4,0,0.0011951423247445864,0,2.314668686741157e-5,0,0,151,0,22801,0
2015-11-13,78953,491097,151,1,127,1,3,0,3.0747489803440055e-4,2.036257602876825e-6,0.0016085519232961383,1.2665763175560144e-5,6.108772808630474e-6,0,0,152,0,23104,0
2015-11-14,77081,486762,117,1,111,1,3,0,2.4036387392606653e-4,2.0543920848381754e-6,0.0014400435905086856,1.2973365680258429e-5,6.163176254514527e-6,0,0,153,0,23409,0
2015-11-15,72722,480113,89,1,82,1,1,0,1.8537302676661536e-4,2.0828429973777007e-6,0.0011275817496768515,1.3750996947278678e-5,2.0828429973777007e-6,0,0,154,0,23716,0
2015-11-16,77230,487360,107,0,84,0,4,0,2.1955022980958634e-4,0,0.0010876602356597177,0,8.207485226526593e-6,0,0,155,0,24025,0
2015-11-17,78846,543228,129,1,103,1,5,0,2.3746934988623562e-4,1.8408476735367102e-6,0.0013063440123785607,1.2682951576490881e-5,9.204238367683551e-6,0,0,156,0,24336,0
2015-11-18,80078,506692,98,0,91,0,3,0,1.9341138206247584e-4,0,0.0011363920177826618,0,5.92075659374926e-6,0,0,157,0,24649,0
2015-11-19,78115,487730,110,0,98,0,8,0,2.255346195641031e-4,0,0.0012545605837547206,0,1.6402517786480226e-5,0,0,158,0,24964,0
2015-11-20,77747,486457,101,0,94,0,4,0,2.0762369541398314e-4,0,0.0012090498668758923,0,8.222720610454778e-6,0,0,159,0,25281,0
2015-11-21,72493,462761,84,2,65,1,7,0,1.8151918592966996e-4,4.321885379277856e-6,8.966382961113487e-4,1.379443532478998e-5,1.5126598827472496e-5,0,0,160,0,25600,0
2015-11-22,71346,472255,75,0,71,0,4,0,1.5881250595546896e-4,0,9.951503938552967e-4,0,8.470000317625012e-6,0,0,161,0,25921,0
2015-11-23,77169,526919,106,0,70,0,4,0,2.0116943970515392e-4,0,9.071000012958572e-4,0,7.5912996115152425e-6,0,0,162,0,26244,0
2015-11-24,77359,502653,137,0,124,0,8,0,2.725538293813028e-4,0,0.001602916273478199,0,1.591555208066002e-5,0,0,163,0,26569,0
2015-11-25,77208,490397,107,0,93,0,8,0,2.1819056804996768e-4,0,0.0012045383898041653,0,1.6313313499063004e-5,0,0,164,0,26896,0
2015-11-26,77255,493649,105,0,89,0,5,0,2.127017374693355e-4,0,0.0011520289948870623,0,1.0128654165206452e-5,0,0,165,0,27225,0
2015-11-27,72351,441870,90,0,84,0,5,0,2.0367981533030076e-4,0,0.0011610067587179169,0,1.1315545296127821e-5,0,0,166,0,27556,0
2015-11-28,70375,458749,216,0,195,0,6,0,4.708457130151782e-4,0,0.0027708703374777974,0,1.3079047583754951e-5,0,0,167,0,27889,0
2015-11-29,70127,467316,114,0,99,0,8,0,2.4394628046118687e-4,0,0.0014117244427966403,0,1.7119037225346446e-5,0,0,168,0,28224,0
2015-11-30,76908,507337,119,0,100,0,5,0,2.3455809452099886e-4,0,0.0013002548499505904,0,9.855382122731045e-6,0,0,169,0,28561,0
2015-12-01,78327,491362,135,0,82,0,10,0,2.747465208949817e-4,0,0.0010468931530634392,0,2.0351594140369016e-5,0,0,170,0,28900,0
2015-12-02,79004,520904,139,1,90,1,8,0,2.6684379463394405e-4,1.9197395297406047e-6,0.001139182826186016,1.26575869576224e-5,1.5357916237924837e-5,0,0,171,0,29241,0
2015-12-03,78155,500598,140,0,121,0,8,0,2.796655200380345e-4,0,0.0015482054890921886,0,1.5980886859316256e-5,0,0,172,0,29584,0
2015-12-04,78117,496613,99,0,87,0,1,0,1.993503996069374e-4,0,0.0011137140443181382,0,2.0136404000700747e-6,0,0,173,0,29929,0
2015-12-05,70396,434991,92,0,77,0,4,0,2.114986287072606e-4,0,0.0010938121484175237,0,9.195592552489592e-6,0,0,174,0,30276,0
2015-12-06,71103,472121,85,0,75,0,2,0,1.8003859180167796e-4,0,0.0010548078140162863,0,4.2362021600394815e-6,0,0,175,0,30625,0
2015-12-07,76977,507267,110,2,85,2,5,0,2.1684832642375712e-4,3.942696844068311e-6,0.00110422593761773,2.5981786767476e-5,9.856742110170778e-6,0,0,176,0,30976,0
2015-12-08,77497,502823,103,0,89,0,3,0,2.048434538595092e-4,0,0.001148431552189117,0,5.966314190082792e-6,0,0,177,0,31329,0
2015-12-09,78075,497128,79,1,74,1,2,0,1.5891279509502583e-4,2.011554368291466e-6,9.478065962215818e-4,1.2808197246237593e-5,4.023108736582932e-6,0,0,178,0,31684,0
2015-12-10,76504,488007,85,0,76,0,8,0,1.7417782941638133e-4,0,9.934121091707622e-4,0,1.6393207474482948e-5,0,0,179,0,32041,0
2015-12-11,75450,475618,94,0,88,0,5,0,1.9763759992262698e-4,0,0.0011663353214049039,0,1.0512638293756754e-5,0,0,180,0,32400,0
2015-12-12,69434,442720,110,0,90,0,6,0,2.4846404047705096e-4,0,0.001296194947720137,0,1.3552584026020961e-5,0,0,181,0,32761,0
2015-12-13,69774,482624,81,0,74,0,2,0,1.6783251558148788e-4,0,0.0010605669733711697,0,4.144012730407108e-6,0,0,182,0,33124,0
2015-12-14,75462,519538,73,0,68,0,4,0,1.4050945262906658e-4,0,9.011157933794492e-4,0,7.699148089263924e-6,0,0,183,0,33489,0
2015-12-15,76005,503487,159,0,132,0,5,0,3.157976273468828e-4,0,0.0017367278468521808,0,9.930742998329648e-6,0,0,184,0,33856,0
2015-12-16,77116,518319,106,0,92,0,2,0,2.0450726290180372e-4,0,0.0011930079360962706,0,3.858627601920825e-6,0,0,185,0,34225,0
2015-12-17,76347,492068,90,0,85,0,4,0,1.8290155019224985e-4,0,0.00111333778668448,0,8.128957786322215e-6,0,0,186,0,34596,0
2015-12-18,74804,467680,97,0,81,0,4,0,2.0740677386247008e-4,0,0.0010828297951981179,0,8.552856654122476e-6,0,0,187,0,34969,0
2015-12-19,68043,435191,82,0,62,0,5,0,1.8842301426270303e-4,0,9.111885131460988e-4,0,1.1489208186750186e-5,0,0,188,0,35344,0
2015-12-20,67812,463953,67,0,62,0,3,0,1.444111795806903e-4,0,9.142924556125759e-4,0,6.466172220030909e-6,0,0,189,0,35721,0
2015-12-21,73978,514597,103,0,81,0,3,0,2.0015662741912604e-4,0,0.0010949201113844655,0,5.829804682110467e-6,0,0,190,0,36100,0
2015-12-22,73669,497207,103,0,91,0,4,0,2.07157180007522e-4,0,0.0012352549919233328,0,8.044939029418332e-6,0,0,191,0,36481,0
2015-12-23,73438,500520,136,0,120,0,8,0,2.717174138895549e-4,0,0.0016340314278711294,0,1.5983377287620873e-5,0,0,192,0,36864,0
2015-12-24,72795,499517,100,1,80,1,4,0,2.0019338681166005e-4,2.0019338681166007e-6,0.0010989765780616801,1.3737207225771001e-5,8.007735472466403e-6,0,0,193,0,37249,0
2015-12-25,71593,469628,108,1,91,1,6,0,2.2996925225923496e-4,2.1293449283262496e-6,0.0012710739876803598,1.3967846018465492e-5,1.2776069569957497e-5,0,0,194,0,37636,0
2015-12-26,64924,435764,117,0,102,0,4,0,2.684939554437723e-4,0,0.0015710677099377735,0,9.179280527992217e-6,0,0,195,0,38025,0
2015-12-27,66082,480019,109,0,86,0,5,0,2.2707434497384478e-4,0,0.0013014133954783451,0,1.0416254356598385e-5,0,0,196,0,38416,0
2015-12-28,70402,513483,114,0,103,0,2,0,2.2201319225758205e-4,0,0.0014630266185619728,0,3.894968285220738e-6,0,0,197,0,38809,0
2015-12-29,72181,539635,124,0,101,0,8,0,2.2978494723285183e-4,0,0.0013992601931256147,0,1.4824835305345279e-5,0,0,198,0,39204,0
2015-12-30,73071,544013,109,0,96,0,6,0,2.0036285897579654e-4,0,0.0013137906967196288,0,1.1029148200502562e-5,0,0,199,0,39601,0
2015-12-31,75404,588276,134,0,108,0,2,0,2.2778423733077672e-4,0,0.001432284759429208,0,3.3997647362802493e-6,0,0,200,0,40000,0
2016-01-01,75313,520764,124,0,87,0,6,0,2.3811169742916178e-4,0,0.0011551790527531767,0,1.1521533746572344e-5,0,0,201,0,40401,0
2016-01-02,68170,493229,111,1,86,1,5,0,2.2504759452505834e-4,2.027455806532057e-6,0.0012615520023470735,1.4669209329617133e-5,1.0137279032660286e-5,0,0,202,0,40804,0
2016-01-03,69273,532597,164,1,120,1,8,0,3.0792512913140703e-4,1.8775922508012625e-6,0.0017322766445801395,1.4435638704834496e-5,1.50207380064101e-5,0,0,203,0,41209,0
2016-01-04,75189,563912,134,1,109,1,8,0,2.376257288371235e-4,1.7733263346053995e-6,0.0014496801393820906,1.3299817792496242e-5,1.4186610676843196e-5,0,0,204,0,41616,0
2016-01-05,76064,566645,140,1,117,1,7,0,2.470682702573922e-4,1.7647733589813727e-6,0.0015381783761043333,1.3146823727387464e-5,1.235341351286961e-5,0,0,205,0,42025,0
2016-01-06,76209,565286,125,2,105,2,10,0,2.2112700473742494e-4,3.5380320757987993e-6,0.0013777900248002205,2.6243619520004198e-5,1.7690160378993995e-5,0,0,206,0,42436,0
2016-01-07,75658,558384,114,0,100,0,11,0,2.0416057766698187e-4,0,0.0013217372914959423,0,1.969970486260351e-5,0,0,207,0,42849,0
2016-01-08,76204,535465,121,1,98,1,7,0,2.2597181888638846e-4,1.8675356932759378e-6,0.0012860217311427221,1.3122670725946145e-5,1.3072749852931565e-5,0,0,208,0,43264,0
2016-01-09,70954,510589,129,0,100,0,4,0,2.5264939119330813e-4,0,0.001409363813174733,0,7.834089649404902e-6,0,0,209,0,43681,0
2016-01-10,72128,559428,111,0,100,0,10,0,1.9841695446062765e-4,0,0.0013864241348713398,0,1.7875401302759246e-5,0,0,210,0,44100,0
2016-01-11,77845,572148,171,0,105,0,7,0,2.988737179890518e-4,0,0.0013488342218511144,0,1.223459664282668e-5,0,0,211,0,44521,0
2016-01-12,76207,563077,142,2,105,2,5,0,2.521857578981205e-4,3.55191208307212e-6,0.0013778261839463566,2.6244308265644888e-5,8.8797802076803e-6,0,0,212,0,44944,0
2016-01-13,76607,563766,129,0,101,0,5,0,2.28818339523845e-4,0,0.0013184173770021017,0,8.868927888521124e-6,0,0,213,0,45369,0
2016-01-14,78046,568211,97,2,83,2,4,0,1.7071123227111056e-4,3.519819222084754e-6,0.0010634753863106373,2.5625912923147888e-5,7.039638444169508e-6,0,0,214,0,45796,0
2016-01-15,75576,546905,107,0,89,0,6,0,1.9564641025406607e-4,0,0.0011776225256695247,0,1.0970826743218658e-5,0,0,215,0,46225,0
2016-01-16,70838,501457,92,1,78,1,5,0,1.8346538187720982e-4,1.994188933447933e-6,0.0011011039272706739,1.4116717016290691e-5,9.970944667239664e-6,0,0,216,0,46656,0
2016-01-17,72256,559623,109,3,86,3,6,1,1.9477398176987007e-4,5.360751791831286e-6,0.0011902125775022144,4.151904340124003e-5,1.0721503583662573e-5,1.7869172639437622e-6,0,217,0,47089,0
2016-01-18,75972,566053,166,1,136,1,3,0,2.932587584554803e-4,1.7666190268402429e-6,0.0017901332069709894,1.3162744168904333e-5,5.299857080520729e-6,0,0,218,0,47524,0
2016-01-19,75648,527437,134,0,120,0,4,0,2.5405877858398254e-4,0,0.0015862944162436548,0,7.5838441368353e-6,0,0,219,0,47961,0
2016-01-20,78074,558068,114,0,91,0,7,0,2.042761813972491e-4,0,0.0011655608781412506,0,1.2543274296322313e-5,0,0,220,0,48400,0
2016-01-21,76071,543523,122,0,110,0,5,0,2.24461522327482e-4,0,0.0014460175362490306,0,9.199242718339427e-6,0,0,221,0,48841,0
2016-01-22,77400,553161,183,3,154,3,8,0,3.3082592590583934e-4,5.423375834521957e-6,0.0019896640826873387,3.875968992248062e-5,1.4462335558725217e-5,0,0,222,0,49284,0
2016-01-23,72849,538006,130,1,112,1,4,0,2.416329929405992e-4,1.8587153303123013e-6,0.0015374267320073028,1.3727024392922346e-5,7.434861321249205e-6,0,0,223,0,49729,0
2016-01-24,72882,574545,200,1,154,1,6,0,3.4810154121957374e-4,1.7405077060978688e-6,0.002113004582750199,1.3720808978897396e-5,1.0443046236587213e-5,0,0,224,0,50176,0
2016-01-25,77271,590112,220,1,174,1,9,0,3.728105851092674e-4,1.6945935686784882e-6,0.0022518150405714953,1.2941465750410892e-5,1.5251342118106394e-5,0,0,225,0,50625,0
2016-01-26,77893,583778,159,2,142,2,5,0,2.7236380953033515e-4,3.4259598683061025e-6,0.001823013621249663,2.5676248186614973e-5,8.564899670765256e-6,0,0,226,0,51076,0
2016-01-27,79670,621655,159,2,132,2,8,0,2.5576887501910223e-4,3.217218553699399e-6,0.0016568344420735534,2.5103552152629598e-5,1.2868874214797596e-5,0,0,227,0,51529,0
2016-01-28,78797,592686,117,2,104,2,11,0,1.9740638381875056e-4,3.3744680994658216e-6,0.0013198472023046562,2.5381676967397236e-5,1.855957454706202e-5,0,0,228,0,51984,0
2016-01-29,77521,575186,134,0,113,0,6,0,2.3296811813917586e-4,0,0.0014576695347067246,0,1.0431408274888471e-5,0,0,229,0,52441,0
2016-01-30,70707,509604,111,1,99,1,4,0,2.1781618668613277e-4,1.9623079881633584e-6,0.0014001442572871144,1.4142871285728428e-5,7.849231952653433e-6,0,0,230,0,52900,0
2016-01-31,70220,533072,113,0,92,0,3,0,2.119788696461266e-4,0,0.0013101680432925093,0,5.6277576012246e-6,0,0,231,0,53361,0
2016-02-01,77265,579618,122,0,108,0,6,0,2.104834563453861e-4,0,0.0013977868375072801,0,1.0351645394035383e-5,0,0,232,0,53824,0
2016-02-02,78992,594322,133,0,118,0,6,0,2.2378441316323476e-4,0,0.0014938221592059955,0,1.0095537435935403e-5,0,0,233,0,54289,0
2016-02-03,78428,588609,116,0,103,0,3,0,1.9707479838058882e-4,0,0.0013133064721783036,0,5.096762027084193e-6,0,0,234,0,54756,0
2016-02-04,76814,558348,131,0,110,0,8,0,2.3462070250094923e-4,0,0.0014320306194183351,0,1.4327981832119037e-5,0,0,235,0,55225,0
2016-02-05,76808,560658,132,2,110,2,16,0,2.354376464796721e-4,3.5672370678738197e-6,0.001432142485157796,2.603895427559629e-5,2.8537896542990558e-5,0,0,236,0,55696,0
2016-02-06,70245,520915,107,0,95,0,6,0,2.0540779205820527e-4,0,0.001352409424158303,0,1.1518193947189081e-5,0,0,237,0,56169,0
2016-02-07,72253,570517,168,2,138,1,4,0,2.944697528732711e-4,3.50559229611037e-6,0.0019099552959738696,1.3840255767926591e-5,7.01118459222074e-6,0,0,238,0,56644,0
2016-02-08,81897,718224,237,0,205,0,5,0,3.299806188598543e-4,0,0.0025031441933159944,0,6.961616431642496e-6,0,0,239,0,57121,0
2016-02-09,76863,587658,201,0,154,0,10,0,3.420356738102774e-4,0,0.002003564784096379,0,1.701670018956604e-5,0,0,240,0,57600,0
2016-02-10,77756,594231,181,0,153,0,14,0,3.0459535096620673e-4,0,0.001967693811410052,0,2.3559861400701073e-5,0,0,241,0,58081,0
2016-02-11,76954,588863,171,0,146,0,9,0,2.9039012469793483e-4,0,0.0018972373106011383,0,1.5283690773575516e-5,0,0,242,0,58564,0
2016-02-12,77084,585177,149,3,124,3,6,0,2.5462381467487616e-4,5.126653986742473e-6,0.0016086347361320117,3.891858232577448e-5,1.0253307973484946e-5,0,0,243,0,59049,0
2016-02-13,71060,557988,95,0,84,0,2,0,1.7025455744567984e-4,0,0.001182099634112018,0,3.584306472540628e-6,0,0,244,0,59536,0
2016-02-14,73780,614249,126,0,106,0,7,0,2.051285390778007e-4,0,0.001436703713743562,0,1.1396029948766705e-5,0,0,245,0,60025,0
2016-02-15,74773,604757,151,0,120,0,7,0,2.4968706439115214e-4,0,0.0016048573683013923,0,1.1574897024755397e-5,0,0,246,0,60516,0
2016-02-16,78054,678591,462,0,367,0,12,0,6.808224689098441e-4,0,0.004701873062238963,0,1.7683700491164782e-5,0,0,247,0,61009,0
2016-02-17,76587,607662,143,1,130,1,4,0,2.3532819231743962e-4,1.6456516945275498e-6,0.0016974160105500933,1.3057046235000719e-5,6.582606778110199e-6,0,0,248,0,61504,0
2016-02-18,77590,618907,124,1,110,1,5,0,2.0035320330841306e-4,1.6157516395839763e-6,0.001417708467586029,1.2888258796236629e-5,8.078758197919882e-6,0,0,249,0,62001,0
2016-02-19,76804,610652,169,0,133,0,9,0,2.7675337180587306e-4,0,0.0017316806416332483,0,1.473834524409975e-5,0,0,250,0,62500,0
2016-02-20,70927,572338,160,1,131,1,3,0,2.7955508807732496e-4,1.747219300483281e-6,0.0018469694192620582,1.4099003200473727e-5,5.241657901449843e-6,0,0,251,0,63001,0
2016-02-21,70180,611724,170,0,135,0,10,0,2.779031066297873e-4,0,0.0019236249643773155,0,1.6347241566458075e-5,0,0,252,0,63504,0
2016-02-22,76126,629794,167,0,145,0,9,0,2.651660701753272e-4,0,0.0019047368835877362,0,1.4290387015436793e-5,0,0,253,0,64009,0
