country,year,PIRI,mu_D0,mu_D1,std,AIShame
NEPAL,1992,4.0,4.0,4.350479985478802,0.15687273578198194,0.0
NEPAL,1993,5.0,5.000000000000001,5.3504799854788025,0.15687273578198052,0.0
NEPAL,1994,2.0,1.6495200145211963,1.9999999999999982,0.15752284145016007,1.0
NEPAL,1995,3.0,2.649520014521203,3.0000000000000044,0.15752284145015233,1.0
NEPAL,1996,2.0,1.6495200145211937,1.9999999999999956,0.1575228414501509,1.0
NEPAL,1997,5.0,4.649520014521202,5.0000000000000036,0.15752284145015724,1.0
NEPAL,1998,7.0,6.6495200145211975,6.999999999999999,0.15752284145015513,1.0
NEPAL,1999,6.0,5.649520014521198,6.0,0.15752284145015444,1.0
NEPAL,2000,7.0,6.649520014521193,6.999999999999995,0.15752284145015513,1.0
NICARAG,1983,8.0,7.999999999999986,8.350479985478787,0.156872735781977,0.0
NICARAG,1984,5.0,4.999999999999985,5.350479985478787,0.1568727357819777,0.0
NICARAG,1985,8.0,7.999999999999995,8.350479985478795,0.15687273578198124,0.0
NICARAG,1986,7.0,6.6495200145211975,6.999999999999999,0.1575228414501495,1.0
NICARAG,1987,5.0,4.9999999999999964,5.350479985478798,0.15687273578197983,0.0
NICARAG,1988,6.0,5.9999999999999964,6.350479985478798,0.1568727357819784,0.0
NICARAG,1989,7.0,6.6495200145211975,6.999999999999999,0.1575228414501502,1.0
NICARAG,1990,6.0,6.000000000000002,6.350479985478803,0.1568727357819784,0.0
NICARAG,1991,5.0,5.000000000000001,5.3504799854788025,0.156872735781977,0.0
NICARAG,1992,4.0,4.0,4.350479985478802,0.1568727357819777,0.0
NICARAG,1993,3.0,2.9999999999999947,3.3504799854787963,0.15687273578198124,0.0
NICARAG,1994,3.0,2.649520014521194,2.999999999999996,0.1575228414501502,1.0
NICARAG,1995,3.0,3.0000000000000018,3.3504799854788034,0.15687273578197558,0.0
NICARAG,1996,3.0,3.0000000000000036,3.350479985478805,0.15687273578197627,0.0
NICARAG,1997,2.0,1.99999999999999,2.350479985478792,0.15687273578197558,0.0
NICARAG,1998,3.0,3.0000000000000036,3.350479985478805,0.15687273578197417,0.0
