,x,est_mean,est_std,t,pvalue
0,AIShame,0.007816396227708232,1.2035662388423052,0.006494363147994848,0.4974091421683251
1,cat_rat,-0.1738282375391707,0.8426231858415003,-0.2062941543266153,0.41828057225217696
2,ccpr_rat,0.3190473122271828,0.41895504289960867,0.7615311419073524,0.2231699427041176
3,democratic,-0.6182867513991969,0.5814846227095603,-1.0632899431082954,0.14382524224170723
4,log_gdppc,-0.0680306307037606,34.692855025232994,-0.001960940679407336,0.49921769835498786
5,log_pop,0.2906057211655485,1.5172636089133225,0.19153278274016133,0.424054099510907
6,Civilwar2,0.7634713419829338,0.5032327025651383,1.5171337993164509,0.06461645311740583
7,War,0.5831027546876215,0.4145596386641448,1.4065593953299005,0.07977904030401484
