gpr_mean,true_y,gpr_lwr,gpr_upr,vertical,horizontal,year,country
103.883,97.2,97.72507,110.04094,-0.153551972,-1.248443271,1960,Mexico
100.54974,95.3,94.93098,106.16851,-0.160105538,-1.251882726,1961,Mexico
97.66256,93.2,92.254105,103.071014,-0.161721341,-1.241927576,1962,Mexico
95.02544,91.4,89.6794,100.371475,-0.16098704,-1.243880005,1963,Mexico
94.16739,89.6,88.73795,99.596825,-0.160746999,-1.253736477,1964,Mexico
90.505486,87.6,85.135086,95.875885,-0.159315609,-1.249196488,1965,Mexico
87.54708,85.7,82.22783,92.86633,-0.158923558,-1.247799285,1966,Mexico
85.2595,83.8,79.94169,90.57731,-0.153566269,-1.246774176,1967,Mexico
83.18027,82.0,77.81067,88.549866,-0.154387648,-1.247460727,1968,Mexico
81.3628,80.2,75.9111,86.8145,-0.153528986,-1.256496313,1969,Mexico
79.41728,78.5,74.01981,84.81475,-0.156883032,-1.245724005,1970,Mexico
76.91568,76.5,71.55583,82.27553,-0.149616978,-1.245251857,1971,Mexico
74.5605,74.7,69.28325,79.83775,-0.156694515,-1.243660141,1972,Mexico
72.377686,72.6,67.107155,77.64822,-0.153584663,-1.246110554,1973,Mexico
70.30007,70.5,64.98783,75.61231,-0.143672603,-1.240375537,1974,Mexico
67.80659,68.4,62.362766,73.250404,-0.142398126,-1.243223462,1975,Mexico
65.62502,66.1,60.245552,71.00449,-0.122775116,-1.242859054,1976,Mexico
62.917557,63.4,57.500553,68.334564,-0.12304669,-1.237713738,1977,Mexico
60.19165,61.0,54.758263,65.62504,-0.095252546,-1.232720265,1978,Mexico
57.96005,58.7,52.57543,63.344666,0.002235994,-1.240579589,1979,Mexico
55.35826,56.3,49.98902,60.7275,0.011753929,-1.237593356,1980,Mexico
52.961224,53.9,47.57145,58.350998,0.013146993,-1.252971216,1981,Mexico
50.19281,51.8,44.721256,55.664364,0.136476111,-1.047200004,1982,Mexico
48.353046,49.7,42.875107,53.830986,0.135928292,-0.945990459,1983,Mexico
46.706856,47.6,41.277462,52.13625,0.135674289,-0.950722962,1984,Mexico
44.761005,45.8,39.35307,50.16894,0.168156712,-0.946416186,1985,Mexico
42.719402,43.9,37.258698,48.180107,0.165042452,-0.950077452,1986,Mexico
42.098633,42.2,36.739902,47.457363,0.165089965,-0.946811945,1987,Mexico
40.56304,40.8,35.224308,45.901775,0.354589535,-0.815140414,1988,Mexico
39.05639,39.4,33.767353,44.345425,0.35410076,-0.632993341,1989,Mexico
37.63555,38.2,32.35113,42.91997,0.438885401,-0.613494391,1990,Mexico
36.37939,36.7,31.144781,41.614,0.539081399,-0.609516274,1991,Mexico
35.463974,35.3,30.226036,40.701912,0.537303131,-0.611381793,1992,Mexico
34.269516,33.9,28.987085,39.551945,0.572377113,-0.612848734,1993,Mexico
32.70378,32.4,27.376675,38.030888,0.632259248,-0.170878543,1994,Mexico
30.64688,31.0,25.176785,36.116974,0.637607573,-0.13012063,1995,Mexico
29.851473,29.6,24.546215,35.15673,0.808839783,-0.126063864,1996,Mexico
25.305746,28.2,19.993935,30.617558,1.112227617,0.123792971,1997,Mexico
25.757355,26.8,20.479874,31.034836,1.109149894,0.126794916,1998,Mexico
24.977497,25.4,19.682789,30.272205,1.113142059,0.122040632,1999,Mexico
23.234226,24.1,17.900974,28.567478,1.211545509,0.65754863,2000,Mexico
21.873093,22.8,16.556238,27.189947,1.208049421,0.702220096,2001,Mexico
21.293964,21.7,16.00846,26.57947,1.200679032,0.702056457,2002,Mexico
19.530132,20.5,14.249084,24.81118,1.28454987,0.735050728,2003,Mexico
17.297848,19.5,11.989606,22.60609,1.281223019,0.732276444,2004,Mexico
16.311028,18.5,10.957586,21.664469,1.284250359,0.731616286,2005,Mexico
19.526459,17.5,14.022474,25.030443,1.161065215,0.72644039,2006,Mexico
15.959233,16.2,10.003323,21.915144,1.620857674,1.856961926,1960,Sweden
15.352814,15.8,9.728937,20.97669,1.620389851,1.854037527,1961,Sweden
15.142384,15.3,9.591057,20.69371,1.622656582,1.84994668,1962,Sweden
15.119162,14.9,9.809137,20.429186,1.621058045,1.851449834,1963,Sweden
14.278296,14.3,8.86524,19.691353,1.615594213,1.856831182,1964,Sweden
13.855096,13.8,8.448385,19.261806,1.621698397,1.848501351,1965,Sweden
13.433785,13.2,7.97232,18.89525,1.613679337,1.854101436,1966,Sweden
13.232791,12.7,7.7324443,18.733137,1.61494814,1.853227833,1967,Sweden
12.67354,12.2,7.2659245,18.081156,1.616637262,1.856507695,1968,Sweden
11.810507,11.8,6.485772,17.135242,1.617251952,1.855149096,1969,Sweden
10.466969,11.3,5.188502,15.745436,1.613311304,1.856383215,1970,Sweden
10.46323,10.8,5.1810718,15.745388,1.61045615,1.84047539,1971,Sweden
10.671447,10.3,5.719699,15.623195,1.609524033,2.024650103,1972,Sweden
10.254049,9.8,5.173245,15.334854,1.603305066,2.023582867,1973,Sweden
9.980167,9.3,4.943549,15.016786,1.606873304,1.98073956,1974,Sweden
8.51548,8.8,3.5159988,13.514961,1.611677737,1.97975906,1975,Sweden
8.211986,8.3,3.3867722,13.037199,1.606156333,1.974510805,1976,Sweden
8.017875,8.0,3.021799,13.01395,1.601819452,1.969668004,1977,Sweden
8.167193,7.6,3.6519146,12.682472,1.602697698,1.972900663,1978,Sweden
7.9318776,7.4,3.5876498,12.276106,1.608915521,1.977014672,1979,Sweden
7.055032,7.2,2.8108177,11.299246,1.610105889,1.973662499,1980,Sweden
7.129946,7.0,2.970221,11.289671,1.607033925,1.976572769,1981,Sweden
6.953967,6.9,2.8475862,11.0603485,1.595375287,1.961837668,1982,Sweden
6.8568363,6.7,2.7588634,10.954809,1.603360382,1.971830376,1983,Sweden
6.6759315,6.6,2.305379,11.046484,1.597692486,1.979043138,1984,Sweden
6.4111195,6.4,2.2846494,10.53759,1.592651146,1.975359092,1985,Sweden
6.360249,6.3,2.3079538,10.412544,1.596048672,1.973533914,1986,Sweden
6.0750794,6.2,2.2640486,9.88611,1.600849602,1.973744682,1987,Sweden
6.012626,6.1,1.8062081,10.219044,1.601692516,1.976740041,1988,Sweden
5.566437,5.9,1.6130879,9.519786,1.599824889,1.977759932,1989,Sweden
5.1450243,5.7,1.141396,9.148653,1.596708834,1.968026048,1990,Sweden
5.1741624,5.4,0.7443404,9.603985,1.606721048,1.976047538,1991,Sweden
5.0667496,5.1,0.85291576,9.280583,1.608376675,1.970463187,1992,Sweden
5.4502993,4.7,0.8430567,10.057542,1.612127364,1.975698389,1993,Sweden
4.5757008,4.4,1.0378156,8.113586,1.607387401,1.976688104,1994,Sweden
4.158869,4.1,0.605525,7.7122126,1.601792824,1.976067455,1995,Sweden
3.9142876,3.9,0.5015125,7.3270626,1.606428003,1.976024752,1996,Sweden
3.8897948,3.7,0.5328438,7.246746,1.603150418,1.979907701,1997,Sweden
3.857247,3.6,0.23700666,7.4774876,1.616099141,1.973624572,1998,Sweden
3.947378,3.5,-0.20610833,8.100864,1.61256548,1.967171256,1999,Sweden
2.271493,3.4,-3.3395262,7.882512,1.613946778,1.984925469,2000,Sweden
8.902736,9.3,4.0067925,13.798679,1.424619838,1.692031292,1978,Switzerland
8.739447,8.8,4.070989,13.407904,1.438608356,1.697596053,1979,Switzerland
7.9729915,8.4,3.2539115,12.692072,1.438752962,1.69329908,1980,Switzerland
7.677389,8.1,3.327177,12.027601,1.438941597,1.7300856,1981,Switzerland
7.381567,7.8,2.7045379,12.058596,1.442093752,1.716021137,1982,Switzerland
7.595951,7.5,3.4117885,11.780113,1.425698736,1.716618656,1983,Switzerland
7.5261054,7.3,3.4666939,11.585517,1.428973725,1.716459016,1984,Switzerland
7.3634048,7.2,3.338337,11.388473,1.424723499,1.719109373,1985,Switzerland
7.2453184,7.1,3.4612892,11.029347,1.426142075,1.721210762,1986,Switzerland
7.3112183,7.0,3.5021777,11.120258,1.430381077,1.723812033,1987,Switzerland
7.4088736,6.9,3.6855288,11.132218,1.424723011,1.716844806,1988,Switzerland
7.154167,6.8,3.1631608,11.145174,1.430457712,1.72342889,1989,Switzerland
6.469472,6.6,2.6197698,10.319174,1.430850422,1.729002733,1990,Switzerland
6.043026,6.3,1.7467709,10.339281,1.415741326,1.718607183,1991,Switzerland
5.896393,6.0,1.7328434,10.059942,1.412779229,1.721034378,1992,Switzerland
5.643365,5.7,1.584352,9.702377,1.416350535,1.804986743,1993,Switzerland
5.433261,5.4,1.7064774,9.160045,1.415237967,1.809025957,1994,Switzerland
5.09494,5.2,1.3151493,8.874731,1.423973356,1.813417168,1995,Switzerland
4.570885,5.0,0.43701506,8.704756,1.426327658,1.81443439,1996,Switzerland
4.7279797,4.9,0.8580961,8.597863,1.441084294,1.813710464,1997,Switzerland
4.886265,4.8,0.87347174,8.899057,1.436706852,1.806172894,1998,Switzerland
4.577957,4.7,0.58302045,8.572894,1.429632275,1.814435942,1999,Switzerland
4.6847467,4.7,0.35894728,9.010546,1.434310841,1.809351529,2000,Switzerland
4.1471424,4.6,-0.41658163,8.710867,1.432907857,1.81653711,2001,Switzerland
4.2773914,4.5,-0.24230337,8.797087,1.434384397,1.815618224,2002,Switzerland
125.242805,122.8,119.67614,130.80946,0.592312131,0.174160407,1963,Ghana
122.4389,120.6,116.87741,128.0004,0.559325547,0.16435537,1964,Ghana
123.16516,118.8,117.59272,128.7376,0.520554798,0.161775084,1965,Ghana
117.74823,117.0,112.1197,123.37676,0.517586149,-0.057508897,1966,Ghana
119.68508,115.4,114.06594,125.30422,-0.941592962,-0.588259113,1967,Ghana
115.80305,113.9,110.19146,121.414635,-0.932178044,-0.577852778,1968,Ghana
109.5193,112.2,104.003334,115.03527,0.674488425,0.195613059,1969,Ghana
108.306274,110.9,102.729195,113.883354,0.729017436,0.709356091,1970,Ghana
105.427246,109.5,99.85136,111.003136,0.72575979,0.734474385,1971,Ghana
105.3653,107.9,99.74605,110.98456,0.611857549,-0.163813699,1972,Ghana
104.79593,106.2,99.33454,110.25732,-1.223255006,-0.62472414,1973,Ghana
103.03422,104.9,97.61651,108.45193,-1.211102523,-0.624342843,1974,Ghana
103.36657,103.2,97.89217,108.840965,-1.217828654,-0.624336755,1975,Ghana
101.60488,101.4,96.14931,107.060455,-1.208622688,-0.631092556,1976,Ghana
101.43843,99.6,95.9608,106.91606,-1.21549846,-0.627986014,1977,Ghana
97.46645,97.7,91.93958,102.993324,-1.12165789,-0.633270347,1978,Ghana
93.09766,95.4,87.575966,98.61935,1.041607342,0.220791902,1979,Ghana
92.37918,93.9,86.88861,97.86975,1.030924735,0.372213087,1980,Ghana
89.356674,92.4,83.941284,94.772064,0.96988691,0.420951758,1981,Ghana
92.94206,91.5,87.379555,98.50457,-1.275546636,-0.654264603,1982,Ghana
91.43485,90.7,85.81373,97.05598,-1.282150275,-0.661071223,1983,Ghana
89.60528,89.6,84.11131,95.09924,-1.277225875,-0.64062415,1984,Ghana
88.92519,88.3,83.39926,94.451126,-1.271295415,-0.641038289,1985,Ghana
86.44027,86.2,80.897026,91.98351,-1.283869516,-0.6375282,1986,Ghana
84.84602,83.7,79.41283,90.27922,-1.279862334,-0.654847303,1987,Ghana
82.13308,81.2,76.78653,87.47963,-1.267609843,-0.567187996,1988,Ghana
80.62916,78.7,75.33751,85.92081,-1.291206345,-0.568676632,1989,Ghana
78.83875,76.7,73.54178,84.13573,-1.280274883,-0.567041834,1990,Ghana
77.177734,74.9,71.85835,82.497116,-1.25115896,-0.57651448,1991,Ghana
71.92546,73.5,66.48214,77.36878,0.638656103,-0.45189304,1992,Ghana
72.653145,72.3,67.337814,77.968475,0.645287525,0.746409146,1993,Ghana
71.06157,71.5,65.73174,76.391396,0.649905133,0.698283815,1994,Ghana
71.49502,70.6,66.1452,76.84483,0.650582135,0.690474177,1995,Ghana
69.37753,69.5,64.04656,74.7085,0.91864121,0.897060039,1996,Ghana
68.78107,68.4,63.315975,74.24616,0.966618852,1.057086073,1997,Ghana
67.385445,67.1,61.9629,72.80799,0.962649542,1.053025385,1998,Ghana
66.17223,65.5,60.773106,71.57136,0.966802105,1.050548795,1999,Ghana
62.511177,64.0,57.033203,67.98915,1.173000366,1.139749624,2000,Ghana
61.64969,62.5,56.224068,67.07531,1.175182547,1.135805121,2001,Ghana
60.497547,61.0,55.07474,65.92036,1.168451173,1.152287144,2002,Ghana
58.92466,59.4,53.518707,64.33061,1.172758022,1.147843841,2003,Ghana
56.761787,57.9,51.340538,62.183037,1.172865313,1.199243664,2004,Ghana
56.267563,56.6,50.85565,61.679474,1.189511889,1.193371125,2005,Ghana
54.113728,55.1,48.49866,59.728794,1.18832314,1.198640502,2006,Ghana
52.175682,45.0,46.732952,57.618412,0.418048549,0.545418925,1993,South Africa
48.25537,45.5,42.88605,53.62469,0.903362914,0.687251796,1994,South Africa
47.791996,46.6,42.440056,53.143936,0.9173548,0.726947625,1995,South Africa
50.00624,48.0,44.64012,55.37236,0.92394865,1.065615706,1996,South Africa
49.75575,49.8,44.395523,55.115974,0.927051679,1.054439892,1997,South Africa
52.454998,51.5,47.075714,57.834282,0.930821247,1.053968719,1998,South Africa
52.836124,53.0,47.475147,58.1971,1.154681145,1.057960723,1999,South Africa
52.854656,54.3,47.486248,58.223064,1.181397849,1.059254184,2000,South Africa
53.271946,55.1,47.909992,58.6339,1.175671827,1.057756803,2001,South Africa
53.77088,54.9,48.40665,59.135113,1.174286839,1.058470777,2002,South Africa
53.249973,54.8,47.895374,58.604572,1.177744991,1.027225185,2003,South Africa
51.87992,54.0,46.547142,57.2127,1.262498266,1.018827205,2004,South Africa
49.991665,52.9,44.62947,55.35386,1.265550286,1.026861078,2005,South Africa
46.68129,49.2,41.14242,52.220158,1.266834275,1.027497683,2006,South Africa
38.25319,30.1,32.377613,44.128765,1.387284674,1.696076093,1960,Japan
33.291534,27.7,27.68233,38.900738,1.385798728,1.692762489,1961,Japan
29.976402,25.4,24.41874,35.534065,1.38848288,1.69796559,1962,Japan
26.617533,23.2,21.03531,32.199757,1.380613141,1.704522863,1963,Japan
22.928371,21.2,17.350485,28.506258,1.379901844,1.694015975,1964,Japan
21.10642,19.4,15.512706,26.700134,1.380000783,1.693228157,1965,Japan
18.195824,17.9,12.678352,23.713295,1.376687163,1.685608482,1966,Japan
16.032307,16.5,10.490906,21.573708,1.38329379,1.699639293,1967,Japan
18.596827,15.3,13.041239,24.152414,1.382369821,1.703237273,1968,Japan
15.883532,14.3,10.352211,21.414852,1.382711195,1.695702034,1969,Japan
14.617155,13.4,9.093819,20.140491,1.381127457,1.64742679,1970,Japan
13.6063795,12.6,8.069261,19.143497,1.385967752,1.64219733,1971,Japan
12.126089,11.9,6.6486297,17.603548,1.377888274,1.640188489,1972,Japan
10.718487,11.2,5.240523,16.196451,1.384139157,1.649251242,1973,Japan
10.116223,10.5,4.5958266,15.63662,1.379549601,1.64346794,1974,Japan
9.604985,9.9,4.1739883,15.035982,1.390135907,1.647375719,1975,Japan
8.970186,9.4,3.5619917,14.378381,1.386723444,1.644543967,1976,Japan
8.393925,8.8,3.0029502,13.784899,1.38334216,1.650670599,1977,Japan
7.705917,8.3,2.3488088,13.0630245,1.385156154,1.645447626,1978,Japan
6.7925878,7.9,1.466217,12.118958,1.383943291,1.649823736,1979,Japan
6.347848,7.4,1.1083913,11.587305,1.385890098,1.642688817,1980,Japan
6.3114367,7.0,1.2506838,11.3721895,1.389616434,1.640187231,1981,Japan
5.9422255,6.6,1.0382743,10.846176,1.384624939,1.644000122,1982,Japan
5.3832083,6.2,0.5364919,10.229925,1.38388101,1.639466781,1983,Japan
5.3013115,5.9,0.5420799,10.060543,1.384745562,1.641764408,1984,Japan
5.0877647,5.6,0.44635057,9.729179,1.384610944,1.644785376,1985,Japan
4.766897,5.3,0.16231298,9.371481,1.388611867,1.63488233,1986,Japan
4.58041,5.1,-0.01263237,9.173452,1.384536361,1.650079075,1987,Japan
3.438695,4.9,-1.3738937,8.251284,1.385729803,1.644133221,1988,Japan
3.6888456,4.7,-1.0500522,8.427744,1.380653523,1.644125363,1989,Japan
2.9844952,4.6,-1.8611493,7.8301396,1.376348684,1.638778479,1990,Japan
3.4954824,4.5,-1.2723784,8.263344,1.378728535,1.639709398,1991,Japan
3.6684332,4.4,-1.1958346,8.5327015,1.377097338,1.643787682,1992,Japan
1.7742271,4.3,-3.6706133,7.2190676,1.389980559,1.638572059,1993,Japan
3.3047562,4.2,-1.7929077,8.40242,1.387179854,1.643293102,1994,Japan
5.217799,4.1,0.38737535,10.0482235,1.390313444,1.641380997,1995,Japan
3.6413422,3.9,-1.5465679,8.829252,1.383326902,1.643928947,1996,Japan
4.477956,3.7,-0.51028585,9.466198,1.383480827,1.637863407,1997,Japan
3.0537977,3.6,-2.202353,8.309948,1.386128115,1.643852039,1998,Japan
2.786687,3.4,-2.4759903,8.049364,1.383860708,1.649374755,1999,Japan
121.83855,122.9,116.23981,127.43729,-1.346991549,-1.448854995,1967,Burma/Myanmar
119.00919,120.5,113.505424,124.51296,-1.358543429,-1.474646999,1968,Burma/Myanmar
120.922676,118.5,115.52956,126.315796,-1.346591184,-1.458016054,1969,Burma/Myanmar
117.97631,116.1,112.91582,123.036804,-1.34871736,-1.437578009,1970,Burma/Myanmar
114.513794,113.8,109.45157,119.57602,-1.360700672,-1.476720358,1971,Burma/Myanmar
112.866936,112.1,107.64874,118.08513,-1.357345338,-1.473587178,1972,Burma/Myanmar
110.091125,109.9,104.6691,115.51315,-1.351206303,-1.461625151,1973,Burma/Myanmar
110.91123,108.1,105.45476,116.36771,-0.506141547,-1.37450354,1974,Burma/Myanmar
107.875725,106.3,102.44835,113.3031,-0.486175136,-1.542151402,1975,Burma/Myanmar
105.505806,104.0,100.12475,110.88686,-0.48775295,-1.54031332,1976,Burma/Myanmar
103.47073,102.4,98.1007,108.84077,-0.486821802,-1.547104659,1977,Burma/Myanmar
101.37655,100.5,96.0075,106.7456,-0.493460375,-1.546866758,1978,Burma/Myanmar
99.521706,98.7,94.14562,104.89779,-0.493606417,-1.552847661,1979,Burma/Myanmar
96.950424,96.7,91.57399,102.32686,-0.491272726,-1.536701271,1980,Burma/Myanmar
94.76112,94.9,89.41274,100.109505,-0.484996997,-1.536314465,1981,Burma/Myanmar
92.89506,93.3,87.541405,98.24871,-0.483010475,-1.53605851,1982,Burma/Myanmar
90.78735,91.4,85.381546,96.19316,-0.481759932,-1.539583156,1983,Burma/Myanmar
88.78674,89.8,83.40951,94.16398,-0.482160252,-1.530625672,1984,Burma/Myanmar
86.68265,87.9,81.28986,92.07543,-0.48252177,-1.5344277,1985,Burma/Myanmar
85.312836,86.3,79.88981,90.73586,-0.483737162,-1.536457784,1986,Burma/Myanmar
83.523674,84.6,78.054344,88.993004,-0.484748495,-1.540441654,1987,Burma/Myanmar
81.052124,82.8,75.50622,86.59803,-0.462897272,-1.145545342,1988,Burma/Myanmar
80.058395,81.2,74.3739,85.74289,-0.864603477,-1.661834569,1989,Burma/Myanmar
78.898796,79.4,72.26332,85.53427,0.26342415,-1.644098522,1990,Burma/Myanmar
78.594025,77.8,72.93819,84.24986,-0.85264556,-1.675267101,1991,Burma/Myanmar
75.08881,76.0,69.523895,80.65373,-0.859877884,-1.682687655,1992,Burma/Myanmar
73.32218,74.3,67.83168,78.81268,-0.858507024,-1.658770235,1993,Burma/Myanmar
73.58763,72.7,68.18854,78.986725,-0.855185245,-1.658042073,1994,Burma/Myanmar
70.207436,71.1,64.76825,75.64662,-0.864917163,-1.662756672,1995,Burma/Myanmar
68.04586,69.5,62.45061,73.64111,-0.851173665,-1.661458357,1996,Burma/Myanmar
66.43443,67.9,60.590137,72.278725,-0.868227234,-1.656830203,1997,Burma/Myanmar
64.586555,66.4,58.48113,70.69198,-0.856166965,-1.666049685,1998,Burma/Myanmar
19.395243,21.2,13.935657,24.854828,0.651579684,-0.230965841,1993,Russia
22.554955,21.1,17.12303,27.98688,0.66162383,0.281789757,1994,Russia
22.147566,21.0,16.770422,27.52471,0.646585293,0.272781487,1995,Russia
21.711662,20.8,16.334316,27.089008,0.613319455,0.290391835,1996,Russia
19.769022,20.3,14.368887,25.169157,0.609289952,0.277881648,1997,Russia
19.226307,19.7,13.795488,24.657125,0.608018427,0.283734257,1998,Russia
18.470575,19.0,13.073122,23.868029,0.669252705,0.259814023,1999,Russia
17.955284,18.2,12.540404,23.370163,0.604634732,-0.103098318,2000,Russia
16.920935,17.2,11.545256,22.296614,0.594410408,-0.091867786,2001,Russia
16.882439,16.2,11.460753,22.304123,0.565816446,-0.293104706,2002,Russia
15.560861,15.2,10.196243,20.925478,0.465025618,-0.287429465,2003,Russia
14.558133,14.2,9.2023735,19.913893,0.472993751,-0.373993827,2004,Russia
14.443407,13.2,9.023819,19.862995,0.467099342,-0.508259741,2005,Russia
13.412483,12.2,7.8192625,19.005703,0.464502675,-0.509316794,2006,Russia
36.56897,37.7,31.133734,42.004208,-0.272416165,-1.037632893,1988,Albania
35.98019,36.8,30.544292,41.41609,-0.277873915,-1.04651735,1989,Albania
35.1379,35.6,29.679934,40.59587,-0.245967696,-1.0371433,1990,Albania
35.17707,34.5,29.695135,40.659008,0.295684307,0.169787779,1991,Albania
35.26788,33.6,29.252544,41.283215,0.491422824,1.292008056,1992,Albania
34.07999,32.5,28.596914,39.563065,0.486405825,0.477693779,1993,Albania
33.3905,31.6,27.569584,39.211414,0.490649455,1.277851915,1994,Albania
31.703526,30.7,25.951757,37.455296,0.489996574,1.268438568,1995,Albania
30.17995,29.8,24.149303,36.210598,0.218695495,1.260385018,1996,Albania
31.007252,28.5,25.060091,36.95441,0.324895019,1.30390484,1997,Albania
27.653467,27.4,21.82159,33.485344,0.333249543,1.373767403,1998,Albania
25.556858,26.3,19.783585,31.330132,0.339856618,1.353321802,1999,Albania
25.163586,25.3,19.7831,30.544071,0.388153878,1.287609275,2000,Albania
23.949198,24.3,18.70924,29.189156,0.57197546,1.283429395,2001,Albania
22.863235,23.2,17.559093,28.167377,0.587110854,1.290776466,2002,Albania
22.147196,22.4,16.970062,27.32433,0.586573429,1.281651511,2003,Albania
21.02428,21.4,15.768351,26.28021,0.587236686,1.30079248,2004,Albania
20.845821,20.3,15.480826,26.210815,0.697498363,1.298320675,2005,Albania
19.449234,19.6,13.758854,25.139614,0.703348426,1.303850575,2006,Albania
163.87025,177.7,158.09822,169.64229,-0.03623782,0.280924982,1965,Egypt
163.65666,173.8,158.11559,169.19774,-0.039039509,0.276334149,1966,Egypt
162.27972,169.7,156.84969,167.70976,-0.03748947,0.242820797,1967,Egypt
159.35744,165.5,153.94247,164.7724,-0.038095036,0.239654492,1968,Egypt
154.31827,161.6,148.86113,159.7754,-0.00684928,0.243403784,1969,Egypt
151.45483,157.9,145.95537,156.9543,-0.002987261,0.276658223,1970,Egypt
145.22052,153.9,139.5263,150.91473,-0.039245578,0.486959476,1971,Egypt
144.10059,150.2,138.47423,149.72694,-0.029620302,0.478375451,1972,Egypt
139.03664,146.7,133.38463,144.68864,-0.031105563,0.488102732,1973,Egypt
136.7856,143.3,131.1675,142.4037,-0.031137523,0.481997073,1974,Egypt
133.65677,139.3,128.06354,139.25,-0.029070138,0.479865734,1975,Egypt
129.87912,134.6,124.37813,135.38011,0.067671655,0.478089694,1976,Egypt
126.4556,129.8,120.93348,131.97772,0.073673414,0.483466666,1977,Egypt
120.11527,124.6,114.456696,125.77385,0.072261414,0.470024642,1978,Egypt
117.02696,119.3,111.25049,122.80344,-0.054658893,0.478299598,1979,Egypt
109.48905,113.6,103.27011,115.70799,-0.707128545,0.366214664,1980,Egypt
106.05506,108.2,100.48862,111.621506,0.036530655,0.371148271,1981,Egypt
101.00135,102.6,95.48748,106.51522,0.047959734,0.376986623,1982,Egypt
95.49588,96.8,89.99924,100.99252,0.05051871,0.374452023,1983,Egypt
91.14544,91.2,85.691124,96.599754,0.026763926,0.368780242,1984,Egypt
86.9641,86.1,81.497025,92.43118,0.02707366,0.359009232,1985,Egypt
81.64641,81.9,76.22712,87.0657,0.027461768,0.370834341,1986,Egypt
78.43819,77.6,73.08143,83.794945,0.024972044,0.367497084,1987,Egypt
75.20969,74.1,69.88483,80.534546,0.02463574,0.366122415,1988,Egypt
73.83318,70.7,68.49188,79.174484,0.023975025,0.367809886,1989,Egypt
72.42177,67.8,66.92268,77.92085,-0.107881706,0.220181436,1990,Egypt
70.31946,64.6,64.839485,75.79943,-0.106206549,0.234129591,1991,Egypt
63.85867,61.1,58.51816,69.19918,-0.108737398,0.222805087,1992,Egypt
60.21025,57.5,54.94976,65.47074,-0.145447295,0.215343483,1993,Egypt
57.21228,54.2,52.010895,62.413666,-0.14260257,0.22673499,1994,Egypt
53.7709,51.1,48.612095,58.929707,-0.117167701,0.215029213,1995,Egypt
51.26969,48.1,46.117664,56.42172,-0.12129059,0.228509864,1996,Egypt
47.36192,45.1,42.232704,52.491135,-0.118844737,0.225103249,1997,Egypt
45.756832,42.3,40.607807,50.905857,-0.11852897,0.222097731,1998,Egypt
42.8613,39.6,37.70129,48.021313,-0.160552858,0.215297798,1999,Egypt
39.41851,37.0,34.271515,44.565506,-0.2503333,0.150453321,2000,Egypt
37.07038,34.6,31.943813,42.19695,-0.250632579,0.150885863,2001,Egypt
36.094646,32.4,30.968655,41.22064,-0.252588208,0.151356776,2002,Egypt
33.768166,30.3,28.662933,38.873398,-0.252153544,0.155090586,2003,Egypt
31.295555,28.4,26.170763,36.420345,-0.255732026,0.15226355,2004,Egypt
33.14682,26.5,27.833103,38.460537,-0.226793411,0.144809416,2005,Egypt
34.527737,24.7,28.86532,40.190155,-0.222422084,0.150690103,2006,Egypt
85.48832,85.9,80.00249,90.97415,0.074264617,0.311519102,1992,Yemen
84.81737,84.1,79.3925,90.24223,0.45000931,0.313111827,1993,Yemen
81.96706,82.3,76.53677,87.39734,0.453262455,-0.018495033,1994,Yemen
80.874504,80.4,75.43678,86.312225,0.256841785,0.051536848,1995,Yemen
79.1247,78.6,73.694,84.555405,0.260181257,0.047878532,1996,Yemen
77.306526,76.9,71.8064,82.806656,0.122650039,0.16818018,1997,Yemen
75.510216,75.0,70.01457,81.00586,0.070651624,0.158568069,1998,Yemen
73.735985,73.3,68.28017,79.1918,0.005212041,0.162748578,1999,Yemen
72.35344,71.6,66.81136,77.895515,0.069956715,0.260983529,2000,Yemen
70.16154,70.1,64.76915,75.553925,0.068774284,0.243991539,2001,Yemen
68.65311,68.5,63.25396,74.05225,0.077859621,0.254908934,2002,Yemen
67.00739,67.0,61.586823,72.42796,0.246752946,0.583265442,2003,Yemen
64.66737,65.6,59.195675,70.13907,0.249084833,0.589363358,2004,Yemen
63.3869,63.9,57.80059,68.97321,0.248754937,0.590032849,2005,Yemen
76.75837,76.3,71.285545,82.23119,0.783312366,0.665187953,1965,Colombia
74.31054,74.5,68.919075,79.702,0.774041763,0.654518313,1966,Colombia
72.6029,73.1,67.23972,77.96607,0.773151904,0.660000778,1967,Colombia
70.972534,71.6,65.645935,76.29913,0.777600932,0.661790907,1968,Colombia
69.749886,69.9,64.428116,75.071655,0.841676002,0.673838754,1969,Colombia
66.92296,67.8,61.614353,72.23156,0.622176484,0.670508633,1970,Colombia
65.558815,65.6,60.276295,70.84134,0.647181369,0.674112328,1971,Colombia
63.871426,63.2,58.50438,69.23847,0.645253402,0.671927911,1972,Colombia
61.48854,60.8,56.101906,66.875175,0.644319548,0.679682274,1973,Colombia
57.957165,57.6,52.61642,63.29791,0.88080634,0.668517758,1974,Colombia
56.65867,54.5,51.237995,62.07934,0.910268756,0.689827783,1975,Colombia
53.26147,51.6,47.926353,58.59659,0.912735748,0.685164203,1976,Colombia
50.27176,48.6,44.881237,55.66228,0.915163336,0.693379387,1977,Colombia
48.156597,45.9,42.73179,53.581406,0.959212246,0.656735324,1978,Colombia
