,cat_rat,ccpr_rat,polrt,cvrt,hrai,hrsd,country,year,idcode,PIRI,Dis,Kill,Pris,Tort,Polity2,Civilwar2,War,gdppc,pop,Media_ai_rn,Media_ai_br,Media_ai_tot,Media_ec,Media_nw,Media_tot,Media_ave,INGO_uia,UNShame,intensity,yearLag1,PIRILag1,PIRILag2,PIRILead1,polrtLag1,polrtLag2,polrtLead1,democratic,Media_ai_tot_ph,logAI,AIShame,log_gdppc,log_pop
2236,1,1,1,1,1,1,DENMARK,1996,390,0,0,0,0,0,10,0,0,27002.5293,5262000,0,1,1,0,0,0,0,2626,0,1,1995,0,0,0,1,1,1,1,1,-0.016840749,0,10.20368582,15.47602174
2237,1,1,1,1,1,1,DENMARK,1997,390,0,0,0,0,0,10,0,0,27687.48047,5284220,0,4,4,0,0,0,0,2698,0,1,1996,0,0,0,1,1,1,1,4,1.369453612,0,10.22873562,15.48023558
2238,1,1,1,1,1,1,DENMARK,1998,390,0,0,0,0,0,10,0,0,28281,5301000,0,1,1,0,0,0,0,2765,0,1,1997,0,0,0,1,1,1,1,1,-0.016840749,0,10.24994548,15.48340604
2239,1,1,1,1,1,1,DENMARK,1999,390,0,0,0,0,0,10,0,0,28928.01953,5319000,0,0,0,1,0,1,0.5,2795,0,1,1998,0,0,1,1,1,1,1,0.01,-4.622010935,0,10.27256594,15.48679587
2240,1,1,1,1,1,1,DENMARK,2000,390,1,0,0,0,1,10,0,0,29630.32031,5340000,0,0,0,0,0,0,0,NA,0,0,1999,0,0,0,1,1,1,1,0.01,-4.622010935,0,10.29655345,15.49073621
2344,0,0,3,4,3,2,GU-BISSAU,1996,404,2,0,1,0,1,5,0,0,198.2794037,1224650,1,0,1,0,0,0,0,104,0,1,1995,1,4,2,3,3,3,0,1,-0.016840749,1,5.289677166,14.01816565
2398,0,1,7,6,2,2,GAMBIA,1996,420,2,0,0,1,1,-6,0,0,300.1661072,1150540,3,3,6,0,0,0,0,246,1,2,1995,4,4,2,7,7,7,0,6,1.77491872,1,5.704336012,13.95574196
2399,0,1,7,6,2,2,GAMBIA,1997,420,2,0,0,1,1,-5,0,0,304.9713135,1187900,1,1,2,0,0,0,0,238,1,2,1996,2,4,1,7,7,7,0,2,0.676306431,1,5.720217718,13.9876976
2400,0,1,7,5,2,2,GAMBIA,1998,420,1,0,0,0,1,-5,0,0,305.5396118,1227190,0,1,1,0,1,1,0.5,240,1,3,1997,2,2,2,7,7,7,0,1,-0.016840749,0,5.722079432,14.02023756
2401,0,1,7,5,2,2,GAMBIA,1999,420,2,0,0,1,1,-5,0,0,314.5046082,1268510,0,0,0,0,0,0,0,234,0,0,1998,1,2,2,7,7,7,0,0.01,-4.622010935,0,5.750998728,14.05335354
2402,0,1,7,5,3,3,GAMBIA,2000,420,2,0,0,1,1,-5,0,0,320.8038025,1312000,0,0,0,0,0,0,0,NA,0,0,1999,2,1,3,7,7,5,0,0.01,-4.622010935,0,5.770829729,14.08706325
2425,0,1,2,2,1,1,MALI,1996,432,0,0,0,0,0,7,0,0,197.1945953,9851970,0,0,0,0,0,0,0,295,0,0,1995,4,4,1,2,2,3,1,0.01,-4.622010935,0,5.284191035,16.10318199
2426,0,1,3,3,2,2,MALI,1997,432,1,0,0,1,0,6,0,0,205.5646973,10100000,0,1,1,0,0,0,0,284,0,1,1996,0,4,2,2,2,3,1,1,-0.016840749,0,5.325760813,16.12804598
2427,0,1,3,3,2,2,MALI,1998,432,2,0,0,1,1,6,0,0,212.8233032,10300000,0,4,4,0,0,0,0,293,0,1,1997,1,0,1,3,2,3,1,4,1.369453612,0,5.360462259,16.14765445
2428,1,1,3,3,2,2,MALI,1999,432,1,0,0,1,0,6,0,0,221.7906036,10600000,1,0,1,0,0,0,0,300,0,1,1998,2,1,2,3,3,2,1,1,-0.016840749,1,5.40173371,16.17636456
2429,1,1,2,3,1,2,MALI,2000,432,2,0,1,0,1,6,0,0,223.4750977,10800000,0,0,0,0,0,0,0,NA,0,0,1999,1,2,0,3,3,2,1,0.01,-4.622010935,0,5.409299988,16.19505669
2452,1,1,4,4,3,2,SENEGAL,1996,433,4,0,0,2,2,-1,0,0,416.3651123,8529580,2,1,3,0,0,0,0,587,0,1,1995,6,6,6,4,4,4,0,3,1.08177154,1,6.031562549,15.95905068
2453,1,1,4,4,3,3,SENEGAL,1997,433,6,1,1,2,2,-1,0,0,424.9807129,8778000,1,2,3,0,0,0,0,575,0,1,1996,4,6,7,4,4,4,0,3,1.08177154,1,6.052043786,15.98775915
2454,1,1,4,4,4,3,SENEGAL,1998,433,7,1,2,2,2,-1,0,0,436.6456909,9034000,1,3,4,0,0,0,0,563,0,1,1997,6,4,6,4,4,4,0,4,1.369453612,1,6.07912209,16.0165058
2455,1,1,4,4,3,3,SENEGAL,1999,433,6,1,1,2,2,-1,0,0,446.000885,9287000,0,3,3,1,0,1,0.5,576,0,2,1998,7,6,4,4,4,3,0,3,1.08177154,0,6.100320936,16.04412613
2456,1,1,3,4,3,2,SENEGAL,2000,433,4,1,1,1,1,8,0,0,458.901886,9530000,0,0,0,0,0,0,0,NA,0,0,1999,6,7,4,4,4,3,1,0.01,-4.622010935,0,6.128836431,16.06995528
2479,1,1,2,2,1,1,BENIN,1996,434,0,0,0,0,0,6,0,0,327.1647949,5609290,0,0,0,0,0,0,0,365,0,0,1995,0,2,0,2,2,2,1,0.01,-4.622010935,0,5.790464004,15.53993471
2480,1,1,2,2,1,1,BENIN,1997,434,0,0,0,0,0,6,0,0,338.5505066,5753910,0,0,0,0,0,0,0,365,0,0,1996,0,0,1,2,2,2,1,0.01,-4.622010935,0,5.824673288,15.56539018
2481,1,1,2,2,2,2,BENIN,1998,434,1,0,1,0,0,6,0,0,344.921814,5904070,0,0,0,0,0,0,0,369,0,0,1997,0,0,0,2,2,2,1,0.01,-4.622010935,0,5.843317765,15.5911525
2482,1,1,2,3,2,2,BENIN,1999,434,0,0,0,0,0,6,0,0,351.8309021,6060010,0,1,1,0,0,0,0,370,0,1,1998,1,0,1,2,2,2,1,1,-0.016840749,0,5.863150668,15.61722201
2483,1,1,2,2,2,2,BENIN,2000,434,1,0,0,0,1,6,0,0,362.3977051,6222000,0,0,0,0,0,0,0,NA,0,0,1999,0,1,1,2,2,3,1,0.01,-4.622010935,0,5.892742242,15.64360196
2506,0,0,6,6,1,2,MAURITNI,1996,435,1,0,0,0,1,-6,0,0,336.6686096,2362650,0,0,0,0,0,0,0,224,0,0,1995,3,3,3,6,7,6,0,0.01,-4.622010935,0,5.819099092,14.67529443
2507,0,0,6,6,2,3,MAURITNI,1997,435,3,0,1,1,1,-6,0,0,336.6664124,2428320,1,0,1,0,0,0,0,225,0,1,1996,1,3,2,6,6,6,0,1,-0.016840749,1,5.819092566,14.70271022
2508,0,0,6,5,2,2,MAURITNI,1998,435,2,0,1,1,0,-6,0,0,340.145813,2497160,0,3,3,0,0,0,0,226,0,1,1997,3,1,3,6,6,6,0,3,1.08177154,0,5.829374387,14.73066464
2509,0,0,6,5,2,2,MAURITNI,1999,435,3,0,1,1,1,-6,0,0,347.7236938,2569320,1,0,1,0,0,0,0,220,0,1,1998,2,3,2,6,6,6,0,1,-0.016840749,1,5.851408181,14.75915183
2510,0,0,6,5,3,2,MAURITNI,2000,435,2,0,0,1,1,-6,0,0,355.2477112,2645000,1,0,1,0,0,0,0,NA,0,1,1999,3,2,2,6,6,5,0,1,-0.016840749,1,5.872815324,14.78818162
2533,0,1,7,5,3,2,NIGER,1996,436,2,0,0,2,0,-6,0,0,172.7911987,9357140,0,1,1,0,0,0,0,246,0,1,1995,2,3,4,3,3,7,0,1,-0.016840749,0,5.152083922,16.05165025
2534,0,1,7,5,2,2,NIGER,1997,436,4,0,1,2,1,-6,0,0,171.3338928,9696610,0,1,1,0,0,0,0,236,0,1,1996,2,2,4,7,3,7,0,1,-0.016840749,0,5.143614242,16.0872869
2535,1,1,7,5,4,2,NIGER,1998,436,4,0,1,2,1,-6,0,0,182.608902,1.00E+07,0,0,0,0,0,0,0,244,0,0,1997,4,2,2,7,7,5,0,0.01,-4.622010935,0,5.207346718,16.11809565
2536,1,1,5,5,3,3,NIGER,1999,436,2,0,0,1,1,4,0,0,175.4367981,10400000,2,2,4,0,0,0,0,244,0,1,1998,4,4,2,7,7,4,0,4,1.369453612,1,5.167278853,16.15731636
2537,1,1,4,4,2,2,NIGER,2000,436,2,0,0,1,1,4,0,0,167.4143982,10700000,1,1,2,0,0,0,0,NA,0,1,1999,2,4,1,5,7,4,0,2,0.676306431,1,5.120472165,16.1857543
2560,1,1,6,5,3,3,IVORY-CO,1996,437,4,0,1,2,1,-6,0,0,674.3892822,14300000,0,2,2,0,0,0,0,562,0,1,1995,7,4,3,6,6,6,0,2,0.676306431,0,6.513807514,16.4757701
2561,1,1,6,4,2,3,IVORY-CO,1997,437,3,0,1,1,1,-6,0,0,693.3928833,14700000,0,0,0,0,0,0,0,557,0,0,1996,4,7,5,6,6,6,0,0.01,-4.622010935,0,6.54159677,16.50335805
2562,1,1,6,4,2,3,IVORY-CO,1998,437,5,0,1,2,2,-6,0,0,707.5247803,15100000,0,0,0,0,0,0,0,556,0,0,1997,3,4,5,6,6,6,0,0.01,-4.622010935,0,6.561772654,16.5302053
2563,1,1,6,4,2,3,IVORY-CO,1999,437,5,0,2,2,1,-1,0,0,701.21698,15500000,0,1,1,0,0,0,0,565,0,1,1998,5,3,7,6,6,6,0,1,-0.016840749,0,6.552817368,16.55635058
2564,1,1,6,5,3,4,IVORY-CO,2000,437,7,1,2,2,2,4,0,0,669.6627808,15800000,1,3,4,0,0,0,0,NA,0,1,1999,5,5,6,6,6,5,0,4,1.369453612,1,6.506774273,16.5755205
2587,1,1,6,5,3,3,GUINEA,1996,438,6,2,1,1,2,-1,0,0,392.740387,6756600,0,0,0,0,0,0,0,253,0,0,1995,4,3,4,6,6,6,0,0.01,-4.622010935,0,5.973148801,15.72603036
2588,1,1,6,5,2,3,GUINEA,1997,438,4,1,0,1,2,-1,0,0,402.5492859,6921560,0,0,0,0,0,0,0,248,0,0,1996,6,4,4,6,6,6,0,0.01,-4.622010935,0,5.997817539,15.75015174
2589,1,1,6,5,3,3,GUINEA,1998,438,4,1,0,1,2,-1,0,0,412.074585,7086120,0,0,0,0,0,0,0,253,0,0,1997,4,6,6,6,6,6,0,0.01,-4.622010935,0,6.021204364,15.7736485
2590,1,1,6,5,3,3,GUINEA,1999,438,6,1,1,2,2,-1,0,0,421.2567139,7250520,2,0,2,0,0,0,0,252,0,1,1998,4,4,6,6,6,6,0,2,0.676306431,1,6.04324242,15.79658375
2591,1,1,6,5,3,4,GUINEA,2000,438,6,1,2,1,2,-1,0,0,419.7387085,7415000,1,1,2,0,0,0,0,NA,0,1,1999,6,4,5,6,6,6,0,2,0.676306431,1,6.039632395,15.81901553
2614,0,0,5,4,2,2,BOR-FAS.UV,1996,439,2,0,1,0,1,-5,0,0,220.8166962,10200000,0,0,0,0,0,0,0,332,0,0,1995,3,2,1,5,5,5,0,0.01,-4.622010935,0,5.397332928,16.13789828
2615,0,0,5,4,2,2,BOR-FAS.UV,1997,439,1,0,0,0,1,-4,0,0,226.7868042,10500000,0,0,0,0,0,0,0,331,0,0,1996,2,3,4,5,5,5,0,0.01,-4.622010935,0,5.424010388,16.16688582
2616,0,0,5,4,2,2,BOR-FAS.UV,1998,439,4,0,1,1,2,-4,0,0,223.5729065,10700000,1,0,1,0,0,0,0,331,0,1,1997,1,2,2,5,5,4,0,1,-0.016840749,1,5.409737564,16.1857543
2617,1,1,4,4,3,2,BOR-FAS.UV,1999,439,2,0,1,0,1,-4,0,0,232.795105,1.10E+07,2,1,3,0,0,0,0,330,0,1,1998,4,1,4,5,5,4,0,3,1.08177154,1,5.450158689,16.21340583
2618,1,1,4,4,2,2,BOR-FAS.UV,2000,439,4,0,1,1,2,-3,0,0,230.6813049,11300000,0,0,0,0,0,0,0,NA,0,0,1999,2,4,4,4,5,4,0,0.01,-4.622010935,0,5.441037126,16.24031328
2643,0,0,4,5,3,4,LIBERIA,1998,450,8,2,2,2,2,0,0,0,123.5678024,2961520,1,1,2,0,0,0,0,NA,0,1,1997,6,8,7,4,7,4,0,2,0.676306431,1,4.816790013,14.90121321
2644,0,0,4,5,5,4,LIBERIA,1999,450,7,2,2,1,2,0,0,0,147.7474976,3044050,2,1,3,0,0,0,0,NA,0,1,1998,8,6,8,4,4,5,0,3,1.08177154,1,4.995504719,14.92869942
2645,0,0,5,6,4,4,LIBERIA,2000,450,8,2,2,2,2,0,0,0,173.0032043,3130000,3,1,4,0,1,1,0.5,NA,0,2,1999,7,8,7,4,4,6,0,4,1.369453612,1,5.153310117,14.95654356
2695,0,0,3,4,1,2,GHANA,1996,452,2,0,1,0,1,2,0,0,234.0997009,1.80E+07,0,0,0,0,0,0,0,630,0,0,1995,2,1,3,4,5,3,0,0.01,-4.622010935,0,5.455747097,16.70588232
2696,0,0,3,3,2,2,GHANA,1997,452,3,0,0,1,2,2,0,0,237.8809967,18500000,0,0,0,0,0,0,0,624,0,0,1996,2,2,1,3,4,3,0,0.01,-4.622010935,0,5.471770535,16.73328129
2697,0,0,3,3,2,2,GHANA,1998,452,1,0,0,0,1,2,0,0,243.526001,18900000,0,0,0,0,0,0,0,630,0,0,1997,3,2,2,3,3,3,0,0.01,-4.622010935,0,5.495223717,16.75467248
2698,0,0,3,3,2,3,GHANA,1999,452,2,0,0,1,1,2,0,0,249.2528076,19300000,1,0,1,0,1,1,0.5,632,0,2,1998,1,3,3,3,3,2,0,1,-0.016840749,1,5.518467673,16.77561565
2699,1,1,2,3,2,2,GHANA,2000,452,3,0,1,0,2,2,0,0,254.0489044,19600000,1,1,2,0,0,0,0,NA,0,1,1999,2,1,3,3,3,2,0,2,0.676306431,1,5.537526786,16.79104012
2722,1,1,6,5,2,3,TOGO,1996,461,3,0,1,1,1,-2,0,0,294.5671997,3971100,0,0,0,0,0,0,0,350,0,0,1995,3,7,5,6,6,6,0,0.01,-4.622010935,0,5.685507159,15.19455369
2723,1,1,6,5,2,3,TOGO,1997,461,5,0,2,1,2,-2,0,0,327.1245117,4089990,0,0,0,0,0,0,0,355,0,0,1996,3,3,4,6,6,6,0,0.01,-4.622010935,0,5.790340868,15.22405308
2724,1,1,6,5,4,4,TOGO,1998,461,4,0,1,1,2,-2,0,0,309.240387,4227020,0,0,0,1,1,2,1,360,0,1,1997,5,3,4,6,6,5,0,0.01,-4.622010935,0,5.734118926,15.25700781
2725,1,1,5,5,3,3,TOGO,1999,461,4,0,1,1,2,-2,0,0,305.5851135,4383740,12,14,26,1,0,1,0.5,355,0,2,1998,4,5,3,6,6,5,0,26,3.241255789,1,5.722228344,15.2934128
2726,1,1,5,5,3,2,TOGO,2000,461,3,0,1,1,1,-2,0,0,291.343811,4562000,5,2,7,0,0,0,0,NA,1,2,1999,4,4,3,5,6,5,0,7,1.9290694,1,5.674504051,15.33327168
2749,1,1,7,5,3,3,CAMEROON,1996,471,4,0,1,1,2,-4,0,0,537.3167114,13800000,0,0,0,0,0,0,0,534,0,0,1995,4,6,5,7,6,7,0,0.01,-4.622010935,0,6.2865877,16.44017915
2750,1,1,7,5,3,3,CAMEROON,1997,471,5,0,1,2,2,-4,0,0,550.928772,14100000,2,1,3,0,0,0,0,542,0,1,1996,4,4,7,7,7,7,0,3,1.08177154,1,6.31160553,16.46168536
2751,1,1,7,5,4,3,CAMEROON,1998,471,7,1,2,2,2,-4,0,0,565.022522,14400000,0,3,3,0,0,0,0,548,0,1,1997,5,4,6,7,7,7,0,3,1.08177154,0,6.336865592,16.48273876
2752,1,1,7,6,4,4,CAMEROON,1999,471,6,1,2,1,2,-4,0,0,576.3878784,14800000,3,2,5,0,0,0,0,559,0,1,1998,7,5,7,7,7,7,0,5,1.592597163,1,6.356780834,16.51013774
2753,1,1,7,6,4,4,CAMEROON,2000,471,7,1,2,2,2,-4,0,0,587.3712769,15100000,2,1,3,0,0,0,0,NA,0,1,1999,6,7,6,7,7,6,0,3,1.08177154,1,6.375657119,16.5302053
2776,0,1,7,6,3,4,NIGERIA,1996,475,5,0,2,2,1,-6,0,0,333.418396,1.14E+08,6,5,11,5,3,8,4,931,1,3,1995,4,6,6,7,7,7,0,11,2.381054524,1,5.809398146,18.55170901
2777,0,1,7,6,3,4,NIGERIA,1997,475,6,0,2,2,2,-6,0,0,333.1524963,1.18E+08,1,6,7,2,0,2,1,919,1,3,1996,5,4,4,7,7,6,0,7,1.9290694,1,5.808600332,18.58619518
2778,0,1,6,4,2,4,NIGERIA,1998,475,4,0,1,2,1,-1,0,0,330.6023865,1.21E+08,7,10,17,4,4,8,4,905,1,3,1997,6,5,6,7,7,4,0,17,2.816372595,1,5.800916404,18.6113011
2779,0,1,4,3,4,4,NIGERIA,1999,475,6,0,2,2,2,4,0,0,325.9332886,1.24E+08,1,3,4,1,1,2,1,899,0,2,1998,4,6,7,6,7,4,0,4,1.369453612,1,5.786692724,18.63579212
2780,0,1,4,4,3,3,NIGERIA,2000,475,7,1,2,2,2,4,0,0,331.5588989,1.27E+08,1,7,8,5,1,6,3,NA,0,2,1999,6,4,6,4,6,4,0,8,2.062600793,1,5.803805468,18.65969764
2803,0,1,5,4,2,2,GABON,1996,481,1,0,0,0,1,-4,0,0,4188.182129,1140050,0,0,0,0,0,0,0,270,0,0,1995,0,4,2,5,5,5,0,0.01,-4.622010935,0,8.340022059,13.94658268
2804,0,1,5,4,2,2,GABON,1997,481,2,0,0,0,2,-4,0,0,4313.785156,1170560,0,0,0,0,0,0,0,272,0,0,1996,1,0,1,5,5,5,0,0.01,-4.622010935,0,8.369571024,13.97299282
2805,0,1,5,4,2,2,GABON,1998,481,1,0,0,0,1,-4,0,0,4293.776855,1200450,0,0,0,0,0,0,0,280,0,0,1997,2,1,2,5,5,5,0,0.01,-4.622010935,0,8.36492201,13.99820704
2806,0,1,5,4,2,2,GABON,1999,481,2,0,0,1,1,-4,0,0,3932.14209,1229630,0,0,0,0,0,0,0,280,0,0,1998,1,2,0,5,5,5,0,0.01,-4.622010935,0,8.276939617,14.02222387
2807,1,1,5,4,2,2,GABON,2000,481,0,0,0,0,0,-4,0,0,3920.334961,1258000,0,0,0,0,0,0,0,NA,0,0,1999,2,1,2,5,5,5,0,0.01,-4.622010935,0,8.273932378,14.04503372
2830,0,1,3,5,2,2,C-AFR-R,1996,482,3,0,1,0,2,5,0,0,236.2364044,3451920,0,0,0,0,0,0,0,217,0,0,1995,3,3,2,3,3,3,0,0.01,-4.622010935,0,5.464833017,15.05444116
2831,0,1,3,5,3,3,C-AFR-R,1997,482,2,0,0,0,2,5,0,0,242.7095032,3537930,0,0,0,0,0,0,0,211,0,0,1996,3,3,4,3,3,3,0,0.01,-4.622010935,0,5.491865268,15.07905237
2832,0,1,3,4,2,2,C-AFR-R,1998,482,4,0,1,1,2,5,0,0,248.9747009,3611000,0,0,0,0,0,0,0,208,0,0,1997,2,3,3,3,3,3,0,0.01,-4.622010935,0,5.517351289,15.0994953
2833,0,1,3,4,3,3,C-AFR-R,1999,482,3,0,1,0,2,5,0,0,253.7723999,3670270,0,0,0,0,0,0,0,198,0,0,1998,4,2,5,3,3,3,0,0.01,-4.622010935,0,5.536437802,15.11577579
2834,0,1,3,4,2,2,C-AFR-R,2000,482,5,0,1,2,2,5,0,0,256.4833984,3715000,0,0,0,0,0,0,0,NA,0,0,1999,3,4,6,3,3,5,0,0.01,-4.622010935,0,5.547063939,15.12788924
2857,1,1,6,5,4,2,CHAD,1996,483,5,1,2,1,1,-2,0,0,183.4273987,6945090,2,3,5,0,0,0,0,189,1,2,1995,5,5,6,6,6,6,0,5,1.592597163,1,5.211818942,15.75354549
2858,1,1,6,5,4,4,CHAD,1997,483,6,1,2,1,2,-2,0,0,185.4423981,7165020,1,2,3,0,0,0,0,184,1,2,1996,5,5,7,6,6,6,0,3,1.08177154,1,5.222744311,15.78472141
2859,1,1,6,4,4,4,CHAD,1998,483,7,1,2,2,2,-2,0,0,190.3813019,7390890,1,2,3,0,0,0,0,187,1,2,1997,6,5,5,6,6,6,0,3,1.08177154,1,5.249028913,15.81575872
2860,1,1,6,5,4,4,CHAD,1999,483,5,0,2,1,2,-2,0,0,183.4873962,7622840,0,2,2,0,0,0,0,182,0,1,1998,7,6,5,6,6,6,0,2,0.676306431,0,5.21214598,15.84665956
2861,1,1,6,5,3,4,CHAD,2000,483,5,1,1,1,2,-2,0,0,176.8572998,7861000,0,0,0,3,0,3,1.5,NA,0,1,1999,5,7,5,6,6,6,0,0.01,-4.622010935,0,5.175343192,15.87742438
2884,0,1,4,4,3,3,CONGO,1996,484,4,0,1,1,2,5,0,0,981.5305176,3032310,0,0,0,0,0,0,0,329,0,0,1995,4,5,7,4,4,7,0,0.01,-4.622010935,0,6.889113106,14.92483526
2885,0,1,7,5,5,5,CONGO,1997,484,7,1,2,2,2,-6,1,0,944.7379761,3131500,0,0,0,3,1,4,2,323,0,1,1996,4,4,5,4,4,7,0,0.01,-4.622010935,0,6.850907615,14.95702268
2886,0,1,7,5,4,5,CONGO,1998,484,5,1,2,1,1,-6,0,0,948.7539063,3233620,1,4,5,4,0,4,2,307,0,2,1997,7,4,8,7,4,6,0,5,1.592597163,1,6.855149446,14.98911281
2887,0,1,6,5,5,5,CONGO,1999,484,8,2,2,2,2,-6,0,0,891.3106079,3338760,1,3,4,1,0,1,0.5,304,1,3,1998,5,7,5,7,7,6,0,4,1.369453612,1,6.792692973,15.02111004
2888,0,1,6,4,5,3,CONGO,2000,484,5,1,1,2,1,-6,0,0,934.1148071,3447000,0,0,0,0,0,0,0,NA,1,1,1999,8,5,4,6,7,5,0,0.01,-4.622010935,0,6.839599351,15.05301485
2938,1,1,4,4,4,3,UGANDA,1996,500,6,1,1,2,2,-4,1,0,225.9132996,20800000,2,0,2,1,0,1,0.5,454,0,2,1995,4,5,5,5,5,4,0,2,0.676306431,1,5.420151295,16.85046354
2939,1,1,4,4,4,3,UGANDA,1997,500,5,1,1,1,2,-4,1,0,231.2425995,21400000,3,2,5,1,0,1,0.5,464,0,2,1996,6,4,3,4,5,4,0,5,1.592597163,1,5.443467374,16.87890148
2940,1,1,4,4,4,3,UGANDA,1998,500,3,0,0,1,2,-4,0,0,236.0307007,21900000,1,1,2,0,0,0,0,484,0,1,1997,5,6,5,4,4,5,0,2,0.676306431,1,5.463961884,16.90199719
2941,1,1,5,5,4,3,UGANDA,1999,500,5,0,1,2,2,-4,0,0,247.5028076,22600000,3,4,7,1,0,1,0.5,485,1,3,1998,3,5,6,4,4,6,0,7,1.9290694,1,5.511421926,16.93346046
2942,1,1,6,5,4,3,UGANDA,2000,500,6,0,2,2,2,-4,0,0,253.2821045,23300000,2,1,3,0,0,0,0,NA,1,2,1999,5,3,4,5,4,6,0,3,1.08177154,1,5.534503905,16.96396392
2965,0,1,7,6,3,4,KENYA,1996,501,4,0,1,1,2,-5,0,0,364.1828918,27400000,2,3,5,0,0,0,0,812,0,1,1995,4,4,4,7,6,6,0,5,1.592597163,1,5.897656192,17.12605357
2966,1,1,6,6,4,4,KENYA,1997,501,4,0,1,1,2,-2,0,0,362.743988,2.80E+07,16,9,25,0,2,2,1,822,0,2,1996,4,4,6,7,7,6,0,25,3.202035076,1,5.893697318,17.14771507
2967,1,1,6,5,3,3,KENYA,1998,501,6,0,2,2,2,-2,0,0,359.8721008,28700000,4,6,10,0,0,0,0,813,0,1,1997,4,4,7,6,7,6,0,10,2.285744344,1,5.885748693,17.17240768
2968,1,1,6,5,3,3,KENYA,1999,501,7,1,2,2,2,-2,0,0,355.9697876,29400000,0,2,2,0,0,0,0,826,1,2,1998,6,4,6,6,6,6,0,2,0.676306431,0,5.874845861,17.19650523
2969,1,1,6,5,3,3,KENYA,2000,501,6,0,2,2,2,-2,0,0,347.4007874,30100000,4,2,6,0,0,0,0,NA,0,1,1999,7,6,5,6,6,6,0,6,1.77491872,1,5.85047912,17.22003573
2992,0,1,5,5,3,3,TANZANIA,1996,510,3,0,1,1,1,-1,0,0,254.9519043,30500000,1,0,1,0,0,0,0,530,1,2,1995,3,2,4,5,6,5,0,1,-0.016840749,1,5.541074917,17.23323724
2993,0,1,5,5,3,3,TANZANIA,1997,510,4,0,1,1,2,-1,0,0,256.9223022,31300000,2,1,3,0,0,0,0,537,0,1,1996,3,3,3,5,5,5,0,3,1.08177154,1,5.548773713,17.25912866
2994,0,1,5,4,3,3,TANZANIA,1998,510,3,0,0,1,2,-1,0,0,259.7130127,32100000,3,1,4,0,0,0,0,554,0,1,1997,4,3,4,5,5,4,0,4,1.369453612,1,5.559577224,17.28436659
2995,0,1,4,4,2,3,TANZANIA,1999,510,4,0,1,1,2,-1,0,0,262.3953857,32900000,0,1,1,0,0,0,0,545,0,1,1998,3,4,5,5,5,4,0,1,-0.016840749,0,5.569852472,17.30898322
2996,0,1,4,4,3,3,TANZANIA,2000,510,5,0,2,2,1,2,0,0,269.4462891,33700000,1,3,4,0,0,0,0,NA,0,1,1999,4,3,5,4,5,4,0,4,1.369453612,1,5.596369072,17.3330084
3021,1,1,7,6,5,5,BURUNDI,1998,516,8,2,2,2,2,-1,0,0,105.5920029,6548190,2,10,12,1,0,1,0.5,231,1,3,1997,8,7,7,7,7,6,0,12,2.468065901,1,4.659582638,15.69469923
3022,1,1,6,6,5,5,BURUNDI,1999,516,7,2,2,2,1,-1,0,0,102.5310974,6677950,7,10,17,0,0,0,0,229,1,2,1998,8,8,7,7,7,6,0,17,2.816372595,1,4.630166142,15.71432161
3023,1,1,6,6,4,5,BURUNDI,2000,516,7,1,2,2,2,-1,0,0,99.68197632,6807000,4,5,9,0,1,1,0.5,NA,1,3,1999,7,8,7,6,7,6,0,9,2.180383828,1,4.601984881,15.73346205
3046,0,1,7,6,5,5,RWANDA,1996,517,7,1,2,2,2,-6,0,0,224.9268036,5698000,10,5,15,1,0,1,0.5,255,1,3,1995,8,8,8,7,7,7,0,15,2.691209452,1,5.415775032,15.55562579
3047,0,1,7,6,5,5,RWANDA,1997,517,8,2,2,2,2,-6,1,0,206.0052948,7083000,10,10,20,5,0,5,2.5,249,1,3,1996,7,8,6,7,7,7,0,20,2.978891524,1,5.327901871,15.7732081
3048,0,1,7,6,5,5,RWANDA,1998,517,6,2,2,0,2,-6,0,0,218.0664063,7284000,11,12,23,4,5,9,4.5,254,1,3,1997,8,7,5,7,7,7,0,23,3.118653467,1,5.384799632,15.80119072
3049,0,1,7,6,5,4,RWANDA,1999,517,5,1,2,0,2,-6,0,0,228.0850983,7492000,2,7,9,1,1,2,1,246,1,3,1998,6,8,6,7,7,7,0,9,2.180383828,1,5.429718797,15.82934634
3050,0,1,7,6,4,4,RWANDA,2000,517,6,1,2,1,2,-4,0,0,234.9046936,7709000,3,5,8,1,0,1,0.5,NA,0,2,1999,5,6,5,7,7,7,0,8,2.062600793,1,5.459179873,15.85789904
3181,0,0,6,4,2,1,ERITREA,1996,531,4,1,1,2,0,-6,0,0,180.9136047,3670000,0,0,0,0,0,0,0,35,0,0,1995,2,2,3,6,6,6,0,0.01,-4.622010935,0,5.198019595,15.11570222
3182,0,0,6,4,3,2,ERITREA,1997,531,3,0,1,2,0,-6,0,0,189.8921051,3773000,0,0,0,0,0,0,0,49,0,0,1996,4,2,2,6,6,6,0,0.01,-4.622010935,0,5.246456043,15.143381
3183,0,0,6,4,5,4,ERITREA,1998,531,2,0,1,1,0,-6,0,0,187.977005,3879000,1,1,2,0,1,1,0.5,61,0,2,1997,3,4,4,6,6,7,0,2,0.676306431,1,5.236319642,15.17108795
3184,0,0,7,5,4,3,ERITREA,1999,531,4,1,1,2,0,-6,0,0,182.7263947,3991000,2,2,4,0,0,0,0,69,0,1,1998,2,3,2,6,6,7,0,4,1.369453612,1,5.207989923,15.19955238
