,cat_rat,ccpr_rat,polrt,cvrt,hrai,hrsd,country,year,idcode,PIRI,Dis,Kill,Pris,Tort,Polity2,Civilwar2,War,gdppc,pop,Media_ai_rn,Media_ai_br,Media_ai_tot,Media_ec,Media_nw,Media_tot,Media_ave,INGO_uia,UNShame,intensity,yearLag1,PIRILag1,PIRILag2,PIRILead1,polrtLag1,polrtLag2,polrtLead1,democratic,Media_ai_tot_ph,logAI,AIShame,log_gdppc,log_pop
2665,0,0,7,6,4,4,SIERRA-L,1993,451,7,1,2,2,2,-7,1,0,200.0626984,4293000,0,7,7,0,0,0,0,336,0,1,1992,8,5,8,7,6,7,0,7,1.9290694,0,5.298630809,15.27249635
2666,0,0,7,6,5,5,SIERRA-L,1994,451,8,2,2,2,2,-7,1,0,191.4346924,4399000,0,1,1,0,0,0,0,332,0,1,1993,7,8,8,7,7,7,0,1,-0.016840749,0,5.254546719,15.2968878
2667,0,0,7,6,4,4,SIERRA-L,1995,451,8,2,2,2,2,-7,1,0,171.7890015,4510000,3,1,4,1,0,1,0.5,333,1,3,1994,8,7,5,7,7,4,0,4,1.369453612,1,5.146266988,15.32180771
2683,0,0,7,6,3,2,GHANA,1984,452,3,0,1,1,1,-7,0,0,193.2774963,12700000,0,6,6,0,0,0,0,454,0,1,1983,6,6,3,6,6,7,0,6,1.77491872,0,5.264126961,16.35711255
2684,0,0,7,6,2,2,GHANA,1985,452,3,0,0,2,1,-7,0,0,195.4868011,13200000,0,2,2,0,0,0,0,454,0,1,1984,3,6,3,7,6,7,0,2,0.676306431,0,5.275492864,16.39572739
2685,0,0,7,6,3,2,GHANA,1986,452,3,0,0,2,1,-7,0,0,198.5390015,13700000,0,0,0,0,0,0,0,439,0,0,1985,3,3,3,7,7,7,0,0.01,-4.622010935,0,5.290985562,16.43290639
2686,0,0,7,6,2,2,GHANA,1987,452,3,0,1,1,1,-7,0,0,201.4884949,14100000,0,3,3,0,0,0,0,478,0,1,1986,3,3,3,7,7,6,0,3,1.08177154,0,5.305732282,16.46168536
2687,0,0,6,6,2,2,GHANA,1988,452,3,0,0,2,1,-7,0,0,206.7485046,14600000,0,9,9,0,0,0,0,530,0,1,1987,3,3,3,7,7,6,0,9,2.180383828,0,5.331503101,16.49653209
2688,0,0,6,5,2,2,GHANA,1989,452,3,0,0,2,1,-7,0,0,211.7127991,14900000,0,6,6,0,0,0,0,541,0,1,1988,3,3,4,6,7,6,0,6,1.77491872,0,5.355230635,16.51687177
2689,0,0,6,5,2,2,GHANA,1990,452,4,0,1,2,1,-7,0,0,213.834198,15300000,0,5,5,0,0,0,0,556,0,1,1989,3,3,3,6,6,6,0,5,1.592597163,0,5.365200939,16.54336339
2690,0,0,6,6,3,2,GHANA,1991,452,3,0,0,2,1,-4,0,0,219.7285004,15700000,1,3,4,0,0,0,0,569,0,1,1990,4,3,2,6,6,5,0,4,1.369453612,1,5.392392695,16.56917127
2691,0,0,5,5,2,2,GHANA,1992,452,2,0,0,2,0,-1,0,0,222.4432068,16100000,0,3,3,0,0,0,0,578,0,1,1991,3,4,3,6,6,5,0,3,1.08177154,0,5.404671819,16.59432983
2692,0,0,5,4,2,1,GHANA,1993,452,3,0,1,1,1,-1,0,0,226.9541016,16500000,0,2,2,0,0,0,0,599,0,1,1992,2,3,1,5,6,5,0,2,0.676306431,0,5.424747801,16.61887094
2693,0,0,5,4,4,2,GHANA,1994,452,1,0,0,1,0,-1,0,0,227.7906952,1.70E+07,0,0,0,0,0,0,0,610,0,0,1993,3,2,2,5,5,4,0,0.01,-4.622010935,0,5.428427204,16.6487239
2694,0,0,4,4,2,2,GHANA,1995,452,2,0,1,0,1,-1,0,0,230.0823975,17500000,0,0,0,0,0,0,0,620,0,0,1994,1,3,2,5,5,3,0,0.01,-4.622010935,0,5.438437495,16.67771144
2709,0,0,7,6,3,3,TOGO,1983,461,2,0,0,1,1,-7,0,0,306.8114014,2770870,0,0,0,0,0,0,0,212,0,0,1982,2,3,3,7,7,6,0,0.01,-4.622010935,0,5.726233231,14.83467191
2710,0,1,6,6,3,3,TOGO,1984,461,3,1,1,0,1,-7,0,0,312.6661072,2870040,0,0,0,0,0,0,0,224,0,0,1983,2,2,3,7,7,6,0,0.01,-4.622010935,0,5.745135871,14.86983652
2711,0,1,6,6,2,3,TOGO,1985,461,3,0,1,1,1,-7,0,0,318.4996033,2974000,0,6,6,0,0,0,0,224,0,1,1984,3,2,4,6,7,6,0,6,1.77491872,0,5.763621229,14.90541841
2712,0,1,6,6,2,3,TOGO,1986,461,4,0,1,1,2,-7,0,0,312.3991089,3080180,0,3,3,0,0,0,0,226,0,1,1985,3,3,2,6,6,6,0,3,1.08177154,0,5.744281565,14.94049859
2713,1,1,6,6,2,3,TOGO,1987,461,2,0,0,1,1,-7,0,0,303.6191101,3185420,0,0,0,0,0,0,0,237,0,0,1986,4,3,2,6,6,6,0,0.01,-4.622010935,0,5.715773989,14.97409471
2714,1,1,6,6,2,1,TOGO,1988,461,2,0,0,1,1,-7,0,0,313.8788147,3285970,0,0,0,0,0,0,0,266,0,0,1987,2,4,2,6,6,6,0,0.01,-4.622010935,0,5.749006971,15.00517245
2715,1,1,6,6,2,2,TOGO,1989,461,2,0,0,1,1,-7,0,0,317.7737122,3377470,0,1,1,0,0,0,0,281,0,1,1988,2,2,5,6,6,6,0,1,-0.016840749,0,5.761339532,15.03263747
2716,1,1,6,6,3,2,TOGO,1990,461,5,1,1,2,1,-7,0,0,309.8859863,3455000,0,2,2,0,0,0,0,295,0,1,1989,2,2,6,6,6,6,0,2,0.676306431,0,5.736204444,15.05533302
2717,1,1,6,5,3,3,TOGO,1991,461,6,0,2,2,2,-5,0,0,300.817688,3534240,0,4,4,0,0,0,0,310,0,1,1990,5,2,6,6,6,6,0,4,1.369453612,0,5.706504393,15.07800884
2718,1,1,6,5,2,3,TOGO,1992,461,6,1,2,1,2,-3,0,0,282.3731079,3615220,1,2,3,0,0,0,0,311,1,2,1991,6,5,7,6,6,7,0,3,1.08177154,1,5.643229274,15.10066327
2719,1,1,7,5,4,5,TOGO,1993,461,7,1,2,2,2,-2,0,0,234.3809967,3697980,0,7,7,1,0,1,0.5,331,1,3,1992,6,6,7,6,6,6,0,7,1.9290694,0,5.456947982,15.12329728
2720,1,1,6,5,3,4,TOGO,1994,461,7,2,2,1,2,-2,0,0,263.4708862,3782560,3,2,5,0,0,0,0,334,1,2,1993,7,6,3,7,6,6,0,5,1.592597163,1,5.573942873,15.14591159
2721,1,1,6,5,2,3,TOGO,1995,461,3,0,1,1,1,-2,0,0,277.7941895,3869000,1,0,1,0,0,0,0,334,0,1,1994,7,7,3,6,7,6,0,1,-0.016840749,1,5.626880514,15.16850663
2736,0,0,6,6,2,2,CAMEROON,1983,471,2,0,0,1,1,-8,0,0,789.1317749,9523610,0,0,0,0,0,0,0,263,0,0,1982,3,5,5,6,6,6,0,0.01,-4.622010935,0,6.670933322,16.06928454
2737,0,1,6,7,4,3,CAMEROON,1984,471,5,0,1,2,2,-8,0,0,824.9312744,9791270,1,4,5,0,0,0,0,287,0,1,1983,2,3,6,6,6,6,0,5,1.592597163,1,6.715300079,16.09700173
2738,0,1,6,7,3,2,CAMEROON,1985,471,6,0,2,2,2,-8,0,0,867.0307007,10100000,0,4,4,0,0,0,0,287,0,1,1984,5,2,3,6,6,6,0,4,1.369453612,0,6.765074386,16.12804598
2739,0,1,6,6,2,2,CAMEROON,1986,471,3,0,0,2,1,-8,0,0,899.8991699,10400000,0,5,5,0,0,0,0,303,0,1,1985,6,5,2,6,6,6,0,5,1.592597163,0,6.802282724,16.15731636
2740,1,1,6,6,2,2,CAMEROON,1987,471,2,0,1,1,0,-8,0,0,855.5352783,10700000,0,2,2,0,0,0,0,326,0,1,1986,3,6,4,6,6,6,0,2,0.676306431,0,6.75172733,16.1857543
2741,1,1,6,6,2,2,CAMEROON,1988,471,4,0,1,2,1,-8,0,0,765.7557983,1.10E+07,0,1,1,0,0,0,0,361,0,1,1987,2,3,4,6,6,6,0,1,-0.016840749,0,6.640863318,16.21340583
2742,1,1,6,6,2,2,CAMEROON,1989,471,4,0,1,2,1,-8,0,0,729.6503296,11300000,0,3,3,0,0,0,0,387,0,1,1988,4,2,6,6,6,6,0,3,1.08177154,0,6.592565419,16.24031328
2743,1,1,6,6,2,3,CAMEROON,1990,471,6,0,2,2,2,-8,0,0,664.5324097,11700000,2,7,9,0,0,0,0,408,0,1,1989,4,4,8,6,6,6,0,9,2.180383828,1,6.49908365,16.2750994
2744,1,1,6,6,3,4,CAMEROON,1991,471,8,2,2,2,2,-8,0,0,620.543396,1.20E+07,0,5,5,0,0,0,0,430,0,1,1990,6,4,5,6,6,6,0,5,1.592597163,0,6.430595539,16.30041721
2745,1,1,6,5,3,4,CAMEROON,1992,471,5,0,1,2,2,-4,0,0,584.2163696,12400000,2,1,3,0,0,0,0,450,0,1,1991,8,6,7,6,6,6,0,3,1.08177154,1,6.37027141,16.33320703
2746,1,1,6,5,3,3,CAMEROON,1993,471,7,1,2,2,2,-4,0,0,549.9011841,12700000,0,1,1,0,0,0,0,487,0,1,1992,5,8,6,6,6,6,0,1,-0.016840749,0,6.309738597,16.35711255
2747,1,1,6,5,4,4,CAMEROON,1994,471,6,0,2,2,2,-4,0,0,521.7741089,13100000,0,1,1,1,0,1,0.5,491,0,2,1993,7,5,4,6,6,7,0,1,-0.016840749,0,6.257234753,16.38812279
2748,1,1,7,5,3,3,CAMEROON,1995,471,4,0,0,2,2,-4,0,0,524.9694214,13400000,0,2,2,0,0,0,0,518,0,1,1994,6,7,4,6,6,7,0,2,0.676306431,0,6.263340016,16.41076526
2763,0,0,2,3,2,2,NIGERIA,1983,475,3,0,0,2,1,7,0,0,305.4966125,78200000,0,1,1,0,0,0,0,634,0,1,1982,3,2,2,2,2,7,1,1,-0.016840749,0,5.72193869,18.17478021
2764,0,0,7,5,3,3,NIGERIA,1984,475,2,0,0,2,0,-7,1,0,281.8338013,80700000,0,9,9,0,0,0,0,648,0,1,1983,3,3,3,2,2,7,0,9,2.180383828,0,5.64131754,18.20624913
2765,0,0,7,5,2,2,NIGERIA,1985,475,3,0,0,2,1,-7,0,0,299.9045105,83200000,0,3,3,0,0,0,0,648,0,1,1984,2,3,2,7,2,7,0,3,1.08177154,0,5.703464126,18.23675791
2766,0,0,7,5,3,2,NIGERIA,1986,475,2,0,0,1,1,-7,0,0,298.3962097,85700000,0,2,2,0,0,0,0,635,0,1,1985,3,2,1,7,7,6,0,2,0.676306431,0,5.698422166,18.26636338
2767,0,0,6,5,2,3,NIGERIA,1987,475,1,0,0,1,0,-7,0,0,287.7304077,88300000,0,4,4,0,0,0,0,705,0,1,1986,2,3,3,7,7,5,0,4,1.369453612,0,5.662023957,18.29625067
2768,0,0,5,5,2,2,NIGERIA,1988,475,3,0,0,1,2,-7,0,0,307.1918945,90900000,0,20,20,0,0,0,0,764,0,1,1987,1,2,4,6,7,6,0,20,2.978891524,0,5.727472616,18.32527056
2769,0,0,6,5,3,3,NIGERIA,1989,475,4,0,0,2,2,-5,0,0,320.0161133,93500000,0,16,16,0,0,0,0,796,0,1,1988,3,1,6,5,6,5,0,16,2.755747973,0,5.768371349,18.35347199
2770,0,0,5,5,3,3,NIGERIA,1990,475,6,2,0,2,2,-5,1,0,336.5339966,96200000,0,10,10,0,0,0,0,814,0,1,1989,4,3,5,6,5,5,0,10,2.285744344,0,5.818699174,18.38193992
2771,0,0,5,4,2,3,NIGERIA,1991,475,5,0,1,2,2,-5,0,0,342.6369019,9.90E+07,0,10,10,1,0,1,0.5,839,0,2,1990,6,4,4,5,6,5,0,10,2.285744344,0,5.836671291,18.41063041
2772,0,0,5,4,3,3,NIGERIA,1992,475,4,0,1,1,2,-5,1,0,342.5967102,1.02E+08,0,3,3,1,0,1,0.5,859,0,2,1991,5,6,6,5,5,7,0,3,1.08177154,0,5.836553983,18.44048337
2773,0,1,7,5,4,4,NIGERIA,1993,475,6,0,2,2,2,-7,0,0,340.0900879,1.05E+08,0,1,1,3,1,4,2,889,0,2,1992,4,5,6,5,5,7,0,1,-0.016840749,0,5.829210547,18.46947091
2774,0,1,7,6,4,5,NIGERIA,1994,475,6,0,2,2,2,-7,0,0,330.5945129,1.08E+08,6,4,10,3,0,3,1.5,889,1,3,1993,6,4,4,7,5,7,0,10,2.285744344,1,5.800892588,18.49764179
2775,0,1,7,7,4,4,NIGERIA,1995,475,4,0,0,2,2,-6,0,0,328.939209,1.11E+08,9,10,19,6,2,8,4,921,1,3,1994,6,6,5,7,7,7,0,19,2.92759823,1,5.795872959,18.52504076
2790,0,1,6,6,2,2,GABON,1983,481,2,0,0,1,1,-9,0,0,4602.12793,762980,1,1,2,0,0,0,0,148,0,1,1982,2,1,2,6,6,6,0,2,0.676306431,1,8.434274069,13.5449871
2791,0,1,6,6,2,2,GABON,1984,481,2,0,0,1,1,-9,0,0,4796.262207,787070,0,2,2,0,0,0,0,156,0,1,1983,2,2,1,6,6,6,0,2,0.676306431,0,8.475592187,13.57607247
2792,0,1,6,6,2,2,GABON,1985,481,1,0,0,0,1,-9,0,0,4540.547852,812000,0,1,1,0,0,0,0,156,1,2,1984,2,2,0,6,6,6,0,1,-0.016840749,0,8.420802956,13.60725562
2793,0,1,6,6,1,1,GABON,1986,481,0,0,0,0,0,-9,0,0,4364.524902,837960,0,0,0,0,0,0,0,172,0,0,1985,1,2,1,6,6,6,0,0.01,-4.622010935,0,8.38126462,13.63872565
2794,0,1,6,6,2,1,GABON,1987,481,1,0,0,0,1,-9,0,0,3503.219971,864980,0,1,1,0,0,0,0,176,0,1,1986,0,1,2,6,6,6,0,1,-0.016840749,0,8.161437816,13.67046166
2795,0,1,6,6,3,3,GABON,1988,481,2,0,0,1,1,-9,0,0,3828.62207,893130,0,0,0,0,0,0,0,203,0,0,1987,1,0,1,6,6,6,0,0.01,-4.622010935,0,8.250260245,13.70248743
2796,0,1,6,5,2,1,GABON,1989,481,1,0,0,0,1,-9,0,0,4023.697998,922450,0,0,0,0,0,0,0,218,0,0,1988,2,1,4,6,6,4,0,0.01,-4.622010935,0,8.299956659,13.73478845
2797,0,1,4,4,1,2,GABON,1990,481,4,0,1,1,2,-6,0,0,4096.935059,953000,0,0,0,0,0,0,0,237,0,0,1989,1,2,1,6,6,4,0,0.01,-4.622010935,0,8.317994426,13.76737018
2798,0,1,4,3,2,2,GABON,1991,481,1,0,0,0,1,-4,0,0,4211.170898,983820,0,0,0,0,0,0,0,246,0,0,1990,4,1,0,4,6,4,0,0.01,-4.622010935,0,8.345496011,13.79919823
2799,0,1,4,4,2,2,GABON,1992,481,0,0,0,0,0,-4,0,0,3949.483887,1014870,0,0,0,0,0,0,0,248,0,0,1991,1,4,3,4,4,5,0,0.01,-4.622010935,0,8.281340188,13.83027108
2800,0,1,5,4,2,2,GABON,1993,481,3,0,1,0,2,-4,0,0,3922.74292,1046110,0,0,0,0,0,0,0,256,0,0,1992,0,1,4,4,4,5,0,0.01,-4.622010935,0,8.274546413,13.86058908
2801,0,1,5,4,3,4,GABON,1994,481,4,0,2,1,1,-4,0,0,3939.643066,1077500,1,0,1,0,0,0,0,258,0,1,1993,3,0,0,5,4,5,0,1,-0.016840749,1,8.278845406,13.8901541
2802,0,1,5,4,2,2,GABON,1995,481,0,0,0,0,0,-4,0,0,4094.166992,1109000,0,0,0,0,0,0,0,259,0,0,1994,4,3,1,5,5,5,0,0.01,-4.622010935,0,8.317318555,13.91896927
2817,0,1,7,5,3,3,C-AFR-R,1983,482,4,0,0,2,2,-7,0,0,283.8835144,2506310,0,8,8,0,0,0,0,106,0,1,1982,4,3,4,7,7,7,0,8,2.062600793,0,5.648563993,14.73432211
2818,0,1,7,6,2,2,C-AFR-R,1984,482,4,0,0,2,2,-7,0,0,302.2780151,2576970,0,1,1,0,0,0,0,116,0,1,1983,4,4,3,7,7,7,0,1,-0.016840749,0,5.711347174,14.76212485
2819,0,1,7,6,3,2,C-AFR-R,1985,482,3,0,0,2,1,-7,0,0,305.3765869,2651000,0,1,1,0,0,0,0,116,0,1,1984,4,4,3,7,7,7,0,1,-0.016840749,0,5.721545726,14.79044749
2820,0,1,7,6,2,3,C-AFR-R,1986,482,3,0,1,1,1,-7,0,0,308.2314148,2720420,0,0,0,0,0,0,0,129,0,0,1985,3,4,4,7,7,6,0,0.01,-4.622010935,0,5.730850848,14.81629684
2821,0,1,6,6,2,2,C-AFR-R,1987,482,4,0,1,1,2,-7,0,0,286.2390137,2784750,0,2,2,0,0,0,0,144,0,1,1986,3,3,2,7,7,6,0,2,0.676306431,0,5.656827174,14.83966866
2822,0,1,6,6,2,2,C-AFR-R,1988,482,2,0,0,1,1,-7,0,0,285.1133118,2843560,0,1,1,0,0,0,0,159,0,1,1987,4,3,2,6,7,6,0,1,-0.016840749,0,5.652886686,14.86056735
2823,0,1,6,6,2,2,C-AFR-R,1989,482,2,0,0,1,1,-7,0,0,285.442688,2896440,0,0,0,0,0,0,0,165,0,0,1988,2,4,4,6,6,6,0,0.01,-4.622010935,0,5.654041266,14.87899295
2824,0,1,6,5,2,2,C-AFR-R,1990,482,4,0,1,2,1,-7,0,0,274.8934937,2943000,0,3,3,0,0,0,0,175,0,1,1989,2,2,5,6,6,6,0,3,1.08177154,0,5.616383727,14.89494003
2825,0,1,6,5,2,2,C-AFR-R,1991,482,5,0,1,2,2,-6,0,0,268.1369934,3000490,0,1,1,0,0,0,0,184,0,1,1990,4,2,4,6,6,6,0,1,-0.016840749,0,5.591498019,14.91428617
2826,0,1,6,5,2,3,C-AFR-R,1992,482,4,0,1,1,2,-6,0,0,245.2689056,3069520,0,0,0,0,0,0,0,180,0,0,1991,5,4,2,6,6,3,0,0.01,-4.622010935,0,5.502355183,14.93703176
2827,0,1,3,4,2,2,C-AFR-R,1993,482,2,0,1,0,1,5,0,0,239.7395935,3150840,0,1,1,0,0,0,0,194,0,1,1992,4,5,3,6,6,3,0,1,-0.016840749,0,5.479553307,14.96317964
2828,0,1,3,4,2,2,C-AFR-R,1994,482,3,0,1,0,2,5,0,0,244.1661072,3245310,0,0,0,0,0,0,0,199,0,0,1993,2,4,3,3,6,3,0,0.01,-4.622010935,0,5.497848761,14.99272144
2829,0,1,3,4,2,2,C-AFR-R,1995,482,3,0,1,0,2,5,0,0,253.2639008,3354000,0,0,0,0,0,0,0,200,0,0,1994,3,2,3,3,3,3,0,0.01,-4.622010935,0,5.534432031,15.02566422
2847,0,0,7,7,2,3,CHAD,1986,483,6,1,1,2,2,-7,1,0,190.5735016,5252550,0,0,0,0,0,0,0,103,0,0,1985,6,8,4,7,7,6,0,0.01,-4.622010935,0,5.250037955,15.47422423
2848,0,0,6,7,4,3,CHAD,1987,483,4,0,1,2,1,-7,1,0,181.2288971,5391440,0,2,2,0,0,0,0,109,0,1,1986,6,6,3,7,7,6,0,2,0.676306431,0,5.199760857,15.50032307
2849,0,0,6,7,3,3,CHAD,1988,483,3,0,1,1,1,-7,1,0,203.9458008,5532650,0,5,5,0,0,0,0,120,0,1,1987,4,6,7,6,7,7,0,5,1.592597163,0,5.317854276,15.52617746
2850,0,0,7,6,3,3,CHAD,1989,483,7,2,1,2,2,-7,0,0,208.4994049,5676170,0,3,3,0,0,0,0,126,0,1,1988,3,4,8,6,6,7,0,3,1.08177154,0,5.339936187,15.55178727
2851,0,0,7,6,4,4,CHAD,1990,483,8,2,2,2,2,-7,0,0,194.7830048,5822000,1,10,11,0,0,0,0,131,1,2,1989,7,3,5,7,6,6,0,11,2.381054524,1,5.271886143,15.5771544
2852,0,0,6,6,3,4,CHAD,1991,483,5,0,2,1,2,-5,0,0,205.8623047,5978840,0,5,5,0,0,0,0,138,1,2,1990,8,7,7,7,7,6,0,5,1.592597163,0,5.327207521,15.60373713
2853,0,0,6,6,5,4,CHAD,1992,483,7,1,2,2,2,-4,0,0,216.238205,6147390,0,4,4,0,0,0,0,145,1,2,1991,5,8,7,6,7,6,0,4,1.369453612,0,5.376380601,15.63153816
2854,0,0,6,5,5,4,CHAD,1993,483,7,2,2,1,2,-4,0,0,177.0549927,6328370,1,9,10,0,0,0,0,163,1,2,1992,7,5,5,6,6,6,0,10,2.285744344,1,5.176460377,15.66055326
2855,0,0,6,5,4,4,CHAD,1994,483,5,1,2,1,1,-4,0,0,189.190094,6522610,0,1,1,0,0,0,0,171,1,2,1993,7,7,5,6,6,6,0,1,-0.016840749,0,5.242752298,15.69078516
2856,1,1,6,5,4,4,CHAD,1995,483,5,0,1,2,2,-4,0,0,184.8258057,6731000,1,2,3,0,0,0,0,177,1,2,1994,5,7,5,6,6,6,0,3,1.08177154,1,5.21941379,15.72223428
2871,0,0,7,6,2,2,CONGO,1983,484,3,0,0,2,1,-8,0,0,1339.840942,1983840,0,1,1,0,0,0,0,187,0,1,1982,3,1,2,7,7,7,0,1,-0.016840749,0,7.200306186,14.50054492
2872,0,1,7,6,2,2,CONGO,1984,484,2,0,0,1,1,-8,0,0,1388.026978,2048560,0,0,0,0,0,0,0,196,0,0,1983,3,3,4,7,7,7,0,0.01,-4.622010935,0,7.235638577,14.53264767
2873,0,1,7,6,2,2,CONGO,1985,484,4,0,1,1,2,-8,0,0,1327.855957,2116000,0,2,2,0,0,0,0,196,0,1,1984,2,3,3,7,7,7,0,2,0.676306431,0,7.191320858,14.56503807
2874,0,1,7,6,2,2,CONGO,1986,484,3,0,1,1,1,-8,0,0,1197.060059,2186150,0,0,0,0,0,0,0,206,0,0,1985,4,2,3,7,7,7,0,0.01,-4.622010935,0,7.087623879,14.59765256
2875,0,1,7,6,3,3,CONGO,1987,484,3,0,0,2,1,-8,0,0,1160.634033,2259030,0,0,0,0,0,0,0,227,0,0,1986,3,4,3,7,7,7,0,0.01,-4.622010935,0,7.056721715,14.63044608
2876,0,1,7,6,2,2,CONGO,1988,484,3,0,0,1,2,-8,0,0,1142.876953,2334650,0,1,1,0,0,0,0,249,0,1,1987,3,3,3,7,7,7,0,1,-0.016840749,0,7.041304005,14.66337254
2877,0,1,7,6,2,2,CONGO,1989,484,3,0,0,1,2,-8,0,0,1134.520996,2412990,0,1,1,0,0,0,0,254,0,1,1988,3,3,4,7,7,6,0,1,-0.016840749,0,7.033965811,14.6963772
2878,0,1,6,6,2,2,CONGO,1990,484,4,0,1,1,2,-8,0,0,1108.645996,2494000,1,3,4,0,0,0,0,261,0,1,1989,3,3,2,7,7,6,0,4,1.369453612,1,7.010894726,14.72939841
2879,0,1,6,4,2,1,CONGO,1991,484,2,0,0,1,1,-1,0,0,1098.519043,2577400,0,0,0,0,0,0,0,280,0,0,1990,4,3,3,6,7,3,0,0.01,-4.622010935,0,7.001718227,14.7622917
2880,0,1,3,3,2,2,CONGO,1992,484,3,0,1,1,1,5,0,0,1090.753052,2663240,0,0,0,0,0,0,0,279,0,0,1991,2,4,8,6,6,3,0,0.01,-4.622010935,0,6.99462361,14.79505398
2881,0,1,3,3,3,4,CONGO,1993,484,8,2,2,2,2,5,0,0,1045.177002,2751580,0,0,0,0,0,0,0,293,0,0,1992,3,2,5,3,6,4,0,0.01,-4.622010935,0,6.95194153,14.82768585
2882,0,1,4,4,4,4,CONGO,1994,484,5,1,2,0,2,5,0,0,956.1068115,2842480,0,0,0,0,0,0,0,301,0,0,1993,8,3,4,3,3,4,0,0.01,-4.622010935,0,6.862869634,14.86018747
2883,0,1,4,4,3,3,CONGO,1995,484,4,0,1,1,2,5,0,0,971.9345703,2936000,0,0,0,0,0,0,0,308,0,0,1994,5,8,4,4,3,4,0,0.01,-4.622010935,0,6.879288488,14.89255867
2899,0,1,6,7,3,3,ZAIRE,1984,490,6,0,2,2,2,-9,0,0,245.4934998,31200000,0,0,0,0,0,0,0,319,1,1,1983,6,4,7,6,6,7,0,0.01,-4.622010935,0,5.503270469,17.25592865
2900,0,1,7,7,3,4,ZAIRE,1985,490,7,1,2,2,2,-9,0,0,239.631897,32100000,0,0,0,0,0,0,0,319,1,1,1984,6,6,6,6,6,7,0,0.01,-4.622010935,0,5.479103983,17.28436659
2901,0,1,7,7,3,4,ZAIRE,1986,490,6,1,1,2,2,-9,0,0,243.7071991,33100000,1,0,1,0,0,0,0,324,1,2,1985,7,6,5,7,6,6,0,1,-0.016840749,1,5.495967501,17.31504384
2902,0,1,6,7,3,3,ZAIRE,1987,490,5,1,0,2,2,-9,0,0,243.0276947,34100000,0,0,0,0,0,0,0,350,1,1,1986,6,7,6,7,7,6,0,0.01,-4.622010935,0,5.493175407,17.34480794
2903,0,1,6,7,3,3,ZAIRE,1988,490,6,1,1,2,2,-9,0,0,237.0296936,35100000,0,0,0,0,0,0,0,380,1,1,1987,5,6,5,6,7,7,0,0.01,-4.622010935,0,5.468185423,17.37371169
2904,0,1,7,6,3,3,ZAIRE,1989,490,5,1,1,2,1,-9,0,0,226.9698029,36200000,0,0,0,0,0,0,0,413,0,0,1988,6,5,8,6,6,6,0,0.01,-4.622010935,0,5.424816982,17.40456968
2905,0,1,6,6,3,3,ZAIRE,1990,490,8,2,2,2,2,-8,0,0,205.3896942,37400000,1,0,1,0,0,0,0,440,1,2,1989,5,6,7,7,6,6,0,1,-0.016840749,1,5.324909122,17.43718126
2925,0,0,4,5,5,5,UGANDA,1983,500,8,2,2,2,2,3,1,0,180.5144958,13800000,0,2,2,0,0,0,0,255,0,1,1982,8,8,8,5,5,4,0,2,0.676306431,0,5.195811084,16.44017915
2930,1,0,5,5,4,4,UGANDA,1988,500,6,0,2,2,2,-7,1,0,168.9893951,1.60E+07,0,6,6,0,0,0,0,310,0,1,1987,6,6,6,5,5,6,0,6,1.77491872,0,5.129835962,16.58809928
2931,1,0,6,4,4,4,UGANDA,1989,500,6,0,2,2,2,-7,0,0,173.0133057,16700000,1,3,4,0,0,0,0,338,0,1,1988,6,6,5,5,5,6,0,4,1.369453612,1,5.153368503,16.63091928
2932,1,0,6,5,4,4,UGANDA,1990,500,5,0,1,2,2,-7,0,0,176.8361053,17400000,0,4,4,0,0,0,0,353,0,1,1989,6,6,4,6,5,6,0,4,1.369453612,0,5.175223345,16.67198076
2933,1,0,6,6,4,4,UGANDA,1991,500,4,0,0,2,2,-7,0,0,179.7696991,1.80E+07,1,3,4,0,0,0,0,377,0,1,1990,5,6,3,6,6,6,0,4,1.369453612,1,5.191676582,16.70588232
2934,1,0,6,5,3,3,UGANDA,1992,500,3,0,1,0,2,-7,0,0,179.6419983,18700000,1,4,5,0,0,0,0,394,0,1,1991,4,5,4,6,6,6,0,5,1.592597163,1,5.190965972,16.74403408
2935,1,0,6,5,3,3,UGANDA,1993,500,4,0,1,1,2,-4,0,0,188.6508942,19200000,0,2,2,0,0,0,0,415,0,1,1992,3,4,5,6,6,5,0,2,0.676306431,0,5.239898186,16.77042084
2936,1,0,5,5,3,3,UGANDA,1994,500,5,0,1,2,2,-4,0,0,195.2341003,19800000,0,2,2,0,0,0,0,423,1,2,1993,4,3,4,6,6,5,0,2,0.676306431,0,5.274199353,16.8011925
2937,1,1,5,4,3,4,UGANDA,1995,500,4,0,1,1,2,-4,0,0,212.4635925,20300000,0,1,1,0,0,0,0,439,0,1,1994,5,4,6,5,6,4,0,1,-0.016840749,0,5.358770644,16.82613144
2952,0,1,5,5,3,2,KENYA,1983,501,2,0,0,1,1,-7,0,0,341.7141113,18500000,0,3,3,0,0,0,0,488,0,1,1982,2,2,2,5,5,6,0,3,1.08177154,0,5.833974456,16.73328129
2953,0,1,6,5,4,3,KENYA,1984,501,2,0,0,1,1,-7,0,0,335.7709045,19200000,0,3,3,0,0,0,0,518,0,1,1983,2,2,3,5,5,6,0,3,1.08177154,0,5.816429096,16.77042084
