,cat_rat,ccpr_rat,polrt,cvrt,hrai,hrsd,country,year,idcode,PIRI,Dis,Kill,Pris,Tort,Polity2,Civilwar2,War,gdppc,pop,Media_ai_rn,Media_ai_br,Media_ai_tot,Media_ec,Media_nw,Media_tot,Media_ave,INGO_uia,UNShame,intensity,yearLag1,PIRILag1,PIRILag2,PIRILead1,polrtLag1,polrtLag2,polrtLead1,democratic,Media_ai_tot_ph,logAI,AIShame,log_gdppc,log_pop
3816,1,1,5,6,3,3,EGYPT.UAR,1992,651,4,0,0,2,2,-6,0,0,1253.285034,54800000,0,4,4,1,0,1,0.5,988,0,2,1991,3,4,5,5,5,6,0,4,1.369453612,0,7.13352341,17.81920075
3817,1,1,6,6,4,4,EGYPT.UAR,1993,651,5,0,1,2,2,-6,0,0,1262.895996,55900000,1,11,12,2,0,2,1,1027,0,2,1992,4,3,5,5,5,6,0,12,2.468065901,1,7.141162772,17.83907494
3818,1,1,6,6,4,4,EGYPT.UAR,1994,651,5,0,1,2,2,-6,0,0,1286.667969,57100000,6,2,8,0,0,0,0,1043,0,1,1993,5,4,4,6,5,6,0,8,2.062600793,1,7.159811186,17.86031467
3819,1,1,6,6,4,4,EGYPT.UAR,1995,651,4,0,0,2,2,-6,0,0,1320.850952,58200000,5,7,12,1,1,2,1,1051,0,2,1994,5,5,5,6,6,6,0,12,2.468065901,1,7.186031469,17.87939591
3834,0,1,6,7,4,4,SYRIA,1983,652,8,2,2,2,2,-9,1,0,1031.708984,9677580,1,8,9,1,0,1,0.5,276,0,2,1982,8,8,7,5,5,6,0,9,2.180383828,1,6.938971914,16.08532243
3835,0,1,6,7,4,4,SYRIA,1984,652,7,1,2,2,2,-9,1,0,954.6599121,1.00E+07,0,5,5,0,0,0,0,274,0,1,1983,8,8,7,6,5,6,0,5,1.592597163,0,6.861355164,16.11809565
3836,0,1,6,7,3,4,SYRIA,1985,652,7,1,2,2,2,-9,1,0,977.5510254,10400000,0,7,7,0,0,0,0,274,0,1,1984,7,8,8,6,6,6,0,7,1.9290694,0,6.88505049,16.15731636
3837,0,1,6,7,5,4,SYRIA,1986,652,8,2,2,2,2,-9,1,0,906.7896118,10700000,0,9,9,0,0,0,0,283,0,1,1985,7,7,7,6,6,6,0,9,2.180383828,0,6.809910463,16.1857543
3838,0,1,6,7,5,4,SYRIA,1987,652,7,2,1,2,2,-9,1,0,897.5498047,1.10E+07,3,9,12,0,0,0,0,303,0,1,1986,8,7,5,6,6,6,0,12,2.468065901,1,6.799668612,16.21340583
3839,0,1,6,7,4,4,SYRIA,1988,652,5,0,1,2,2,-9,1,0,983.5349731,11300000,0,4,4,0,0,0,0,327,1,2,1987,7,8,5,6,6,7,0,4,1.369453612,0,6.891153197,16.24031328
3840,0,1,7,7,4,3,SYRIA,1989,652,5,1,0,2,2,-9,0,0,866.3162842,11700000,0,5,5,0,0,0,0,335,0,1,1988,5,7,6,6,6,7,0,5,1.592597163,0,6.764250066,16.2750994
3841,0,1,7,7,4,4,SYRIA,1990,652,6,1,1,2,2,-9,0,0,901.9542847,12100000,0,13,13,0,2,2,1,337,0,2,1989,5,5,5,7,6,7,0,13,2.548108608,0,6.804563837,16.30871601
3842,0,1,7,7,4,3,SYRIA,1991,652,5,0,1,2,2,-9,0,0,941.7318115,12500000,0,17,17,0,0,0,0,351,1,2,1990,6,5,3,7,7,7,0,17,2.816372595,0,6.847720533,16.3412392
3843,0,1,7,7,3,3,SYRIA,1992,652,3,0,0,2,1,-9,0,0,1034.452026,12900000,1,10,11,0,0,0,0,359,0,1,1991,5,6,5,7,7,7,0,11,2.381054524,1,6.941627122,16.37273787
3844,0,1,7,7,3,4,SYRIA,1993,652,5,0,1,2,2,-9,0,0,1053.720947,13400000,0,8,8,0,0,0,0,367,0,1,1992,3,5,4,7,7,7,0,8,2.062600793,0,6.960082938,16.41076526
3845,0,1,7,7,4,4,SYRIA,1994,652,4,0,0,2,2,-9,0,0,1099.061035,13800000,5,3,8,0,0,0,0,368,0,1,1993,5,3,3,7,7,7,0,8,2.062600793,1,7.00221149,16.44017915
3846,0,1,7,7,3,3,SYRIA,1995,652,3,0,0,2,1,-9,0,0,1126.56897,14200000,2,5,7,0,0,0,0,361,0,1,1994,4,5,5,7,7,7,0,7,1.9290694,1,7.026931983,16.46875252
3888,0,1,6,6,3,2,JORDAN,1983,663,2,0,0,2,0,-10,0,0,1974.561035,2455900,0,0,0,0,0,0,0,262,0,0,1982,2,3,4,6,6,5,0,0.01,-4.622010935,0,7.588101392,14.71400385
3889,0,1,5,5,2,2,JORDAN,1984,663,4,0,1,2,1,-9,0,0,2064.961914,2551300,0,0,0,0,0,0,0,280,0,0,1983,2,2,3,6,6,5,0,0.01,-4.622010935,0,7.632867062,14.75211359
3890,0,1,5,5,3,2,JORDAN,1985,663,3,0,0,2,1,-9,0,0,2061.435059,2644000,0,1,1,0,0,0,0,280,0,1,1984,4,2,4,5,6,5,0,1,-0.016840749,0,7.63115765,14.78780348
3891,0,1,5,5,3,2,JORDAN,1986,663,4,0,0,2,2,-9,0,0,2125.63208,2744000,0,6,6,0,0,0,0,302,0,1,1985,3,4,4,5,5,5,0,6,1.77491872,0,7.661824487,14.82492727
3892,0,1,5,5,3,2,JORDAN,1987,663,4,0,1,2,1,-9,0,0,2108.793945,2846000,0,2,2,0,0,0,0,327,0,1,1986,4,3,3,5,5,6,0,2,0.676306431,0,7.653871473,14.86142506
3893,0,1,6,5,3,2,JORDAN,1988,663,3,0,1,1,1,-9,0,0,1998.125,2948000,0,4,4,0,0,0,0,369,0,1,1987,4,4,2,5,5,5,0,4,1.369453612,0,7.59996452,14.89663753
3894,0,1,5,5,3,2,JORDAN,1989,663,2,0,0,1,1,-4,0,0,1668.218994,3056000,0,5,5,0,0,0,0,393,0,1,1988,3,4,1,6,5,5,0,5,1.592597163,0,7.419511866,14.93261743
3895,0,1,5,5,3,2,JORDAN,1990,663,1,0,0,1,0,-4,0,0,1623.886963,3170000,1,2,3,0,0,0,0,420,0,1,1989,2,3,2,5,6,4,0,3,1.08177154,1,7.392577914,14.96924215
3896,1,1,4,4,3,2,JORDAN,1991,663,2,0,0,1,1,-4,0,0,1478.592041,3545000,0,4,4,0,0,0,0,428,0,1,1990,1,2,2,5,5,3,0,4,1.369453612,0,7.29884559,15.08104872
3897,1,1,3,3,2,2,JORDAN,1992,663,2,0,0,1,1,-2,0,0,1668.531006,3733000,0,5,5,0,1,1,0.5,458,0,2,1991,2,1,2,4,5,4,0,5,1.592597163,0,7.419698881,15.13272276
3898,1,1,4,4,2,2,JORDAN,1993,663,2,0,0,1,1,-2,0,0,1666.235962,3905930,0,3,3,0,0,0,0,457,0,1,1992,2,2,2,3,4,4,0,3,1.08177154,0,7.418322446,15.17800647
3899,1,1,4,4,3,2,JORDAN,1994,663,2,0,0,1,1,-2,0,0,1682.465942,4060840,2,2,4,0,0,0,0,468,0,1,1993,2,2,4,4,3,4,0,4,1.369453612,1,7.428015819,15.21690041
3900,1,1,4,4,3,2,JORDAN,1995,663,4,0,1,2,1,-2,0,0,1729.482056,4195000,1,1,2,0,0,0,0,479,0,1,1994,2,2,4,4,4,4,0,2,0.676306431,1,7.455577253,15.2494039
3915,0,0,2,2,2,2,ISRAEL,1983,666,4,0,1,2,1,9,1,0,12844.4502,4105000,0,5,5,0,0,0,0,1037,1,2,1982,4,6,4,2,2,2,1,5,1.592597163,0,9.460667106,15.2277163
3916,0,0,2,2,3,2,ISRAEL,1984,666,4,0,0,2,2,9,1,0,12792.25,4159000,0,5,5,0,0,0,0,1084,1,2,1983,4,4,5,2,2,2,1,5,1.592597163,0,9.456594798,15.24078522
3917,0,0,2,2,3,2,ISRAEL,1985,666,5,1,1,1,2,9,1,0,13001.96973,4233000,1,5,6,2,0,2,1,1084,1,3,1984,4,4,4,2,2,2,1,6,1.77491872,1,9.472856142,15.25842152
3918,0,0,2,2,3,2,ISRAEL,1986,666,4,1,1,1,1,9,1,0,13415.76953,4299000,1,16,17,0,0,0,0,1028,1,2,1985,5,4,5,2,2,2,1,17,2.816372595,1,9.504186125,15.273893
3919,0,0,2,2,3,2,ISRAEL,1987,666,5,0,1,2,2,9,1,0,14149.66016,4369000,1,27,28,0,1,1,0.5,1132,1,3,1986,4,5,4,2,2,2,1,28,3.315363761,1,9.557445886,15.29004471
3920,0,0,2,2,3,2,ISRAEL,1988,666,4,1,1,1,1,9,1,0,14198.82031,4442000,4,36,40,1,2,3,1.5,1210,1,3,1987,5,4,6,2,2,2,1,40,3.672038705,1,9.560914164,15.30661528
3921,0,0,2,2,3,2,ISRAEL,1989,666,6,0,2,2,2,9,0,0,14081.30957,4518000,3,36,39,1,1,2,1,1279,1,3,1988,4,5,3,2,2,2,1,39,3.646720897,1,9.552603635,15.32357998
3922,0,0,2,2,2,2,ISRAEL,1990,666,3,0,0,1,2,9,0,0,14585.41992,4660000,2,46,48,2,1,3,1.5,1324,1,3,1989,6,4,5,2,2,2,1,48,3.854360262,1,9.587777673,15.35452601
3923,1,0,2,2,2,2,ISRAEL,1991,666,5,0,1,2,2,9,0,0,14791.09961,4949000,1,67,68,0,0,0,0,1366,1,2,1990,3,6,5,2,2,2,1,68,4.202666956,1,9.601780901,15.41469609
3924,1,1,2,2,2,2,ISRAEL,1992,666,5,0,2,1,2,9,0,0,15092.87012,5123000,1,27,28,1,1,2,1,1412,1,3,1991,5,3,4,2,2,1,1,28,3.315363761,1,9.621977734,15.44925076
3925,1,1,1,3,2,2,ISRAEL,1993,666,4,0,1,1,2,9,0,0,15513.66016,5261000,0,17,17,2,1,3,1.5,1479,1,3,1992,5,5,6,2,2,1,1,17,2.816372595,0,9.649476215,15.47583168
3926,1,1,1,3,4,2,ISRAEL,1994,666,6,0,2,2,2,9,0,0,16165.01953,5399000,13,5,18,2,1,3,1.5,1524,1,3,1993,4,5,4,1,2,1,1,18,2.873531009,1,9.690604898,15.50172431
3927,1,1,1,3,4,3,ISRAEL,1995,666,4,0,1,1,2,9,0,0,16849.85938,5545000,11,7,18,1,1,2,1,1550,1,3,1994,6,4,3,1,1,1,1,18,2.873531009,1,9.73209759,15.52840718
3943,0,0,6,7,3,2,S-ARABIA,1984,670,4,0,0,2,2,-10,0,0,10857.57031,11700000,0,1,1,0,0,0,0,277,0,1,1983,4,4,4,6,6,6,0,1,-0.016840749,0,9.29261784,16.2750994
3944,0,0,6,7,3,2,S-ARABIA,1985,670,4,0,0,2,2,-10,0,0,9849.107422,12400000,0,2,2,0,0,0,0,277,0,1,1984,4,4,4,6,6,6,0,2,0.676306431,0,9.195136113,16.33320703
3945,0,0,6,7,3,2,S-ARABIA,1986,670,4,0,0,2,2,-10,0,0,9827.342773,1.30E+07,0,3,3,0,0,0,0,288,0,1,1985,4,4,4,6,6,6,0,3,1.08177154,0,9.192923859,16.38045992
3946,0,0,6,7,3,3,S-ARABIA,1987,670,4,0,0,2,2,-10,0,0,8966.060547,13700000,0,0,0,0,0,0,0,328,0,0,1986,4,4,3,6,6,6,0,0.01,-4.622010935,0,9.101201678,16.43290639
3947,0,0,6,7,3,2,S-ARABIA,1988,670,3,0,0,1,2,-10,0,0,9234.947266,14400000,0,3,3,0,0,0,0,380,0,1,1987,4,4,5,6,6,7,0,3,1.08177154,0,9.130750182,16.48273876
3948,0,0,7,6,3,2,S-ARABIA,1989,670,5,0,1,2,2,-10,0,0,8814.148438,15100000,1,11,12,0,0,0,0,410,0,1,1988,3,4,4,6,6,7,0,12,2.468065901,1,9.084113486,16.5302053
3949,0,0,7,6,3,2,S-ARABIA,1990,670,4,0,0,2,2,-10,0,0,9132.458008,15800000,2,4,6,0,0,0,0,442,0,1,1989,5,3,3,7,6,7,0,6,1.77491872,1,9.119590161,16.5755205
3950,0,0,7,6,3,2,S-ARABIA,1991,670,3,0,0,2,1,-10,0,0,9659.458984,16300000,0,6,6,0,0,0,0,473,0,1,1990,4,5,4,7,7,7,0,6,1.77491872,0,9.17569292,16.60667567
3951,0,0,7,7,2,3,S-ARABIA,1992,670,4,0,0,2,2,-10,0,0,9788.301758,16800000,0,5,5,1,0,1,0.5,495,0,2,1991,3,4,4,7,7,7,0,5,1.592597163,0,9.188943253,16.63688944
3952,0,0,7,7,3,3,S-ARABIA,1993,670,4,0,0,2,2,-10,0,0,9538.09375,17300000,1,7,8,1,0,1,0.5,533,0,2,1992,4,3,4,7,7,7,0,8,2.062600793,1,9.163048928,16.66621706
3953,0,0,7,7,3,2,S-ARABIA,1994,670,4,0,0,2,2,-10,0,0,9353.703125,17700000,2,2,4,1,0,1,0.5,560,1,3,1993,4,4,4,7,7,7,0,4,1.369453612,1,9.1435276,16.6890752
3954,0,0,7,7,4,3,S-ARABIA,1995,670,4,0,0,2,2,-10,0,0,9130.53418,18200000,0,4,4,1,1,2,1,595,1,3,1994,4,4,5,7,7,7,0,4,1.369453612,0,9.11937948,16.71693215
4021,0,0,4,4,3,1,KUWAIT,1983,690,2,0,1,0,1,-8,0,0,14268.70996,1592610,0,0,0,0,0,0,0,247,0,0,1982,0,2,3,4,4,4,0,0.01,-4.622010935,0,9.565824304,14.28088474
4022,0,0,4,4,2,2,KUWAIT,1984,690,3,0,1,0,2,-8,0,0,14446.19043,1655470,0,2,2,0,0,0,0,257,0,1,1983,2,0,3,4,4,4,0,2,0.676306431,0,9.578186021,14.31959551
4023,0,0,4,4,3,2,KUWAIT,1985,690,3,0,1,0,2,-8,0,0,13374.41016,1712000,0,0,0,0,0,0,0,257,0,0,1984,3,2,2,4,4,6,0,0.01,-4.622010935,0,9.50109847,14.35317284
4024,0,0,6,5,2,2,KUWAIT,1986,690,2,0,0,1,1,-10,0,0,13879.49023,1791000,0,1,1,0,0,0,0,282,0,1,1985,3,3,3,4,4,6,0,1,-0.016840749,0,9.538167507,14.39828468
4025,0,0,6,5,2,2,KUWAIT,1987,690,3,0,1,0,2,-10,0,0,14352.51953,1873000,0,0,0,0,0,0,0,312,0,0,1986,2,3,2,6,4,6,0,0.01,-4.622010935,0,9.571680783,14.44305198
4026,0,0,6,5,1,2,KUWAIT,1988,690,2,0,0,1,1,-10,0,0,12349.69043,1958000,0,0,0,0,0,0,0,354,0,0,1987,3,2,2,6,6,6,0,0.01,-4.622010935,0,9.421386275,14.4874341
4033,0,0,5,5,3,2,KUWAIT,1995,690,3,0,0,2,1,-7,0,0,19795.99023,1802000,0,3,3,0,0,0,0,454,0,1,1994,2,4,6,5,5,5,0,3,1.08177154,0,9.893234683,14.40440772
4048,0,0,5,5,3,3,BAHRAIN,1983,692,3,0,0,1,2,-10,0,0,9509.870117,390000,0,0,0,0,0,0,0,126,0,0,1982,3,3,4,5,5,5,0,0.01,-4.622010935,0,9.160085498,12.87390202
4049,0,0,5,5,3,3,BAHRAIN,1984,692,4,1,0,2,1,-10,0,0,9560.864258,407330,0,0,0,0,0,0,0,129,0,0,1983,3,3,3,5,5,5,0,0.01,-4.622010935,0,9.165433405,12.91737895
4050,0,0,5,5,3,2,BAHRAIN,1985,692,3,0,0,2,1,-10,0,0,8727.339844,425000,0,1,1,0,0,0,0,129,0,1,1984,4,3,2,5,5,5,0,1,-0.016840749,0,9.074215888,12.95984445
4051,0,0,5,5,3,2,BAHRAIN,1986,692,2,0,0,2,0,-10,0,0,8490.946289,442000,0,2,2,0,0,0,0,144,0,1,1985,3,4,3,5,5,5,0,2,0.676306431,0,9.046755732,12.99906516
4052,0,0,5,5,3,3,BAHRAIN,1987,692,3,0,0,2,1,-10,0,0,9046.447266,458000,0,1,1,0,0,0,0,161,0,1,1986,2,3,2,5,5,5,0,1,-0.016840749,0,9.110127392,13.03462446
4053,0,0,5,5,3,3,BAHRAIN,1988,692,2,0,0,1,1,-10,0,0,9372.731445,473000,0,3,3,0,0,0,0,182,0,1,1987,3,2,3,5,5,6,0,3,1.08177154,0,9.145559842,13.06685067
4054,0,0,6,5,3,3,BAHRAIN,1989,692,3,0,0,1,2,-10,0,0,9099.057617,489000,0,3,3,0,0,0,0,199,0,1,1988,2,3,3,5,5,6,0,3,1.08177154,0,9.115926129,13.10011777
4055,0,0,6,5,3,3,BAHRAIN,1990,692,3,0,0,2,1,-10,0,0,9238.379883,503000,0,2,2,0,0,0,0,207,0,1,1989,3,2,2,6,5,6,0,2,0.676306431,0,9.131121812,13.12834545
4056,0,0,6,5,3,2,BAHRAIN,1991,692,2,0,0,2,0,-10,0,0,10174.70996,508000,1,2,3,0,0,0,0,216,1,2,1990,3,3,2,6,6,6,0,3,1.08177154,1,9.227660505,13.13823673
4057,0,0,6,5,2,2,BAHRAIN,1992,692,2,0,0,2,0,-10,0,0,10625.32031,519000,0,0,0,0,0,0,0,225,1,1,1991,2,3,3,6,6,6,0,0.01,-4.622010935,0,9.27099514,13.15965916
4058,0,0,6,6,2,2,BAHRAIN,1993,692,3,0,0,2,1,-9,0,0,11590.80957,537000,0,3,3,0,0,0,0,233,0,1,1992,2,2,2,6,6,6,0,3,1.08177154,0,9.357967785,13.19375337
4059,0,0,6,6,3,2,BAHRAIN,1994,692,2,0,0,1,1,-9,0,0,11146.67969,557000,0,0,0,0,0,0,0,233,0,0,1993,3,2,4,6,6,6,0,0.01,-4.622010935,0,9.318896947,13.23032052
4060,0,0,6,6,4,3,BAHRAIN,1995,692,4,0,1,1,2,-9,0,0,11183.2002,577000,4,1,5,0,0,0,0,252,0,1,1994,2,3,5,6,6,7,0,5,1.592597163,1,9.322167949,13.26559755
4102,0,0,5,5,1,1,UN-AR-EM,1983,696,0,0,0,0,0,-8,0,0,36088.48047,1199000,0,0,0,0,0,0,0,131,0,0,1982,0,0,0,5,5,5,0,0.01,-4.622010935,0,10.49372899,13.99699843
4103,0,0,5,5,1,1,UN-AR-EM,1984,696,0,0,0,0,0,-8,0,0,35698.21875,1268000,0,5,5,0,0,0,0,152,0,1,1983,0,0,0,5,5,5,0,5,1.592597163,0,10.48285607,14.05295141
4104,0,0,5,5,1,1,UN-AR-EM,1985,696,0,0,0,0,0,-8,0,0,30667.09961,1379000,0,0,0,0,0,0,0,152,0,0,1984,0,0,0,5,5,5,0,0.01,-4.622010935,0,10.33094568,14.13686916
4105,0,0,5,5,1,1,UN-AR-EM,1986,696,0,0,0,0,0,-8,0,0,24221.76953,1418000,0,1,1,0,0,0,0,172,0,1,1985,0,0,3,5,5,5,0,1,-0.016840749,0,10.09500708,14.16475799
4106,0,0,5,5,2,1,UN-AR-EM,1987,696,3,0,0,1,2,-8,0,0,24330.68945,1500000,0,0,0,0,0,0,0,183,0,0,1986,0,0,2,5,5,5,0,0.01,-4.622010935,0,10.09949377,14.22097567
4107,0,0,5,5,2,1,UN-AR-EM,1988,696,2,0,0,1,1,-8,0,0,22459.5,1586000,0,0,0,0,0,0,0,215,0,0,1987,3,0,1,5,5,6,0,0.01,-4.622010935,0,10.01946897,14.27672568
4108,0,0,6,5,2,1,UN-AR-EM,1989,696,1,0,0,0,1,-8,0,0,24116.31055,1677000,0,1,1,0,0,0,0,239,0,1,1988,2,3,2,5,5,6,0,1,-0.016840749,0,10.09064368,14.33251704
4109,0,0,6,5,2,1,UN-AR-EM,1990,696,2,0,0,1,1,-8,0,0,26809.21094,1773000,0,1,1,0,0,0,0,252,0,1,1989,1,2,2,6,5,6,0,1,-0.016840749,0,10.1965008,14.38818359
4110,0,0,6,5,2,2,UN-AR-EM,1991,696,2,0,0,1,1,-8,0,0,25404.00977,1875000,0,1,1,0,0,0,0,264,0,1,1990,2,1,1,6,6,6,0,1,-0.016840749,0,10.14266231,14.44411922
4111,0,0,6,5,1,2,UN-AR-EM,1992,696,1,0,0,1,0,-8,0,0,24666.60938,1983000,0,1,1,0,0,0,0,277,0,1,1991,2,2,1,6,6,7,0,1,-0.016840749,0,10.11320576,14.50012141
4112,0,0,7,5,1,1,UN-AR-EM,1993,696,1,0,0,1,0,-8,0,0,23115.71094,2097000,0,1,1,0,0,0,0,300,0,1,1992,1,2,0,6,6,6,0,1,-0.016840749,0,10.04826779,14.55601831
4113,0,0,6,5,1,1,UN-AR-EM,1994,696,0,0,0,0,0,-8,0,0,22345.5293,2217000,0,0,0,0,0,0,0,318,0,0,1993,1,1,1,7,6,6,0,0.01,-4.622010935,0,10.01438155,14.61166549
4114,0,0,6,5,2,1,UN-AR-EM,1995,696,1,0,0,1,0,-8,0,0,21805.0293,2411000,3,1,4,0,0,0,0,339,0,1,1994,0,1,1,6,7,6,0,4,1.369453612,1,9.989895924,14.69555216
4129,0,0,6,6,2,2,OMAN,1983,698,0,0,0,0,0,-10,0,0,6368.719238,1286820,0,0,0,0,0,0,0,73,0,0,1982,1,1,0,6,6,6,0,0.01,-4.622010935,0,8.759153667,14.06768462
4130,0,0,6,6,2,2,OMAN,1984,698,0,0,0,0,0,-10,0,0,7109.498047,1345380,0,0,0,0,0,0,0,76,0,0,1983,0,1,1,6,6,6,0,0.01,-4.622010935,0,8.869186922,14.11218706
4131,0,0,6,6,2,2,OMAN,1985,698,1,0,0,0,1,-10,0,0,7805.841797,1397000,0,0,0,0,0,0,0,76,0,0,1984,0,0,0,6,6,6,0,0.01,-4.622010935,0,8.962627681,14.14983764
4132,0,0,6,6,2,2,OMAN,1986,698,0,0,0,0,0,-10,0,0,7704.145996,1443780,0,0,0,0,0,0,0,86,0,0,1985,1,0,1,6,6,6,0,0.01,-4.622010935,0,8.949513904,14.18277523
4133,0,0,6,6,2,2,OMAN,1987,698,1,0,0,1,0,-10,0,0,7219.058105,1487780,0,0,0,0,0,0,0,92,0,0,1986,0,1,0,6,6,6,0,0.01,-4.622010935,0,8.884479767,14.21279563
4134,0,0,6,6,1,1,OMAN,1988,698,0,0,0,0,0,-10,0,0,7433.512207,1531030,0,0,0,0,0,0,0,115,0,0,1987,1,0,1,6,6,6,0,0.01,-4.622010935,0,8.913753732,14.24145127
4135,0,0,6,6,2,2,OMAN,1989,698,1,0,0,0,1,-10,0,0,7460.02002,1576280,0,0,0,0,0,0,0,132,0,0,1988,0,1,1,6,6,6,0,0.01,-4.622010935,0,8.917313377,14.2705782
4136,0,0,6,6,1,1,OMAN,1990,698,1,0,0,0,1,-10,0,0,7770.546875,1627000,0,0,0,0,0,0,0,141,0,0,1989,1,0,1,6,6,6,0,0.01,-4.622010935,0,8.958095824,14.30224839
4137,0,0,6,6,1,1,OMAN,1991,698,1,0,0,0,1,-9,0,0,7835.561035,1762000,0,0,0,0,0,0,0,149,0,0,1990,1,1,0,6,6,6,0,0.01,-4.622010935,0,8.966427759,14.38196009
4138,0,0,6,5,NA,NA,OMAN,1992,698,0,0,0,0,0,-9,0,0,7791.077148,1892000,0,0,0,0,0,0,0,158,0,0,1991,1,1,1,6,6,6,0,0.01,-4.622010935,0,8.960734403,14.45314503
4139,0,0,6,6,1,1,OMAN,1993,698,1,0,0,0,1,-9,0,0,7816.046875,2018000,0,0,0,0,0,0,0,163,0,0,1992,0,1,3,6,6,6,0,0.01,-4.622010935,0,8.963934191,14.51761748
4140,0,0,6,6,2,2,OMAN,1994,698,3,0,0,2,1,-9,0,0,7864.438965,2076000,0,0,0,0,0,0,0,175,0,0,1993,1,0,2,6,6,6,0,0.01,-4.622010935,0,8.97010648,14.54595352
4141,0,0,6,6,2,2,OMAN,1995,698,2,0,0,1,1,-9,0,0,7891.816895,2135000,0,0,0,0,0,0,0,195,0,0,1994,3,1,1,6,6,6,0,0.01,-4.622010935,0,8.973581665,14.5739772
4194,0,0,7,7,1,2,TURKMEN,1994,701,4,2,0,1,1,-9,0,0,611.9171143,4106000,0,3,3,0,0,0,0,50,0,1,1993,1,2,3,7,7,7,0,3,1.08177154,0,6.416596839,15.22795988
4195,0,0,7,7,2,2,TURKMEN,1995,701,3,0,1,1,1,-9,0,0,553.8311768,4210000,0,4,4,0,0,0,0,65,0,1,1994,4,1,2,7,7,7,0,4,1.369453612,0,6.316859905,15.25297321
4221,0,0,7,7,2,4,TAJIK,1994,702,8,2,2,2,2,-6,1,0,196.5496063,5745000,3,4,7,0,0,0,0,30,0,1,1993,8,6,8,7,6,7,0,7,1.9290694,1,5.280914849,15.56384047
4222,1,0,7,7,2,3,TAJIK,1995,702,8,2,2,2,2,-6,1,0,169.5218048,5835000,1,4,5,0,0,0,0,54,0,1,1994,8,8,8,7,7,7,0,5,1.592597163,1,5.13298156,15.57938482
4248,0,0,4,3,2,1,KYRG,1994,703,1,0,0,0,1,-3,0,0,242.8119965,4540000,0,6,6,0,0,0,0,41,0,1,1993,0,1,2,5,4,4,0,6,1.77491872,0,5.492287467,15.32843757
4249,0,1,4,4,2,1,KYRG,1995,703,2,0,0,0,2,-3,0,0,227.1407013,4590000,0,3,3,0,0,0,0,65,0,1,1994,1,0,2,4,5,4,0,3,1.08177154,0,5.425569655,15.33939058
4275,0,0,7,7,2,2,UZBEK,1994,704,3,0,0,1,2,-9,0,0,513.632019,22400000,3,17,20,0,0,0,0,84,0,1,1993,4,3,5,7,6,7,0,20,2.978891524,1,6.241507093,16.92457152
4276,1,1,7,7,2,2,UZBEK,1995,704,5,1,1,2,1,-9,0,0,499.8947144,22800000,1,11,12,0,0,0,0,114,1,2,1994,3,4,3,7,7,7,0,12,2.468065901,1,6.214397505,16.94227109
4302,0,0,6,5,1,3,KAZAK,1994,705,2,0,0,1,1,-3,0,0,1081.421997,16300000,0,4,4,0,0,0,0,91,0,1,1993,1,1,2,6,5,6,0,4,1.369453612,0,6.986032118,16.60667567
4303,0,0,6,5,2,1,KAZAK,1995,705,2,0,0,1,1,-4,0,0,1006.987976,16100000,0,7,7,0,0,0,0,139,0,1,1994,2,1,3,6,6,6,0,7,1.9290694,0,6.914718952,16.59432983
4318,0,0,6,6,3,2,CHINA,1983,710,6,0,2,2,2,-7,0,0,211.2386017,1.02E+09,1,6,7,0,1,1,0.5,312,0,2,1982,5,6,6,6,6,6,0,7,1.9290694,1,5.352988308,20.74306846
4319,0,0,6,6,2,3,CHINA,1984,710,6,0,2,2,2,-7,0,0,240.1748047,1.04E+09,1,2,3,1,2,3,1.5,355,0,2,1983,6,5,4,6,6,6,0,3,1.08177154,1,5.481367011,20.76248655
4320,0,0,6,6,3,3,CHINA,1985,710,4,1,1,1,1,-7,0,0,268.9115906,1.05E+09,0,3,3,1,0,1,0.5,355,0,2,1984,6,6,5,6,6,6,0,3,1.08177154,0,5.594382666,20.772056
4321,0,0,6,6,3,2,CHINA,1986,710,5,0,1,2,2,-7,0,0,288.2561951,1.07E+09,0,11,11,0,0,0,0,403,0,1,1985,4,6,4,6,6,6,0,11,2.381054524,0,5.663849651,20.79092449
4322,0,0,6,6,3,3,CHINA,1987,710,4,0,0,2,2,-7,0,0,316.5763855,1.08E+09,1,10,11,2,4,6,3,504,0,2,1986,5,4,6,6,6,6,0,11,2.381054524,1,5.757564557,20.80022688
4323,1,0,6,6,3,3,CHINA,1988,710,6,1,1,2,2,-7,0,0,346.7218933,1.10E+09,0,13,13,2,0,2,1,574,0,2,1987,4,5,8,6,6,7,0,13,2.548108608,0,5.848522998,20.81857602
4324,1,0,7,7,5,5,CHINA,1989,710,8,2,2,2,2,-7,0,0,355.4458923,1.12E+09,6,15,21,6,6,12,6,677,1,3,1988,6,4,6,6,6,7,0,21,3.027681689,1,5.873373036,20.83659452
4325,1,0,7,7,4,4,CHINA,1990,710,6,1,1,2,2,-7,0,0,363.5787048,1.14E+09,2,39,41,8,5,13,6.5,747,1,3,1989,8,6,4,7,6,7,0,41,3.696731318,1,5.895995793,20.8542941
4326,1,0,7,7,4,3,CHINA,1991,710,4,0,0,2,2,-7,0,0,391.6476135,1.15E+09,2,29,31,5,7,12,6,793,1,3,1990,6,8,5,7,7,7,0,31,3.417146455,1,5.97036249,20.86302778
