gpr_mean,true_y,gpr_lwr,gpr_upr,day
1.2616097239420581e-06,0.0,7.721257417698655e-07,1.7510937061142509e-06,34
1.2669485043805641e-06,0.0,7.790547803054304e-07,1.754842228455698e-06,35
1.2722281722539341e-06,2.4103645676408555e-06,7.856401778931392e-07,1.7588161666147289e-06,36
1.27744519195596e-06,5.357032846646899e-06,7.919126413011976e-07,1.7629777426107227e-06,37
1.2825960385994512e-06,2.9577223171979724e-06,7.979010328339105e-07,1.767291044364992e-06,38
1.2876772018510322e-06,0.0,8.036322752659353e-07,1.771722128436129e-06,39
1.29268518976994e-06,2.6013011708456576e-06,8.091312920782054e-07,1.7762390874616743e-06,40
1.2976165326502828e-06,2.5119884649489686e-06,8.144209792969936e-07,1.780812086003572e-06,41
1.3024677868592866e-06,4.846593208468937e-06,8.19522204978478e-07,1.7854133687400953e-06,42
1.3072355386653248e-06,0.0,8.244538323131228e-07,1.7900172450175266e-06,43
1.3119164080520062e-06,4.893768519855243e-06,8.292327624504029e-07,1.7946000536536096e-06,44
1.3165070525110342e-06,0.0,8.338739933698417e-07,1.7991401116522268e-06,45
1.3210041708090952e-06,0.0,8.383906914405287e-07,1.8036176501776618e-06,46
1.325404506723147e-06,0.0,8.427942726599185e-07,1.8080147407863756e-06,47
1.3297048527381007e-06,0.0,8.470944909526151e-07,1.812315214523586e-06,48
1.333902053701372e-06,0.0,8.512995312645644e-07,1.8165045761381798e-06,49
1.3379930104296162e-06,0.0,8.554161055604713e-07,1.8205699152987608e-06,50
1.3419746832614924e-06,4.812122699504592e-06,8.594495501457258e-07,1.8244998163772588e-06,51
1.3458440955500184e-06,0.0,8.634039230396326e-07,1.828284268060404e-06,52
1.3495983370919337e-06,0.0,8.67282100383136e-07,1.8319145738007314e-06,53
1.3532345674851914e-06,2.5477057909352622e-06,8.710858710875799e-07,1.835383263882803e-06,54
1.3567500194131047e-06,0.0,8.748160291290504e-07,1.8386840096971587e-06,55
1.3601420018462119e-06,0.0,8.784724630446672e-07,1.8418115406477564e-06,56
1.363407903160476e-06,2.508497535401172e-06,8.82054242324916e-07,1.8447615639960357e-06,57
1.3665451941641965e-06,0.0,8.855597005004362e-07,1.8475306878279568e-06,58
1.3695514310312897e-06,0.0,8.889865148059403e-07,1.8501163472566393e-06,59
1.372424258132784e-06,5.553920234597592e-06,8.923317823661559e-07,1.852516733899412e-06,60
1.3751614107662795e-06,4.943862441971415e-06,8.955920929070233e-07,1.854730728625536e-06,61
1.377760717774888e-06,0.0,8.987635980208658e-07,1.85675783752891e-06,62
1.3802201040565088e-06,0.0,9.018420770482555e-07,1.858598131064762e-06,63
1.3825375929528927e-06,0.0,9.048229996493573e-07,1.860252186256428e-06,64
1.3847113085215084e-06,4.910313130668343e-06,9.077015851499876e-07,1.8617210318930294e-06,65
1.386739477680658e-06,0.0,9.104728587509161e-07,1.8630060966103998e-06,66
1.3886204322280703e-06,0.0,9.131317046855889e-07,1.864109159770552e-06,67
1.3903526107296004e-06,2.3965298248136696e-06,9.156729164138375e-07,1.8650323050453634e-06,68
1.391934560271671e-06,2.404684325065227e-06,9.180912439219168e-07,1.865777876621425e-06,69
1.3933649380798936e-06,2.378262679112908e-06,9.203814382064575e-07,1.8663484379533295e-06,70
1.3946425129962291e-06,0.0,9.225382929960957e-07,1.8667467329963627e-06,71
1.3957661668142449e-06,0.0,9.2455668376664e-07,1.8669756498618498e-06,72
1.3967348954728747e-06,0.0,9.264316040968826e-07,1.8670381868488669e-06,73
1.397547810101684e-06,0.0,9.281581993957056e-07,1.8669374208076623e-06,74
1.3982041379203257e-06,3.9716345857883e-06,9.297317980356326e-07,1.866676477805019e-06,75
1.3987032229882188e-06,0.0,9.311479399151561e-07,1.8662585060612812e-06,76
1.3990445268051315e-06,0.0,9.324024024721922e-07,1.865686651138071e-06,77
1.3992276287606379e-06,0.0,9.334912241663694e-07,1.8649640333549062e-06,78
1.3992522264297902e-06,0.0,9.344107254452046e-07,1.864093727414376e-06,79
1.3991181357214462e-06,2.6966607250242024e-06,9.35157527220752e-07,1.8630787442221407e-06,80
1.3988252908687298e-06,0.0,9.357285668664183e-07,1.8619220148710414e-06,81
1.3983737442723735e-06,0.0,9.361211117701596e-07,1.8606263767745873e-06,82
1.3977636661898562e-06,0.0,9.363327704694502e-07,1.8591945619102623e-06,83
1.3969953442740132e-06,0.0,9.363615014053969e-07,1.8576291871426295e-06,84
1.3960691829619148e-06,2.5074471179402824e-06,9.362056193458554e-07,1.8559327465779743e-06,85
1.394985702714622e-06,0.0,9.358637995303729e-07,1.8541076058988709e-06,86
1.3937455391103381e-06,2.6228407463555627e-06,9.353350796021764e-07,1.8521559986185e-06,87
1.3923494417901768e-06,2.4773017229633484e-06,9.346188594026325e-07,1.8500800241777213e-06,88
1.3907982732620344e-06,0.0,9.337148987140545e-07,1.8478816478100144e-06,89
1.389093007562531e-06,0.0,9.326233130478171e-07,1.845562702077245e-06,90
1.3872347287781584e-06,7.374540627573408e-06,9.313445675790222e-07,1.8431248899772945e-06,91
1.3852246294340707e-06,0.0,9.298794693515384e-07,1.8405697895166029e-06,92
1.3830640087441776e-06,7.608960311663014e-06,9.282291578654788e-07,1.8378988596228763e-06,93
1.380754270737408e-06,0.0,9.263950941913127e-07,1.8351134472835032e-06,94
1.378296922251314e-06,0.0,9.243790487360248e-07,1.8322147957666036e-06,95
1.3756935708070348e-06,0.0,9.221830878120513e-07,1.8292040538020182e-06,96
1.3729459223628422e-06,0.0,9.198095591510777e-07,1.8260822855746064e-06,97
1.370055778954075e-06,0.0,9.172610765107769e-07,1.8228504813973728e-06,98
1.3670250362221725e-06,0.0,9.145405035260399e-07,1.819509568918305e-06,99
1.3638556808360443e-06,2.5014132985136607e-06,9.116509369440402e-07,1.8160604247280488e-06,100
1.3605497878147093e-06,2.582998189318269e-06,9.085956893991443e-07,1.8125038862302745e-06,101
1.3571095177507967e-06,0.0,9.053782718579695e-07,1.8088407636436238e-06,102
1.353537113945762e-06,0.0,9.020023758799925e-07,1.8050718520115313e-06,103
1.3498348994542958e-06,0.0,8.984718558122407e-07,1.801197943096351e-06,104
1.3460052740525812e-06,0.0,8.947907110527841e-07,1.7972198370523784e-06,105
1.3420507111286006e-06,2.26552393639315e-06,8.909630684890349e-07,1.7931383537681665e-06,106
1.3379737545025493e-06,4.956604923891331e-06,8.8699316521718e-07,1.7889543437879187e-06,107
1.333777015185425e-06,0.0,8.828853316463178e-07,1.7846686987245323e-06,108
1.3294631680778762e-06,0.0,8.786439750650245e-07,1.7802823610907282e-06,109
1.32503494861665e-06,0.0,8.742735637546011e-07,1.7757963334786991e-06,110
1.3204951493770923e-06,0.0,8.697786117142388e-07,1.7712116870399459e-06,111
1.315846616634088e-06,2.438506950964064e-06,8.65163664057837e-07,1.7665295692103394e-06,112
1.3110922468895219e-06,4.734209635536871e-06,8.604332831289449e-07,1.7617512106500991e-06,113
1.3062349833736474e-06,2.485404462295172e-06,8.555920353780283e-07,1.7568779313692667e-06,114
1.301277812523359e-06,0.0,8.506444790289066e-07,1.7519111460178113e-06,115
1.2962237604476463e-06,0.0,8.455951525608041e-07,1.7468523683344884e-06,116
1.2910758893832489e-06,4.849225457463807e-06,8.404485640201144e-07,1.7417032147463834e-06,117
1.2858372941488794e-06,2.3640829603992464e-06,8.352091811719835e-07,1.736465407125775e-06,118
1.2805110986026077e-06,0.0,8.298814224906339e-07,1.7311407747145815e-06,119
1.2751004521115123e-06,2.438251286177553e-06,8.244696489883252e-07,1.7257312552346993e-06,120
1.2696085260353453e-06,0.0,8.18978156870693e-07,1.7202388951999978e-06,121
1.2640385102350604e-06,0.0,8.134111710067812e-07,1.7146658494633397e-06,122
1.2583936096100788e-06,0.0,8.077728391934672e-07,1.7090143800266901e-06,123
1.252677040669193e-06,7.20148062441638e-06,8.020672271934068e-07,1.7032868541449788e-06,124
1.2468920281429567e-06,0.0,7.962983145210293e-07,1.697485741764884e-06,125
1.2410418016430858e-06,4.631495092930949e-06,7.904699909487612e-07,1.6916136123374104e-06,126
1.2351295923739066e-06,7.026254771998033e-06,7.84586053703801e-07,1.6856731310440123e-06,127
1.2291586299013142e-06,0.0,7.786502053215444e-07,1.6796670544810837e-06,128
1.223132138985651e-06,1.358698728937339e-05,7.726660521245517e-07,1.6735982258467509e-06,129
1.2170533364823134e-06,0.0,7.666371032885208e-07,1.6674695696761057e-06,130
1.210925428317314e-06,0.0,7.605667704650726e-07,1.6612840861695554e-06,131
1.2047516065396429e-06,0.0,7.544583679171372e-07,1.6550448451621486e-06,132
1.1985350464584535e-06,2.201658729686946e-06,7.483151131382892e-07,1.6487549797786177e-06,133
1.1922789038671411e-06,0.0,7.421401279115611e-07,1.642417679822721e-06,134
1.1859863123603162e-06,4.676896598493104e-06,7.359364397769356e-07,1.6360361849436966e-06,135
1.1796603807454127e-06,0.0,7.297069838646087e-07,1.6296137776262165e-06,136
1.173304190556578e-06,0.0,7.234546050635321e-07,1.6231537760496239e-06,137
1.1669207936703418e-06,0.0,7.171820604832671e-07,1.6166595268574166e-06,138
1.160513210029178e-06,2.124098320263048e-06,7.108920221778803e-07,1.6101343978804755e-06,139
1.1540844254758858e-06,0.0,7.045870800952731e-07,1.6035817708564987e-06,140
1.1476373896990036e-06,0.0,6.982697452172554e-07,1.5970050341807517e-06,141
1.1411750142968268e-06,0.0,6.919424528593855e-07,1.5904075757342684e-06,142
1.1347001709560752e-06,0.0,6.856075660958954e-07,1.583792775816255e-06,143
1.1282156897534285e-06,0.0,6.792673792814808e-07,1.5771640002253762e-06,144
1.1217243575777749e-06,0.0,6.729241216387536e-07,1.5705245935167964e-06,145
1.1152289166747985e-06,0.0,6.665799608809163e-07,1.5638778724686809e-06,146
1.1087320633179794e-06,0.0,6.602370068484765e-07,1.557227119787482e-06,147
1.1022364466028915e-06,0.0,6.538973151269822e-07,1.550575578078801e-06,148
1.095744667369283e-06,2.036257602876825e-06,6.475628906276914e-07,1.5439264441108744e-06,149
1.0892592772485574e-06,2.054392084838176e-06,6.41235691106081e-07,1.537282863391034e-06,150
1.0827827778368367e-06,2.0828429973777007e-06,6.349176305954907e-07,1.5306479250781827e-06,151
1.0763176199955187e-06,0.0,6.286105827421606e-07,1.5240246572488766e-06,152
1.069866203276112e-06,1.8408476735367104e-06,6.223163840183451e-07,1.517416022533879e-06,153
1.0634308754700626e-06,0.0,6.160368368017259e-07,1.5108249141383994e-06,154
1.0570139322813527e-06,0.0,6.097737123054025e-07,1.504254152257303e-06,155
1.050617617121457e-06,0.0,6.035287533486693e-07,1.4977064808942445e-06,156
1.0442441210248576e-06,4.321885379277856e-06,5.973036769557701e-07,1.491184565093945e-06,157
1.0378955826813494e-06,0.0,5.911001767773509e-07,1.484690988585348e-06,158
1.0315740885843988e-06,0.0,5.84919925324747e-07,1.4782282518440507e-06,159
1.025281673293558e-06,0.0,5.787645760172375e-07,1.4717987705698785e-06,160
1.0190203198069836e-06,0.0,5.726357650362021e-07,1.465404874577765e-06,161
1.0127919600391618e-06,0.0,5.665351129853816e-07,1.4590488070929422e-06,162
1.0065984754048412e-06,0.0,5.604642263588143e-07,1.452732724450868e-06,163
1.0004416975015353e-06,0.0,5.544246988203404e-07,1.4464586961827306e-06,164
9.943234088897524e-07,0.0,5.484181122963097e-07,1.440228705483195e-06,165
9.882453439628412e-07,0.0,5.424460378854686e-07,1.4340446500402137e-06,166
9.822091899075031e-07,0.0,5.365100365983406e-07,1.4279083432166655e-06,167
9.762165877459186e-07,1.9197395297406047e-06,5.306116599272645e-07,1.4218215155645728e-06,168
9.70269133456957e-07,0.0,5.247524502606962e-07,1.4157858166532175e-06,169
9.643683791708376e-07,0.0,5.189339411489763e-07,1.4098028171926991e-06,170
9.58515834432681e-07,0.0,5.131576574339272e-07,1.4038740114314348e-06,171
9.527129675293924e-07,0.0,5.074251152529212e-07,1.3980008198058634e-06,172
9.469612068747146e-07,3.942696844068311e-06,5.017378219293589e-07,1.3921845918200703e-06,173
9.412619424452703e-07,0.0,4.96097275760195e-07,1.3864266091303457e-06,174
9.35616527265783e-07,2.011554368291466e-06,4.9050496571692e-07,1.3807280888146458e-06,175
9.300262789337324e-07,0.0,4.849623710696411e-07,1.3750901867978239e-06,176
9.244924811787126e-07,0.0,4.79470960944978e-07,1.3695140014124469e-06,177
9.190163854525988e-07,0.0,4.740321938365176e-07,1.3640005770686796e-06,178
9.13599212541743e-07,0.0,4.686475170728338e-07,1.3585509080106523e-06,179
9.082421541964262e-07,0.0,4.6331836625962915e-07,1.3531659421332232e-06,180
9.029463747716337e-07,0.0,4.5804616470466117e-07,1.3478465848386063e-06,181
8.97713012872807e-07,0.0,4.528323228381196e-07,1.3425937029074945e-06,182
8.925431829997804e-07,0.0,4.4767823763534386e-07,1.337408128364217e-06,183
8.874379771840327e-07,0.0,4.425852920543176e-07,1.3322906623137475e-06,184
8.823984666123297e-07,0.0,4.375548544944603e-07,1.327242078730199e-06,185
8.774257032311747e-07,0.0,4.325882782840823e-07,1.322263128178267e-06,186
8.725207213245595e-07,0.0,4.2768690120321466e-07,1.3173545414459042e-06,187
8.676845390623614e-07,0.0,4.2285204504775827e-07,1.3125170330769646e-06,188
8.629181600097134e-07,0.0,4.180850152391749e-07,1.307751304780252e-06,189
8.58222574594338e-07,2.0019338681166007e-06,4.1338710048226645e-07,1.3030580487064095e-06,190
8.535987615255263e-07,2.1293449283262496e-06,4.0875957247672533e-07,1.298437950574327e-06,191
8.49047689157484e-07,0.0,4.042036856776432e-07,1.2938916926373247e-06,192
8.445703167962902e-07,0.0,3.9972067711551407e-07,1.2894199564770664e-06,193
8.401675959389283e-07,0.0,3.9531176626347893e-07,1.2850234256143777e-06,194
8.358404714448468e-07,0.0,3.909781549608976e-07,1.2807027879287961e-06,195
8.315898826327707e-07,0.0,3.8672102738471e-07,1.2764587378808314e-06,196
8.274167642981099e-07,0.0,3.8254155006850145e-07,1.2722919785277185e-06,197
8.233220476473586e-07,0.0,3.7844087196449813e-07,1.2682032233302193e-06,198
8.193066611445025e-07,2.027455806532057e-06,3.7442012454420894e-07,1.2641931977447962e-06,199
8.153715312665388e-07,1.8775922508012623e-06,3.704804219331776e-07,1.2602626405999e-06,200
8.115175831629936e-07,1.7733263346053995e-06,3.666228610734808e-07,1.2564123052525067e-06,201
8.077457412180716e-07,1.7647733589813727e-06,3.628485219092295e-07,1.2526429605269139e-06,202
8.040569295091118e-07,3.5380320757987998e-06,3.5915846758497884e-07,1.248955391433245e-06,203
8.004520721630404e-07,0.0,3.555537446560579e-07,1.245350399670023e-06,204
7.969320936024401e-07,1.8675356932759376e-06,3.5203538329712026e-07,1.24182880390776e-06,205
7.934979186851682e-07,0.0,3.4860439750687844e-07,1.238391439863458e-06,206
7.90150472730117e-07,0.0,3.452617852966064e-07,1.2350391601636277e-06,207
7.86890681431519e-07,0.0,3.420085288607646e-07,1.2317728340022736e-06,208
7.837194706576764e-07,3.5519120830721203e-06,3.3884559471499253e-07,1.2285933466003602e-06,209
7.806377661340542e-07,0.0,3.3577393379944565e-07,1.2255015984686627e-06,210
7.776464930109375e-07,3.519819222084754e-06,3.327944815380744e-07,1.2224985044838007e-06,211
7.747465753143068e-07,0.0,3.2990815784661515e-07,1.2195849927819985e-06,212
7.719389352792902e-07,1.994188933447933e-06,3.2711586708161064e-07,1.2167620034769696e-06,213
7.692244925677899e-07,5.360751791831286e-06,3.2441849792558116e-07,1.2140304872099986e-06,214
7.666041633711998e-07,1.7666190268402429e-06,3.218169232008514e-07,1.2113914035415482e-06,215
7.640788593966208e-07,0.0,3.193119996055331e-07,1.2088457191877085e-06,216
7.616494867414412e-07,0.0,3.169045673685299e-07,1.2063944061143525e-06,217
7.593169446548869e-07,0.0,3.1459544981629437e-07,1.2040384394934795e-06,218
7.570821241911444e-07,5.423375834521956e-06,3.123854528489846e-07,1.2017787955333041e-06,219
7.549459067536878e-07,1.8587153303123013e-06,3.1027536432034687e-07,1.1996164491870289e-06,220
7.529091625360792e-07,1.7405077060978688e-06,3.082659533204648e-07,1.1975523717516936e-06,221
7.509727488604029e-07,1.6945935686784882e-06,3.063579693568902e-07,1.1955875283639155e-06,222
7.491375084175714e-07,3.4259598683061025e-06,3.045521414337984e-07,1.1937228754013443e-06,223
7.474042674125825e-07,3.217218553699399e-06,3.028491770270911e-07,1.1919593577980738e-06,224
7.457738336197547e-07,3.3744680994658216e-06,3.012497609561758e-07,1.1902979062833337e-06,225
7.442469943500823e-07,0.0,2.9975455415083743e-07,1.1887394345493272e-06,226
7.428245143380721e-07,1.9623079881633584e-06,2.9836419231656654e-07,1.1872848363595777e-06,227
7.415071335502299e-07,0.0,2.970792844981196e-07,1.1859349826023402e-06,228
7.402955649221107e-07,0.0,2.959004115443719e-07,1.1846907182998495e-06,229
7.391904920278897e-07,0.0,2.9482812447683833e-07,1.183552859578941e-06,230
7.381925666908642e-07,0.0,2.9386294276882586e-07,1.1825221906129028e-06,231
7.373024065356036e-07,0.0,2.9300535253226357e-07,1.1815994605389436e-06,232
7.365205924935133e-07,3.56723706787382e-06,2.9225580462629407e-07,1.1807853803607324e-06,233
7.358476662649887e-07,0.0,2.9161471268608096e-07,1.1800806198438962e-06,234
7.352841277445733e-07,3.5055922961103705e-06,2.910824510808319e-07,1.1794858044083148e-06,235
7.348304324169307e-07,0.0,2.906593528073708e-07,1.1790015120264904e-06,236
7.344869887307266e-07,0.0,2.90345707325938e-07,1.1786282701355152e-06,237
7.342541554558373e-07,0.0,2.901417583463074e-07,1.178366552565367e-06,238
7.341322390323447e-07,0.0,2.900477015708057e-07,1.1782167764938838e-06,239
7.341214909194181e-07,5.126653986742473e-06,2.9006368240426093e-07,1.1781792994345753e-06,240
7.342221049482618e-07,0.0,2.9018979363704313e-07,1.1782544162594805e-06,241
7.344342146911891e-07,0.0,2.904260731131948e-07,1.1784423562691832e-06,242
7.347578908498753e-07,0.0,2.9077250138852604e-07,1.1787432803112246e-06,243
7.351931386746455e-07,0.0,2.9122899939220634e-07,1.1791572779570848e-06,244
7.357398954182387e-07,1.6456516945275498e-06,2.917954260968585e-07,1.1796843647396187e-06,245
7.363980278357732e-07,1.6157516395839763e-06,2.924715762097e-07,1.1803244794618465e-06,246
7.371673297353897e-07,0.0,2.932571778922772e-07,1.1810774815785025e-06,247
7.38047519589363e-07,1.747219300483281e-06,2.9415189051808696e-07,1.1819431486606388e-06,248
7.390382382125488e-07,0.0,2.9515530247831983e-07,1.1829211739467776e-06,249
7.401390465153026e-07,0.0,2.9626692904315873e-07,1.1840111639874464e-06,250
7.413494233393036e-07,0.0,2.974862102890074e-07,1.1852126363895998e-06,251
7.426687633831605e-07,0.0,2.9881250909882313e-07,1.186525017667498e-06,252
7.440963752253665e-07,0.0,3.0024510924506876e-07,1.1879476412056643e-06,253
7.456314794512866e-07,0.0,3.017832135625026e-07,1.1894797453400707e-06,254
7.472732068921928e-07,0.0,3.034259422193922e-07,1.1911204715649934e-06,255
7.490205969824356e-07,1.59041931405215e-06,3.051723310936516e-07,1.1928688628712197e-06,256
7.50872596241215e-07,0.0,3.0702133026085466e-07,1.1947238622215753e-06,257
7.528280568870297e-07,0.0,3.089718026026548e-07,1.1966843111714046e-06,258
7.548857355886951e-07,0.0,3.1102252253842383e-07,1.1987489486389662e-06,259
7.570442923610929e-07,0.0,3.1317217488898653e-07,1.2009164098331993e-06,260
7.593022896106278e-07,0.0,3.1541935387641126e-07,1.2031852253448441e-06,261
7.616581913351342e-07,0.0,3.177625622638832e-07,1.2055538204063852e-06,262
7.641103624857026e-07,0.0,3.2020021064262753e-07,1.2080205143287777e-06,263
7.666570684921256e-07,0.0,3.2273061686607747e-07,1.2105835201181738e-06,264
7.692964749604286e-07,0.0,3.253520056389609e-07,1.2132409442818963e-06,265
7.720266475431029e-07,0.0,3.2806250826070126e-07,1.2159907868255045e-06,266
7.748455519889186e-07,1.976905786600928e-06,3.3086016252759437e-07,1.2188309414502429e-06,267
7.777510543738694e-07,0.0,3.3374291279588767e-07,1.2217591959518512e-06,268
7.807409215184696e-07,0.0,3.367086102072759e-07,1.2247732328296635e-06,269
7.838128215921905e-07,0.0,3.397550130770709e-07,1.22787063010731e-06,270
7.869643249092684e-07,0.0,3.428797874477793e-07,1.2310488623707575e-06,271
7.901929049174425e-07,0.0,3.460805078079751e-07,1.2343053020269098e-06,272
7.93495939380689e-07,0.0,3.493546579759003e-07,1.2376372207854775e-06,273
7.968707117582155e-07,1.940907141179645e-06,3.526996321486182e-07,1.241041791367813e-06,274
8.003144127802185e-07,0.0,3.561127361165396e-07,1.2445160894438973e-06,275
8.038241422210742e-07,0.0,3.5959118864215397e-07,1.2480570957999943e-06,276
8.073969108693839e-07,0.0,3.6313212300215217e-07,1.2516616987366156e-06,277
8.110296426950193e-07,1.9074832475283786e-06,3.6673258869167934e-07,1.2553266966983595e-06,278
8.147191772129024e-07,0.0,3.7038955329082653e-07,1.2590488011349781e-06,279
8.184622720405817e-07,1.8489483181966096e-06,3.740999044895803e-07,1.2628246395915832e-06,280
8.222556056499113e-07,0.0,3.778604522721849e-07,1.2666507590276377e-06,281
8.260957803092973e-07,0.0,3.8166793125727447e-07,1.2705236293613203e-06,282
8.299793252143538e-07,2.03829965043161e-06,3.855190031928607e-07,1.2744396472358468e-06,283
8.339026998041827e-07,0.0,3.894102596049004e-07,1.278395140003465e-06,284
8.378622972597498e-07,0.0,3.933382245961459e-07,1.2823863699233538e-06,285
8.418544481800361e-07,0.0,3.9729935779448227e-07,1.28640953856559e-06,286
8.458754244324748e-07,1.7893601069321603e-06,4.012900574487018e-07,1.2904607914162478e-06,287
8.499214431724106e-07,1.7433630169943025e-06,4.053066636688979e-07,1.2945362226759233e-06,288
8.53988671026136e-07,0.0,4.0934546181050904e-07,1.2986318802417629e-06,289
8.580732284329784e-07,0.0,4.134026859996748e-07,1.302743770866282e-06,290
8.621711941401131e-07,0.0,4.1747452279792837e-07,1.3068678654822977e-06,291
8.662786098423853e-07,0.0,4.215571150038176e-07,1.3110001046809526e-06,292
8.703914849632546e-07,0.0,4.256465655903684e-07,1.3151364043361408e-06,293
