,true_theta,est_mean,est_std,Type
0,-0.932986163808509,-1.0207032548897133,0.2935445185816207,train
1,-1.25151673575388,-1.6391638751209958,0.3017895067592387,train
2,0.0531202776635228,0.046084715259132374,0.25439739634152353,train
3,-0.212712818470676,-0.4699302285397619,0.25234720988952347,train
4,-1.06992124214072,-0.48391926775321936,0.24980696259008023,train
5,1.36173099378914,1.5095711581228946,0.32747890919815525,train
6,0.520905049695788,-0.2771908096200124,0.2489548925107324,train
7,-0.440831612189363,-0.20751009528213502,0.23338235892751377,train
8,-0.322039931747685,0.3181805471198418,0.4175826488571873,train
9,-0.682391425441905,-0.7784871839421971,0.2696646991103361,train
10,0.662432855504877,0.550324824506221,0.39270300601182795,train
11,0.63693519543565,0.20885014428359536,0.28935232668982835,train
12,1.66888977450241,1.4177098315930587,0.2685375808205706,train
13,-0.786217237720454,-0.6340903503375572,0.4587385438190332,train
14,1.47745548173033,1.524315191154465,0.2520076762979051,train
15,0.0746449020953655,0.9265200329180836,0.30460546013098116,train
16,0.234678362980564,0.5648304741249985,0.46402628861870726,train
17,0.60474078698405,0.6344395264130306,0.23169102254447432,train
18,-0.219128279730531,-0.4824758502478314,0.3128079280212551,train
19,0.560456353391005,0.2986732887954141,0.2722775648308936,train
20,1.39645010074374,1.8122380976341521,0.2668832093947222,train
21,0.831282385998433,0.5544625332606312,0.27235354759582575,train
22,-0.395678058567,-0.5432770145255355,0.25042041550147043,train
23,-0.198303045230267,-0.014795503726512097,0.28116103038393364,train
24,0.0665691091790861,-0.4645979828691816,0.22641461233800533,train
25,-0.69594079932929,-0.20455860773049123,0.35831402082442965,train
26,-0.236297219098796,0.009508681885557204,0.23989006067469062,train
27,0.988516224486005,0.5699608112343544,0.23779663431598017,train
28,-0.157131048131454,-0.09192597072110824,0.36947980650642087,train
29,-0.377882239189424,-0.9782257947926671,0.3059252028631063,train
30,0.925458793994348,1.7722046420952038,0.3169068338672997,train
31,1.13121948001935,1.228520700348529,0.34231452086152064,train
32,0.61066703162385,1.0224596617777502,0.2795001304477832,train
33,0.131592910676223,0.6121918519059968,0.33918423557680993,train
34,1.88018912115579,1.7085972753904426,0.3354336814604383,train
35,-0.557107398394631,-1.075828019248556,0.24077114254035875,train
36,0.716436197287291,0.9998403482449884,0.2565217754641759,train
37,-0.705142196798034,-0.795978011145721,0.21392842868214815,train
38,3.02386907115004,2.7255215676525193,0.3328844413537721,train
39,-0.511346025086362,-0.18934876590698432,0.3718316887960354,train
40,1.55012058301127,1.5200604193584841,0.28349731044314447,train
41,-0.252031917563451,-0.9911582250932003,0.34100357356275424,train
42,-0.12106587530736,-0.2593949666887172,0.24959329109966674,train
43,0.650637577469751,1.0287453715890078,0.34834792535095876,train
44,0.52168374479101,0.47775093917342987,0.21243965546306048,train
45,0.336230626723762,1.2657493778781195,0.33941808460170575,train
46,-1.16875360380212,-1.1420288661865707,0.281959198078629,train
47,-0.741812379215251,-0.8909847651299919,0.20450984321918092,train
48,0.553679936166202,0.6410099162555253,0.24055682074065782,train
49,-0.676582923845619,-0.1660336983974199,0.3328514335344568,train
50,0.789462096175793,1.0400869300286664,0.2934197994607473,train
51,-1.36906114170419,-0.7764958547025527,0.26529742262374956,train
52,-2.38133059531945,-1.7170253085574347,0.2747679059356655,train
53,-1.08314006070271,-0.7921603858487625,0.37665955113580396,train
54,-0.456270839698016,-0.808305111668716,0.26377245936144134,train
55,-0.345879445073205,0.14161952267156677,0.3501580943563604,train
56,-0.0231667865843725,-0.6192854498109268,0.3823981346573677,train
57,0.0768927662876269,0.16670127147978175,0.3146912861846389,train
58,-0.055617935236696,-0.5850165787779839,0.2868307175871726,train
59,-0.597549419572503,-0.6807374389039386,0.2299549169970736,train
60,0.472978353018254,0.9588721263053342,0.28369913632806043,train
61,1.79363043231222,0.9702685859239233,0.450073101701069,train
62,0.582321348701903,0.3024261426247403,0.2303116727631194,train
63,-0.227378376828872,-0.2980148001040489,0.27327000541238183,train
64,1.29476012985909,1.8221415487588213,0.23704495685537072,train
